##NAMES=Epidote
##RRUFFID=R070205
##IDEAL CHEMISTRY=Ca_2_Fe^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)
##LOCALITY=Jebel Shacro, Morocco
##OWNER=RRUFF
##SOURCE=Renato and Adriana Pagano
##DESCRIPTION=Red-purple prismatic crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070205
##MEASURED CHEMISTRY=(Ca_1.96_Mn^2+^_0.04_)_Σ=2_(Fe^3+^_0.72_Al_0.22_Mn^3+^_0.06_)_Σ=1_Al_2.00_(Si_2.00_O_7_)(Si_1.00_O_4_)O(OH); OH assumed by stoichiometry, Mn2+ and  Mn3+ splitted by charge balance
193.6269, 806.5967
194.1091, 809.7545
194.5912, 812.9926
195.0733, 815.4683
195.5554, 816.4546
196.0375, 813.4922
196.5196, 801.2328
197.0018, 795.3936
197.4839, 801.5107
197.9660, 811.8052
198.4481, 820.4713
198.9302, 825.4482
199.4123, 826.8758
199.8945, 823.8701
200.3766, 810.7321
200.8587, 804.9713
201.3408, 812.4630
201.8229, 823.7548
202.3050, 832.1406
202.7872, 835.6490
203.2693, 835.9507
203.7514, 835.3442
204.2335, 832.7555
204.7156, 831.7612
205.1977, 834.7015
205.6799, 837.5468
206.1620, 836.2643
206.6441, 830.6452
207.1262, 825.0587
207.6083, 826.1719
208.0904, 837.7523
208.5726, 846.4759
209.0547, 851.1728
209.5368, 854.2518
210.0189, 856.5803
210.5010, 858.4985
210.9831, 860.3045
211.4653, 862.0225
211.9474, 862.9343
212.4295, 866.5002
212.9116, 877.5641
213.3937, 886.9882
213.8758, 887.1113
214.3580, 879.9929
214.8401, 875.2908
215.3222, 884.1004
215.8043, 909.6206
216.2864, 927.1252
216.7685, 928.8658
217.2507, 929.9780
217.7328, 935.7941
218.2149, 945.9871
218.6970, 957.8869
219.1791, 969.6636
219.6612, 981.3698
220.1434, 990.9997
220.6255, 993.6449
221.1076, 998.9878
221.5897, 1011.677
222.0718, 1029.127
222.5539, 1045.879
223.0361, 1057.763
223.5182, 1065.489
224.0003, 1075.612
224.4824, 1087.333
224.9645, 1102.883
225.4466, 1128.122
225.9288, 1156.462
226.4109, 1177.756
226.8930, 1185.464
227.3751, 1183.144
227.8572, 1185.754
228.3393, 1196.982
228.8215, 1208.615
229.3036, 1218.634
229.7857, 1228.447
230.2678, 1240.704
230.7499, 1256.772
231.2320, 1273.564
231.7142, 1283.173
232.1963, 1281.273
232.6784, 1279.074
233.1605, 1276.052
233.6426, 1274.451
234.1247, 1277.680
234.6069, 1286.594
235.0890, 1296.521
235.5711, 1297.799
236.0532, 1282.853
236.5353, 1277.607
237.0174, 1293.000
237.4996, 1311.442
237.9817, 1320.667
238.4638, 1318.652
238.9459, 1312.710
239.4280, 1311.936
239.9101, 1317.912
240.3923, 1323.261
240.8744, 1330.221
241.3565, 1334.469
241.8386, 1333.185
242.3207, 1326.685
242.8028, 1317.691
243.2850, 1308.859
243.7671, 1300.366
244.2492, 1289.621
244.7313, 1272.470
245.2134, 1256.888
245.6955, 1246.717
246.1777, 1240.668
246.6598, 1235.188
247.1419, 1228.051
247.6240, 1219.245
248.1061, 1208.654
248.5882, 1192.063
249.0704, 1179.587
249.5525, 1177.446
250.0346, 1180.811
250.5167, 1181.698
250.9988, 1175.185
251.4809, 1164.123
251.9631, 1156.991
252.4452, 1155.875
252.9273, 1154.481
253.4094, 1148.417
253.8915, 1141.976
254.3736, 1140.525
254.8558, 1146.673
255.3379, 1155.857
255.8200, 1160.153
256.3021, 1157.679
256.7842, 1157.449
257.2664, 1165.177
257.7485, 1174.342
258.2306, 1178.828
258.7127, 1177.128
259.1948, 1176.910
259.6769, 1188.912
260.1591, 1213.935
260.6412, 1232.775
261.1233, 1237.732
261.6054, 1238.852
262.0875, 1242.542
262.5696, 1249.177
263.0518, 1257.975
263.5339, 1270.913
264.0160, 1286.579
264.4981, 1296.031
264.9802, 1295.586
265.4623, 1292.878
265.9445, 1292.609
266.4266, 1294.598
266.9087, 1298.523
267.3908, 1304.374
267.8729, 1312.031
268.3550, 1322.324
268.8372, 1336.702
269.3193, 1349.000
269.8014, 1350.845
270.2835, 1347.942
270.7656, 1350.450
271.2477, 1364.235
271.7299, 1381.829
272.2120, 1394.913
272.6941, 1403.391
273.1762, 1411.816
273.6583, 1426.353
274.1404, 1439.900
274.6226, 1439.803
275.1047, 1421.421
275.5868, 1396.646
276.0689, 1368.565
276.5510, 1339.380
277.0331, 1319.079
277.5153, 1314.020
277.9974, 1315.725
278.4795, 1310.113
278.9616, 1296.578
279.4437, 1281.082
279.9258, 1263.979
280.4080, 1246.704
280.8901, 1232.592
281.3722, 1222.776
281.8543, 1213.397
282.3364, 1198.880
282.8185, 1178.651
283.3007, 1161.651
283.7828, 1150.287
284.2649, 1141.701
284.7470, 1133.201
285.2291, 1124.617
285.7112, 1117.753
286.1934, 1115.241
286.6755, 1116.746
287.1576, 1111.490
287.6397, 1092.265
288.1218, 1073.904
288.6039, 1063.840
289.0861, 1060.483
289.5682, 1059.005
290.0503, 1056.762
290.5324, 1054.303
291.0145, 1054.065
291.4966, 1061.005
291.9788, 1063.933
292.4609, 1056.542
292.9430, 1045.863
293.4251, 1040.716
293.9072, 1044.177
294.3893, 1053.124
294.8715, 1062.038
295.3536, 1069.830
295.8357, 1079.929
296.3178, 1096.152
296.7999, 1111.715
297.2820, 1121.525
297.7642, 1125.270
298.2463, 1125.619
298.7284, 1124.390
299.2105, 1120.350
299.6926, 1123.695
300.1747, 1142.724
300.6569, 1160.613
301.1390, 1172.351
301.6211, 1178.419
302.1032, 1179.866
302.5853, 1176.070
303.0674, 1169.648
303.5495, 1174.750
304.0316, 1201.006
304.5138, 1225.046
304.9959, 1243.729
305.4780, 1257.272
305.9601, 1263.496
306.4422, 1261.231
306.9243, 1258.707
307.4065, 1271.547
307.8886, 1304.970
308.3707, 1334.097
308.8528, 1353.193
309.3349, 1367.409
309.8170, 1375.889
310.2992, 1379.899
310.7813, 1387.849
311.2634, 1412.595
311.7455, 1451.604
312.2276, 1474.649
312.7097, 1469.725
313.1919, 1462.540
313.6740, 1472.048
314.1561, 1492.355
314.6382, 1507.915
315.1203, 1508.792
315.6024, 1501.949
316.0846, 1500.051
316.5667, 1504.099
317.0488, 1507.216
317.5309, 1505.119
318.0130, 1499.855
318.4951, 1494.149
318.9773, 1485.881
319.4594, 1481.551
319.9415, 1491.054
320.4236, 1510.343
320.9057, 1520.008
321.3878, 1510.268
321.8700, 1493.089
322.3521, 1487.558
322.8342, 1494.314
323.3163, 1503.812
323.7984, 1514.026
324.2805, 1525.240
324.7627, 1540.003
325.2448, 1558.736
325.7269, 1573.589
326.2090, 1576.107
326.6911, 1564.770
327.1732, 1555.827
327.6554, 1552.906
328.1375, 1548.934
328.6196, 1536.191
329.1017, 1518.472
329.5838, 1508.732
330.0659, 1515.986
330.5481, 1534.502
331.0302, 1538.022
331.5123, 1514.803
331.9944, 1490.986
332.4765, 1466.230
332.9586, 1443.479
333.4408, 1427.106
333.9229, 1418.050
334.4050, 1411.385
334.8871, 1399.103
335.3692, 1377.187
335.8513, 1360.816
336.3335, 1356.173
336.8156, 1350.977
337.2977, 1335.591
337.7798, 1313.279
338.2619, 1295.718
338.7440, 1293.509
339.2262, 1304.599
339.7083, 1310.032
340.1904, 1303.695
340.6725, 1300.740
341.1546, 1305.621
341.6367, 1315.959
342.1189, 1329.016
342.6010, 1343.988
343.0831, 1360.419
343.5652, 1379.639
344.0473, 1403.080
344.5294, 1418.530
345.0116, 1411.153
345.4937, 1404.526
345.9758, 1420.222
346.4579, 1458.730
346.9400, 1498.031
347.4221, 1523.971
347.9043, 1540.107
348.3864, 1557.016
348.8685, 1576.955
349.3506, 1593.853
349.8327, 1601.644
350.3148, 1602.375
350.7970, 1601.381
351.2791, 1600.635
351.7612, 1597.650
352.2433, 1588.959
352.7254, 1575.601
353.2076, 1563.627
353.6897, 1557.100
354.1718, 1552.315
354.6539, 1538.565
355.1360, 1512.479
355.6181, 1486.927
356.1003, 1465.071
356.5824, 1445.116
357.0645, 1425.106
357.5466, 1404.575
358.0287, 1384.858
358.5108, 1367.483
358.9930, 1352.759
359.4751, 1338.708
359.9572, 1329.285
360.4393, 1316.651
360.9214, 1294.131
361.4035, 1265.755
361.8857, 1240.300
362.3678, 1222.927
362.8499, 1211.890
363.3320, 1200.582
363.8141, 1187.104
364.2962, 1176.644
364.7784, 1173.939
365.2605, 1171.600
365.7426, 1162.672
366.2247, 1146.060
366.7068, 1126.888
367.1889, 1110.660
367.6711, 1097.374
368.1532, 1085.240
368.6353, 1076.446
369.1174, 1065.923
369.5995, 1051.044
370.0816, 1032.584
370.5638, 1012.317
371.0459, 989.2438
371.5280, 966.3052
372.0101, 950.0020
372.4922, 941.2186
372.9743, 930.5078
373.4565, 911.0130
373.9386, 889.2650
374.4207, 875.8831
374.9028, 873.7169
375.3849, 870.8018
375.8670, 859.3199
376.3492, 843.0393
376.8313, 829.4877
377.3134, 820.2955
377.7955, 812.9339
378.2776, 804.0834
378.7597, 793.4745
379.2419, 788.7943
379.7240, 795.6357
380.2061, 803.5058
380.6882, 805.2640
381.1703, 802.7518
381.6524, 802.2130
382.1346, 807.2817
382.6167, 815.7228
383.0988, 820.8220
383.5809, 819.4914
384.0630, 818.5731
384.5451, 818.1157
385.0273, 818.1885
385.5094, 819.0309
385.9915, 820.5684
386.4736, 822.2133
386.9557, 822.9539
387.4378, 822.5947
387.9200, 825.1547
388.4021, 834.2883
388.8842, 842.1832
389.3663, 846.6084
389.8484, 848.1083
390.3305, 847.9293
390.8127, 846.9527
391.2948, 843.4996
391.7769, 833.6805
392.2590, 816.7551
392.7411, 800.8353
393.2232, 788.0995
393.7054, 777.2874
394.1875, 766.4506
394.6696, 755.5829
395.1517, 747.8886
395.6338, 748.5870
396.1159, 752.2167
396.5981, 748.8144
397.0802, 737.2213
397.5623, 724.1921
398.0444, 713.8579
398.5265, 706.0846
399.0086, 699.1034
399.4908, 691.2056
399.9729, 686.0197
400.4550, 688.0609
400.9371, 693.0339
401.4192, 692.3275
401.9013, 683.0588
402.3835, 672.3994
402.8656, 671.3514
403.3477, 684.4486
403.8298, 693.6037
404.3119, 696.5914
404.7940, 698.3751
405.2762, 701.5681
405.7583, 705.7393
406.2404, 708.9952
406.7225, 709.9543
407.2046, 709.5361
407.6867, 711.3292
408.1689, 717.4432
408.6510, 721.3711
409.1331, 716.1501
409.6152, 712.1600
410.0973, 719.5205
410.5794, 739.1345
411.0616, 760.3872
411.5437, 774.2846
412.0258, 782.0037
412.5079, 788.1168
412.9900, 790.9147
413.4721, 796.8732
413.9543, 814.1667
414.4364, 837.6252
414.9185, 856.6726
415.4006, 867.8803
415.8827, 876.1083
416.3648, 882.3808
416.8470, 888.2752
417.3291, 899.1451
417.8112, 917.2154
418.2933, 939.3090
418.7754, 960.7068
419.2575, 980.5142
419.7397, 1002.833
420.2218, 1031.548
420.7039, 1059.574
421.1860, 1081.951
421.6681, 1099.366
422.1502, 1115.379
422.6324, 1132.456
423.1145, 1149.812
423.5966, 1163.802
424.0787, 1170.667
424.5608, 1180.105
425.0429, 1193.884
425.5251, 1209.865
426.0072, 1228.331
426.4893, 1248.308
426.9714, 1264.726
427.4535, 1270.267
427.9356, 1266.229
428.4178, 1267.266
428.8999, 1272.878
429.3820, 1284.723
429.8641, 1308.218
430.3462, 1337.147
430.8283, 1362.080
431.3105, 1379.581
431.7926, 1395.343
432.2747, 1415.216
432.7568, 1437.462
433.2389, 1454.754
433.7210, 1463.934
434.2032, 1472.195
434.6853, 1489.432
435.1674, 1516.934
435.6495, 1538.222
436.1316, 1552.822
436.6137, 1560.518
437.0959, 1558.998
437.5780, 1550.479
438.0601, 1539.346
438.5422, 1527.561
439.0243, 1516.377
439.5064, 1509.456
439.9886, 1511.903
440.4707, 1509.425
440.9528, 1500.329
441.4349, 1488.032
441.9170, 1472.024
442.3991, 1454.319
442.8813, 1440.531
443.3634, 1436.726
443.8455, 1439.494
444.3276, 1433.487
444.8097, 1412.747
445.2918, 1399.978
445.7740, 1411.524
446.2561, 1431.525
446.7382, 1444.581
447.2203, 1448.019
447.7024, 1450.532
448.1845, 1455.197
448.6667, 1463.148
449.1488, 1478.754
449.6309, 1503.276
450.1130, 1526.784
450.5951, 1541.307
451.0772, 1547.567
451.5594, 1554.783
452.0415, 1563.306
452.5236, 1572.280
453.0057, 1583.207
453.4878, 1593.754
453.9699, 1600.718
454.4521, 1603.170
454.9342, 1602.015
455.4163, 1597.606
455.8984, 1588.600
456.3805, 1583.995
456.8626, 1591.306
457.3448, 1595.405
457.8269, 1592.824
458.3090, 1583.681
458.7911, 1567.797
459.2732, 1544.355
459.7553, 1517.597
460.2375, 1493.925
460.7196, 1473.517
461.2017, 1450.312
461.6838, 1423.723
462.1659, 1393.076
462.6480, 1355.111
463.1302, 1311.593
463.6123, 1271.717
464.0944, 1241.328
464.5765, 1212.766
465.0586, 1178.942
465.5407, 1140.957
466.0229, 1103.001
466.5050, 1066.463
466.9871, 1032.547
467.4692, 1004.453
467.9513, 986.0610
468.4334, 965.4167
468.9156, 937.5031
469.3977, 911.6721
469.8798, 895.5500
470.3619, 886.9239
470.8440, 878.7104
471.3261, 866.4039
471.8083, 851.4014
472.2904, 837.8353
472.7725, 827.2036
473.2546, 814.1413
473.7367, 792.2011
474.2188, 771.3971
474.7010, 759.4957
475.1831, 756.1517
475.6652, 753.5732
476.1473, 747.2048
476.6294, 738.8166
477.1115, 730.5876
477.5937, 722.5794
478.0758, 717.4510
478.5579, 717.9251
479.0400, 720.9902
479.5221, 718.7854
480.0042, 708.8035
480.4864, 700.7562
480.9685, 696.8914
481.4506, 695.4743
481.9327, 694.6395
482.4148, 694.5140
482.8969, 697.1992
483.3791, 704.8935
483.8612, 716.0405
484.3433, 721.8782
484.8254, 718.4479
485.3075, 716.0810
485.7896, 714.9850
486.2718, 716.2585
486.7539, 722.4846
487.2360, 733.0522
487.7181, 742.2303
488.2002, 742.5467
488.6823, 738.1714
489.1645, 743.1938
489.6466, 759.3734
490.1287, 775.2849
490.6108, 785.0370
491.0929, 790.8892
491.5750, 797.5526
492.0572, 804.6887
492.5393, 813.5731
493.0214, 827.0817
493.5035, 841.1255
493.9856, 850.4688
494.4677, 854.9849
494.9499, 858.5041
495.4320, 863.7855
495.9141, 870.6565
496.3962, 878.2044
496.8783, 887.4903
497.3604, 895.8946
497.8426, 901.8302
498.3247, 907.7700
498.8068, 916.9918
499.2889, 929.0643
499.7710, 939.1589
500.2531, 941.4912
500.7353, 938.7368
501.2174, 942.0158
501.6995, 953.2098
502.1816, 962.4477
502.6637, 964.4564
503.1458, 962.5266
503.6280, 962.6996
504.1101, 966.3815
504.5922, 966.5875
505.0743, 955.8701
505.5564, 943.0682
506.0385, 939.9130
506.5207, 946.1516
507.0028, 952.7988
507.4849, 954.0208
507.9670, 950.6541
508.4491, 946.2172
508.9312, 937.1616
509.4134, 932.4085
509.8955, 940.0455
510.3776, 946.1113
510.8597, 938.2292
511.3418, 917.8537
511.8239, 897.0605
512.3061, 886.2964
512.7882, 880.2372
513.2703, 862.7202
513.7524, 831.8436
514.2346, 801.2713
514.7167, 773.2487
515.1988, 750.2070
515.6809, 736.7302
516.1630, 733.7938
516.6451, 727.2515
517.1273, 711.3522
517.6094, 691.0715
518.0915, 668.1885
518.5736, 644.5449
519.0557, 624.9775
519.5378, 612.2070
520.0200, 604.7802
520.5021, 599.7508
520.9842, 600.9946
521.4663, 597.0359
521.9484, 581.3020
522.4305, 567.1306
522.9127, 563.4802
523.3948, 567.3263
523.8769, 569.9531
524.3590, 566.5786
524.8411, 560.1671
525.3232, 555.0844
525.8054, 551.3288
526.2875, 548.6868
526.7696, 547.4781
527.2517, 546.7744
527.7338, 546.2628
528.2159, 545.7917
528.6981, 543.1464
529.1802, 535.2029
529.6623, 527.7739
530.1444, 523.4362
530.6265, 522.2449
531.1086, 525.4741
531.5908, 533.3668
532.0729, 541.3090
532.5550, 542.4097
533.0371, 535.1472
533.5192, 530.5715
534.0013, 531.4723
534.4835, 531.9105
534.9656, 527.9247
535.4477, 523.2424
535.9298, 524.0699
536.4119, 532.7946
536.8940, 541.2762
537.3762, 540.9738
537.8583, 534.3017
538.3404, 528.0881
538.8225, 522.7314
539.3046, 521.2990
539.7867, 527.7981
540.2689, 539.9711
540.7510, 546.3615
541.2331, 539.2320
541.7152, 537.6269
542.1973, 552.1982
542.6794, 569.5966
543.1616, 575.5018
543.6437, 569.9650
544.1258, 564.0467
544.6079, 566.9078
545.0900, 576.1607
545.5721, 580.6605
546.0543, 577.5430
546.5364, 577.5446
547.0185, 586.4702
547.5006, 597.2548
547.9827, 603.8920
548.4648, 606.6138
548.9469, 610.9541
549.4290, 620.3403
549.9111, 631.7784
550.3932, 641.7316
550.8754, 650.7012
551.3575, 660.8651
551.8396, 673.1730
552.3217, 687.2563
552.8038, 702.6866
553.2859, 719.9827
553.7681, 737.0827
554.2502, 755.9147
554.7323, 772.6215
555.2144, 782.2133
555.6965, 789.7335
556.1786, 803.3838
556.6608, 826.3360
557.1429, 853.0971
557.6250, 877.8629
558.1071, 900.7513
558.5892, 922.0242
559.0714, 940.5366
559.5535, 961.2590
560.0356, 989.1122
560.5177, 1021.603
560.9998, 1049.778
561.4819, 1068.461
561.9641, 1091.920
562.4462, 1129.515
562.9283, 1171.084
563.4104, 1207.602
563.8925, 1237.347
564.3746, 1261.985
564.8568, 1283.736
565.3389, 1300.041
565.8210, 1300.354
566.3031, 1280.057
566.7852, 1255.483
567.2673, 1230.175
567.7495, 1200.325
568.2316, 1162.222
568.7137, 1116.899
569.1958, 1069.396
569.6779, 1016.617
570.1600, 966.9958
570.6422, 930.0794
571.1243, 903.3740
571.6064, 877.9149
572.0885, 850.7178
572.5706, 826.6721
573.0527, 812.3538
573.5349, 808.8516
574.0170, 804.4333
574.4991, 796.2443
574.9812, 790.5300
575.4633, 789.5739
575.9454, 791.5248
576.4276, 794.2798
576.9097, 797.3857
577.3918, 801.7723
577.8739, 807.4725
578.3560, 815.1361
578.8381, 828.1362
579.3203, 847.2062
579.8024, 865.4139
580.2845, 879.9501
580.7666, 891.4218
581.2487, 899.5135
581.7308, 902.1337
582.2130, 910.3593
582.6951, 925.9695
583.1772, 947.3160
583.6593, 979.6889
584.1414, 1016.047
584.6235, 1041.034
585.1057, 1047.319
585.5878, 1046.698
586.0699, 1058.012
586.5520, 1082.191
587.0341, 1107.982
587.5162, 1138.369
587.9984, 1164.879
588.4805, 1179.767
588.9626, 1188.470
589.4447, 1199.883
589.9268, 1216.673
590.4089, 1232.393
590.8911, 1242.773
591.3732, 1251.007
591.8553, 1260.161
592.3374, 1270.975
592.8195, 1284.745
593.3016, 1302.617
593.7838, 1323.100
594.2659, 1342.287
594.7480, 1361.545
595.2301, 1376.030
595.7122, 1378.893
596.1943, 1382.645
596.6765, 1395.899
597.1586, 1414.959
597.6407, 1429.843
598.1228, 1435.901
598.6049, 1438.446
599.0870, 1443.250
599.5692, 1448.221
600.0513, 1448.318
600.5334, 1442.563
601.0155, 1431.034
601.4976, 1412.776
601.9797, 1388.859
602.4619, 1368.006
602.9440, 1351.645
603.4261, 1336.607
603.9082, 1325.050
604.3903, 1312.841
604.8724, 1297.175
605.3546, 1277.908
605.8367, 1255.588
606.3188, 1227.262
606.8009, 1200.312
607.2830, 1188.851
607.7651, 1190.617
608.2473, 1187.016
608.7294, 1172.361
609.2115, 1155.552
609.6936, 1146.274
610.1757, 1144.543
610.6578, 1136.753
611.1400, 1119.058
611.6221, 1100.852
612.1042, 1084.310
612.5863, 1068.240
613.0684, 1050.728
613.5505, 1032.122
614.0327, 1015.755
614.5148, 1005.709
614.9969, 998.3888
615.4790, 984.4545
615.9611, 963.6537
616.4432, 941.5867
616.9254, 919.1722
617.4075, 897.4875
617.8896, 878.4094
618.3717, 861.9536
618.8538, 843.6710
619.3359, 820.4935
619.8181, 798.8496
620.3002, 782.5814
620.7823, 768.5680
621.2644, 751.1091
621.7465, 730.1954
622.2286, 713.4792
622.7108, 710.4388
623.1929, 715.9846
623.6750, 708.5745
624.1571, 685.5950
624.6392, 664.8826
625.1213, 652.0964
625.6035, 643.4828
626.0856, 635.0093
626.5677, 626.6659
627.0498, 619.9420
627.5319, 616.4818
628.0140, 613.1630
628.4962, 608.2166
628.9783, 602.5356
629.4604, 597.5923
629.9425, 593.6821
630.4246, 589.8853
630.9067, 584.9926
631.3889, 579.4980
631.8710, 576.5790
632.3531, 577.1721
632.8352, 576.5156
633.3173, 571.8926
633.7994, 566.6422
634.2816, 564.9652
634.7637, 566.6357
635.2458, 567.1732
635.7279, 564.8395
636.2100, 562.0623
636.6921, 561.6758
637.1743, 561.1943
637.6564, 554.8431
638.1385, 542.2432
638.6206, 531.3289
639.1027, 530.5971
639.5848, 538.3463
640.0670, 544.7523
640.5491, 550.3781
641.0312, 552.5044
641.5133, 547.9178
641.9954, 541.7996
642.4775, 540.3852
642.9597, 543.1397
643.4418, 543.2297
643.9239, 538.1811
644.4060, 531.2640
644.8881, 522.5722
645.3702, 513.8380
645.8524, 507.3797
646.3345, 503.7979
646.8166, 502.9143
647.2987, 505.1383
647.7808, 509.5915
648.2629, 512.2401
648.7451, 513.0070
649.2272, 512.0468
649.7093, 508.1308
650.1914, 503.8629
650.6735, 502.1460
651.1556, 502.5464
651.6378, 501.9179
652.1199, 498.1975
652.6020, 495.0813
653.0841, 495.0923
653.5662, 496.3444
654.0483, 495.6155
654.5305, 492.9014
655.0126, 491.9080
655.4947, 496.4315
655.9768, 503.8700
656.4589, 504.6704
656.9410, 497.4439
657.4232, 492.2772
657.9053, 492.2583
658.3874, 493.4554
658.8695, 492.6696
659.3516, 490.1611
659.8337, 486.9167
660.3159, 483.4208
660.7980, 478.7019
661.2801, 470.1954
661.7622, 461.7292
662.2443, 458.1156
662.7264, 458.9156
663.2086, 459.5901
663.6907, 456.9240
664.1728, 452.8840
664.6549, 452.3034
665.1370, 455.3458
665.6191, 456.2194
666.1013, 453.2726
666.5834, 449.8862
667.0655, 448.9547
667.5476, 449.6599
668.0297, 448.2119
668.5118, 440.1539
668.9940, 437.1675
669.4761, 447.5041
669.9582, 458.8032
670.4403, 461.0843
670.9224, 455.6928
671.4045, 448.2603
671.8867, 441.0907
672.3688, 436.4552
672.8509, 439.0579
673.3330, 447.7344
673.8151, 454.3970
674.2972, 458.4240
674.7794, 459.2315
675.2615, 454.6668
675.7436, 448.0455
676.2257, 448.4319
676.7078, 460.7671
677.1899, 469.3229
677.6721, 471.6853
678.1542, 472.2506
678.6363, 473.0220
679.1184, 473.6560
679.6005, 472.4192
680.0826, 468.7723
680.5648, 466.9250
681.0469, 473.0064
681.5290, 483.2967
682.0111, 488.8091
682.4932, 489.3174
682.9753, 487.7551
683.4575, 484.6714
683.9396, 482.4916
684.4217, 485.4914
684.9038, 495.1898
685.3859, 501.9681
685.8680, 504.4758
686.3502, 505.7083
686.8323, 505.1352
687.3144, 504.3847
687.7965, 505.3787
688.2786, 508.2090
688.7607, 510.8927
689.2429, 513.4048
689.7250, 514.3617
690.2071, 510.7746
690.6892, 504.3210
691.1713, 500.1968
691.6534, 499.7777
692.1356, 500.1019
692.6177, 497.9273
693.0998, 493.8214
693.5819, 493.4367
694.0640, 500.2574
694.5461, 503.0381
695.0283, 496.9330
695.5104, 488.5757
695.9925, 481.3682
696.4746, 475.6021
696.9567, 472.1516
697.4388, 474.2210
697.9210, 474.1570
698.4031, 464.2117
698.8852, 451.9295
699.3673, 447.7536
699.8494, 451.3549
700.3315, 455.6690
700.8137, 456.6533
701.2958, 454.1389
701.7779, 445.6200
702.2600, 430.4354
702.7421, 423.7010
703.2242, 429.7563
703.7064, 436.7296
704.1885, 438.8748
704.6706, 436.6357
705.1527, 430.2859
705.6348, 416.5782
706.1169, 408.2959
706.5991, 412.9399
707.0812, 417.6879
707.5633, 413.5037
708.0454, 404.5588
708.5275, 398.3147
709.0096, 397.0539
709.4918, 398.2052
709.9739, 400.7094
710.4560, 403.4357
710.9381, 402.1852
711.4202, 397.3060
711.9023, 396.7295
712.3845, 404.5096
712.8666, 412.0805
713.3487, 407.4808
713.8308, 389.7325
714.3129, 380.7945
714.7950, 389.0837
715.2772, 394.8560
715.7593, 392.5135
716.2414, 388.5222
716.7235, 389.4006
717.2056, 393.9342
717.6877, 394.5323
718.1699, 384.4658
718.6520, 374.7538
719.1341, 375.5524
719.6162, 382.1207
720.0983, 387.3870
720.5804, 389.9661
721.0626, 389.5585
721.5447, 385.5752
722.0268, 380.0635
722.5089, 378.4495
722.9910, 381.5480
723.4731, 382.7608
723.9553, 380.6940
724.4374, 378.5167
724.9195, 378.4074
725.4016, 379.2112
725.8837, 378.1806
726.3658, 374.1367
726.8480, 372.4171
727.3301, 376.5367
727.8122, 380.6481
