##NAMES=Skutterudite
##RRUFFID=R070528
##IDEAL CHEMISTRY=Co^3+^As_3_
##LOCALITY=Cobalt, Coleman Township, Timiskamig County, Ontario, Canada
##OWNER=RRUFF
##SOURCE=James Shigley
##DESCRIPTION=Silver-grey metallic massive and radiating prismatic crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070528
##MEASURED CHEMISTRY=(Co_0.82_Fe_0.12_Ni_0.09_)_Σ=1.03_(As_2.99_S_0.01_)_Σ=3.00_ ; (Note: dark phase is lollingite, (Fe_0.69_Co_0.23_Ni_0.11_)_Σ=1.03_(As_1.98_S_0.01_)_Σ=2.00_) Bright spots are native bismuth
451.2285, 24.25779
451.7106, 24.69859
452.1927, 24.90784
452.6748, 24.71282
453.1570, 24.47153
453.6391, 24.64379
454.1212, 25.12559
454.6033, 25.42076
455.0854, 25.23093
455.5675, 24.94169
456.0497, 24.96709
456.5318, 25.24971
457.0139, 25.36555
457.4960, 25.03491
457.9781, 24.47832
458.4602, 24.33169
458.9424, 24.83610
459.4245, 25.17267
459.9066, 25.03983
460.3887, 24.75979
460.8708, 24.69415
461.3529, 24.87756
461.8351, 25.06070
462.3172, 24.99262
462.7993, 24.66104
463.2814, 24.47591
463.7635, 24.59277
464.2456, 24.66679
464.7278, 24.54219
465.2099, 24.34572
465.6920, 24.29376
466.1741, 24.46371
466.6562, 24.67902
467.1383, 24.60393
467.6205, 24.08328
468.1026, 23.75433
468.5847, 23.80295
469.0668, 23.90051
469.5489, 23.87432
470.0310, 23.77188
470.5132, 23.76085
470.9953, 23.98808
471.4774, 24.33329
471.9595, 24.48898
472.4416, 24.43171
472.9237, 24.26795
473.4059, 23.80577
473.8880, 23.39701
474.3701, 23.47548
474.8522, 24.10891
475.3343, 24.64033
475.8164, 24.53415
476.2986, 24.01970
476.7807, 23.63110
477.2628, 23.41947
477.7449, 23.38858
478.2270, 23.63912
478.7091, 24.08793
479.1913, 24.37313
479.6734, 24.36524
480.1555, 24.31408
480.6376, 24.34356
481.1197, 24.42299
481.6018, 24.49164
482.0839, 24.53034
482.5660, 24.54730
483.0482, 24.55841
483.5303, 24.57727
484.0124, 24.52678
484.4945, 24.36934
484.9766, 24.18288
485.4587, 23.98090
485.9409, 23.78382
486.4230, 23.62836
486.9051, 23.53537
487.3872, 23.49041
487.8693, 23.44566
488.3514, 23.34464
488.8336, 23.35654
489.3157, 23.61357
489.7978, 23.87466
490.2799, 24.00760
490.7620, 23.99180
491.2441, 23.82904
491.7263, 23.40095
492.2084, 22.83390
492.6905, 22.82233
493.1726, 23.64631
493.6547, 24.35118
494.1368, 24.44983
494.6190, 24.27426
495.1011, 24.11816
495.5832, 24.02814
496.0653, 23.99102
496.5474, 24.03182
497.0295, 24.11948
497.5117, 24.14828
497.9938, 24.08861
498.4759, 24.02989
498.9580, 24.05900
499.4401, 24.15625
499.9222, 24.21179
500.4044, 24.15859
500.8865, 24.12451
501.3686, 24.18569
501.8507, 24.31229
502.3328, 24.47058
502.8149, 24.65276
503.2971, 24.77670
503.7792, 24.70042
504.2613, 24.30660
504.7434, 24.14648
505.2255, 24.52607
505.7076, 24.81232
506.1898, 24.58304
506.6719, 24.04120
507.1540, 23.64589
507.6361, 23.64380
508.1182, 23.85478
508.6003, 23.84427
509.0825, 23.48996
509.5646, 23.24257
510.0467, 23.19360
510.5288, 23.22131
511.0109, 23.26325
511.4930, 23.32369
511.9752, 23.44193
512.4573, 23.66167
512.9394, 23.94371
513.4215, 24.22265
513.9036, 24.51462
514.3857, 24.70661
514.8679, 24.73865
515.3500, 24.65372
515.8321, 24.50724
516.3142, 24.29506
516.7963, 24.06971
517.2784, 23.75590
517.7606, 23.48664
518.2427, 23.55366
518.7248, 23.95451
519.2069, 24.19232
519.6890, 23.85237
520.1711, 23.11138
520.6533, 22.87568
521.1354, 23.71433
521.6175, 24.21756
522.0996, 23.82510
522.5817, 23.17879
523.0638, 22.96456
523.5460, 23.26144
524.0281, 23.66101
524.5102, 23.77530
524.9923, 23.61224
525.4744, 23.43469
525.9565, 23.12130
526.4387, 22.96461
526.9208, 23.16188
527.4029, 23.46350
527.8850, 23.60798
528.3671, 23.53073
528.8492, 23.35746
529.3314, 23.16590
529.8135, 22.96989
530.2956, 22.93369
530.7777, 23.15648
531.2598, 23.35244
531.7419, 23.34056
532.2241, 23.18489
532.7062, 22.94773
533.1883, 22.55269
533.6704, 22.25735
534.1525, 22.33352
534.6346, 22.63072
535.1168, 22.73848
535.5989, 22.54188
536.0810, 22.40794
536.5631, 22.78625
537.0452, 23.70973
537.5273, 24.15369
538.0095, 23.69234
538.4916, 23.27400
538.9737, 23.32916
539.4558, 23.62069
539.9379, 23.76740
540.4200, 23.64963
540.9022, 23.44448
541.3843, 23.40826
541.8664, 23.58525
542.3485, 23.67998
542.8306, 23.57678
543.3127, 23.51535
543.7948, 23.65814
544.2769, 23.86505
544.7590, 23.88203
545.2411, 23.59027
545.7233, 23.27345
546.2054, 23.36721
546.6875, 23.83273
547.1696, 24.06761
547.6517, 23.90268
548.1339, 23.64093
548.6160, 23.56130
549.0981, 23.59174
549.5802, 23.51749
550.0623, 23.08486
550.5444, 22.76538
551.0266, 23.00166
551.5087, 23.56863
551.9908, 23.93101
552.4729, 23.92243
552.9550, 23.78640
553.4371, 23.85334
553.9193, 24.21201
554.4014, 24.21221
554.8835, 23.41178
555.3656, 22.79512
555.8477, 22.86335
556.3298, 23.29267
556.8120, 23.60009
557.2941, 23.60806
557.7762, 23.45823
558.2583, 23.32008
558.7404, 23.18458
559.2225, 23.15908
559.7047, 23.43900
560.1868, 23.56838
560.6689, 23.20788
561.1510, 22.60360
561.6331, 22.16072
562.1152, 22.00245
562.5974, 22.03234
563.0795, 22.25901
563.5616, 22.61344
564.0437, 22.83508
564.5258, 22.86063
565.0079, 22.80742
565.4901, 22.78657
565.9722, 22.78933
566.4543, 22.70155
566.9364, 22.34746
567.4185, 22.10394
567.9006, 22.20175
568.3828, 22.46426
568.8649, 22.66844
569.3470, 22.74542
569.8291, 22.70322
570.3112, 22.51902
570.7933, 22.17414
571.2755, 22.01569
571.7576, 22.15123
572.2397, 22.34935
572.7218, 22.59790
573.2039, 22.85579
573.6860, 23.10705
574.1682, 23.34491
574.6503, 23.48580
575.1324, 23.40446
575.6145, 23.15006
576.0966, 22.95399
576.5787, 22.85359
577.0609, 22.70917
577.5430, 22.31683
578.0251, 21.86624
578.5072, 21.82099
578.9893, 22.39843
579.4714, 22.91120
579.9536, 23.02797
580.4357, 22.97282
580.9178, 23.04636
581.3999, 23.26583
581.8820, 23.41640
582.3641, 23.31208
582.8463, 23.01880
583.3284, 22.92962
583.8105, 23.37861
584.2926, 23.54107
584.7747, 23.06170
585.2568, 22.51105
585.7390, 22.36935
586.2211, 22.61059
586.7032, 22.86149
587.1853, 22.86716
587.6674, 22.68446
588.1495, 22.41058
588.6317, 22.00269
589.1138, 21.77411
589.5959, 21.87665
590.0780, 22.16144
590.5601, 22.48507
591.0422, 22.84694
591.5244, 23.12087
592.0065, 23.27073
592.4886, 23.31360
592.9707, 23.22737
593.4528, 23.04098
593.9349, 22.83273
594.4171, 22.63377
594.8992, 22.45856
595.3813, 22.33330
595.8634, 22.27060
596.3455, 22.22241
596.8276, 22.16496
597.3098, 22.14420
597.7919, 22.21577
598.2740, 22.32782
598.7561, 22.36782
599.2382, 22.28439
599.7203, 22.22376
600.2025, 22.49123
600.6846, 23.07002
601.1667, 23.22912
601.6488, 22.67438
602.1309, 22.14006
602.6130, 22.25773
603.0952, 22.73912
603.5773, 22.99418
604.0594, 22.80474
604.5415, 22.65534
605.0236, 22.98354
605.5057, 23.43624
605.9879, 23.32084
606.4700, 22.59069
606.9521, 21.98895
607.4342, 22.17698
607.9163, 23.02220
608.3984, 23.52189
608.8806, 23.49579
609.3627, 23.34318
609.8448, 22.95868
610.3269, 22.56782
610.8090, 22.34371
611.2911, 22.28931
611.7733, 22.31112
612.2554, 22.37500
612.7375, 22.44391
613.2196, 22.41650
613.7017, 22.28183
614.1838, 22.16234
614.6660, 22.08591
615.1481, 22.05001
615.6302, 22.04982
616.1123, 22.08367
616.5944, 22.16047
617.0765, 22.38769
617.5587, 22.55886
618.0408, 22.48153
618.5229, 22.24765
619.0050, 22.04231
619.4871, 21.93250
619.9692, 21.92930
620.4514, 22.08145
620.9335, 22.43989
621.4156, 22.56306
621.8977, 22.10222
622.3798, 21.81903
622.8619, 22.17258
623.3441, 22.67308
623.8262, 22.62429
624.3083, 21.88336
624.7904, 21.24958
625.2725, 21.60760
625.7546, 22.57210
626.2367, 23.04509
626.7188, 22.93970
627.2009, 22.73741
627.6830, 22.67150
628.1652, 22.67935
628.6473, 22.60439
629.1294, 22.40250
629.6115, 22.27357
630.0936, 22.32880
630.5757, 22.39603
631.0579, 22.31573
631.5400, 22.14054
632.0221, 22.02526
632.5042, 22.04865
632.9863, 22.16912
633.4684, 22.35864
633.9506, 22.68305
634.4327, 22.73269
634.9148, 22.22290
635.3969, 21.77049
635.8790, 21.72469
636.3611, 21.92349
636.8433, 22.09682
637.3254, 22.18415
637.8075, 22.21428
638.2896, 22.17440
638.7717, 22.10065
639.2538, 22.04200
639.7360, 22.00886
640.2181, 22.08307
640.7002, 22.37503
641.1823, 22.77416
641.6644, 22.82691
642.1465, 21.95954
642.6287, 21.54198
643.1108, 21.98074
643.5929, 22.53627
644.0750, 22.73853
644.5571, 22.62030
645.0392, 22.39718
645.5214, 22.14817
646.0035, 21.99148
646.4856, 22.27176
646.9677, 22.98568
647.4498, 23.24172
647.9319, 22.70558
648.4141, 22.05255
648.8962, 21.85369
649.3783, 22.00013
649.8604, 22.08713
650.3425, 21.99474
650.8246, 21.95960
651.3068, 22.16098
651.7889, 22.42530
652.2710, 22.54431
652.7531, 22.49058
653.2352, 22.30523
653.7173, 21.97133
654.1995, 21.61279
654.6816, 21.85087
655.1637, 23.15805
655.6458, 23.92698
656.1279, 23.47592
656.6100, 22.76245
657.0922, 22.17529
657.5743, 21.77117
658.0564, 21.64239
658.5385, 21.98318
659.0206, 22.38706
659.5027, 22.47716
659.9849, 22.31840
660.4670, 22.04384
660.9491, 21.67802
661.4312, 21.38290
661.9133, 21.30645
662.3954, 21.43934
662.8776, 21.64574
663.3597, 22.16718
663.8418, 22.44112
664.3239, 22.13093
664.8060, 21.76583
665.2881, 21.88437
665.7703, 22.39627
666.2524, 22.72954
666.7345, 22.44860
667.2166, 21.89584
667.6987, 21.74032
668.1808, 21.96910
668.6630, 22.07968
669.1451, 21.91012
669.6272, 21.70095
670.1093, 21.71620
670.5914, 21.92900
671.0735, 21.99332
671.5557, 21.72363
672.0378, 21.52538
672.5199, 21.54088
673.0020, 21.68783
673.4841, 21.96984
673.9662, 22.31858
674.4484, 22.47532
674.9305, 22.18550
675.4126, 21.64121
675.8947, 21.53753
676.3768, 22.00896
676.8589, 22.32444
677.3411, 22.28814
677.8232, 22.10625
678.3053, 21.90162
678.7874, 21.69050
679.2695, 21.53057
679.7516, 21.33117
680.2338, 21.31744
680.7159, 21.87231
681.1980, 22.60271
681.6801, 22.81975
682.1622, 22.44913
682.6443, 21.98294
683.1265, 21.81462
683.6086, 21.89484
684.0907, 21.98409
684.5728, 22.06920
685.0549, 22.19137
685.5370, 22.58537
686.0192, 22.81104
686.5013, 22.37572
686.9834, 21.55039
687.4655, 21.14130
687.9476, 21.60631
688.4297, 22.29630
688.9119, 22.75420
689.3940, 22.97952
689.8761, 22.88592
690.3582, 22.46864
690.8403, 22.06068
691.3224, 21.92660
691.8046, 22.00508
692.2867, 21.99547
692.7688, 21.71589
693.2509, 21.64759
693.7330, 21.94748
694.2151, 22.32150
694.6973, 22.69763
695.1794, 22.99729
695.6615, 23.06928
696.1436, 22.81962
696.6257, 22.42543
697.1078, 21.97788
697.5900, 21.54165
698.0721, 21.38215
698.5542, 21.55302
699.0363, 21.75780
699.5184, 21.76540
700.0005, 21.67760
700.4827, 21.86407
700.9648, 22.78703
701.4469, 23.21696
701.9290, 22.74625
702.4111, 22.14758
702.8932, 21.85970
703.3754, 21.80606
703.8575, 21.73377
704.3396, 21.53558
704.8217, 21.34670
705.3038, 21.31731
705.7859, 21.43741
706.2681, 21.74072
706.7502, 22.28468
707.2323, 22.59119
707.7144, 22.29356
708.1965, 21.67356
708.6786, 21.39445
709.1607, 21.59220
709.6428, 21.71065
710.1249, 21.58038
710.6071, 21.49469
711.0892, 21.70371
711.5713, 22.04702
712.0534, 22.22061
712.5355, 22.12904
713.0176, 21.98057
713.4998, 22.00356
713.9819, 22.17339
714.4640, 22.41390
714.9461, 22.76755
715.4282, 22.88646
715.9103, 22.52604
716.3925, 21.96142
716.8746, 21.58188
717.3567, 21.38392
717.8388, 21.35654
718.3209, 21.56500
718.8030, 21.87325
719.2852, 22.40356
719.7673, 22.90947
720.2494, 22.98709
720.7315, 22.59555
721.2136, 22.15156
721.6957, 22.01816
722.1779, 22.14344
722.6600, 22.40727
723.1421, 22.84834
723.6242, 23.09017
724.1063, 22.96674
724.5884, 22.69831
725.0706, 22.50382
725.5527, 22.37583
726.0348, 22.23334
726.5169, 21.99359
726.9990, 21.83464
727.4811, 21.86559
727.9633, 21.97576
728.4454, 22.04511
728.9275, 22.06804
729.4096, 22.11644
729.8917, 22.24534
730.3738, 22.41384
730.8560, 22.60818
731.3381, 22.83766
731.8202, 22.64901
732.3023, 21.74983
732.7844, 20.95981
733.2665, 20.96212
733.7487, 21.56136
734.2308, 21.97792
734.7129, 22.21555
735.1950, 22.26386
735.6771, 21.95702
736.1592, 21.59774
736.6414, 21.35805
737.1235, 21.27388
737.6056, 21.39855
738.0877, 21.76227
738.5698, 22.17888
739.0519, 22.37964
739.5341, 22.38809
740.0162, 22.44427
740.4983, 22.59374
740.9804, 22.61087
741.4625, 22.29160
741.9446, 21.85590
742.4268, 21.73009
742.9089, 21.96780
743.3910, 22.19509
743.8731, 22.47583
744.3552, 22.63824
744.8373, 22.49851
745.3195, 22.23390
745.8016, 22.09289
746.2837, 22.12998
746.7658, 22.22583
747.2479, 22.32559
747.7300, 22.37975
748.2122, 22.13460
748.6943, 21.58082
749.1764, 21.43840
749.6585, 22.04608
750.1406, 22.76941
750.6227, 22.95666
751.1049, 22.61962
751.5870, 22.33103
752.0691, 22.00843
752.5512, 21.84037
753.0333, 21.92868
753.5154, 22.13010
753.9976, 22.42585
754.4797, 22.72759
