##NAMES=Hydrocerussite
##RRUFFID=R070059
##IDEAL CHEMISTRY=Pb^2+^_3_(CO_3_)_2_(OH)_2_
##LOCALITY=Wanlockhead, Scotland
##OWNER=RRUFF
##SOURCE=William W. Pinch
##DESCRIPTION=Aggregates of colorless thin hexagonal plates, likely a pseudomorph after plumbonacrite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070059
##MEASURED CHEMISTRY=Pb_3_(CO_3_)_2_(OH)_2_ ; Pb confirmed by EPMA, CO_2_ and H_2_O not analyzed but confirmed by Raman spectroscopy
210.0195, 15811.13
210.5016, 15784.47
210.9837, 15743.09
211.4658, 15684.98
211.9480, 15636.94
212.4301, 15612.41
212.9122, 15607.33
213.3943, 15618.95
213.8764, 15657.45
214.3585, 15695.19
214.8407, 15700.86
215.3228, 15674.26
215.8049, 15650.75
216.2870, 15644.71
216.7691, 15649.78
217.2512, 15659.90
217.7334, 15679.18
218.2155, 15690.38
218.6976, 15669.85
219.1797, 15621.24
219.6618, 15588.15
220.1439, 15588.42
220.6261, 15609.44
221.1082, 15637.22
221.5903, 15673.91
222.0724, 15703.11
222.5545, 15710.55
223.0366, 15699.37
223.5188, 15687.59
224.0009, 15679.82
224.4830, 15672.33
224.9651, 15661.90
225.4472, 15648.68
225.9293, 15631.82
226.4115, 15610.36
226.8936, 15584.81
227.3757, 15554.96
227.8578, 15515.14
228.3399, 15481.18
228.8220, 15473.66
229.3041, 15488.35
229.7863, 15496.64
230.2684, 15484.90
230.7505, 15458.40
231.2326, 15425.32
231.7147, 15382.34
232.1968, 15344.30
232.6790, 15325.63
233.1611, 15322.06
233.6432, 15324.36
234.1253, 15341.03
234.6074, 15357.62
235.0895, 15348.27
235.5717, 15307.86
236.0538, 15264.41
236.5359, 15239.94
237.0180, 15227.36
237.5001, 15210.17
237.9822, 15177.18
238.4644, 15143.52
238.9465, 15128.49
239.4286, 15132.61
239.9107, 15136.55
240.3928, 15131.93
240.8749, 15118.36
241.3571, 15095.05
241.8392, 15049.88
242.3213, 15010.56
242.8034, 15004.07
243.2855, 15026.25
243.7676, 15045.86
244.2498, 15051.29
244.7319, 15044.21
245.2140, 15030.99
245.6961, 15012.20
246.1782, 14986.49
246.6603, 14945.62
247.1425, 14895.82
247.6246, 14859.13
248.1067, 14846.83
248.5888, 14843.14
249.0709, 14818.11
249.5530, 14765.75
250.0352, 14729.57
250.5173, 14736.57
250.9994, 14767.48
251.4815, 14789.03
251.9636, 14793.09
252.4457, 14789.75
252.9279, 14793.88
253.4100, 14806.49
253.8921, 14804.40
254.3742, 14764.91
254.8563, 14717.77
255.3384, 14699.55
255.8206, 14715.07
256.3027, 14739.28
256.7848, 14752.35
257.2669, 14753.32
257.7490, 14746.86
258.2311, 14725.28
258.7133, 14702.27
259.1954, 14688.50
259.6775, 14683.25
260.1596, 14678.12
260.6417, 14666.69
261.1238, 14650.54
261.6060, 14640.91
262.0881, 14642.59
262.5702, 14645.08
263.0523, 14647.42
263.5344, 14647.34
264.0165, 14636.88
264.4987, 14609.41
264.9808, 14573.99
265.4629, 14560.32
265.9450, 14576.70
266.4271, 14599.58
266.9092, 14642.55
267.3914, 14684.08
267.8735, 14689.66
268.3556, 14647.12
268.8377, 14581.65
269.3198, 14535.39
269.8019, 14515.84
270.2841, 14505.63
270.7662, 14517.87
271.2483, 14531.39
271.7304, 14525.82
272.2125, 14499.02
272.6946, 14465.35
273.1768, 14438.84
273.6589, 14417.30
274.1410, 14416.57
274.6231, 14456.75
275.1052, 14496.32
275.5873, 14515.40
276.0695, 14514.63
276.5516, 14504.56
277.0337, 14494.08
277.5158, 14482.66
277.9979, 14452.92
278.4800, 14375.93
278.9622, 14312.47
279.4443, 14277.52
279.9264, 14265.52
280.4085, 14270.34
280.8906, 14289.94
281.3727, 14316.50
281.8549, 14324.47
282.3370, 14303.86
282.8191, 14277.02
283.3012, 14231.25
283.7833, 14188.68
284.2654, 14173.91
284.7476, 14193.18
285.2297, 14225.31
285.7118, 14236.13
286.1939, 14215.85
286.6760, 14200.97
287.1581, 14190.92
287.6403, 14187.84
288.1224, 14200.10
288.6045, 14223.83
289.0866, 14241.76
289.5687, 14236.58
290.0508, 14207.50
290.5330, 14174.29
291.0151, 14123.67
291.4972, 14084.48
291.9793, 14071.86
292.4614, 14078.36
292.9435, 14089.35
293.4257, 14099.47
293.9078, 14105.99
294.3899, 14099.05
294.8720, 14073.72
295.3541, 14045.56
295.8362, 14012.42
296.3184, 13983.04
296.8005, 13968.51
297.2826, 13973.22
297.7647, 13989.92
298.2468, 14015.15
298.7289, 14050.67
299.2111, 14072.45
299.6932, 14065.07
300.1753, 14046.97
300.6574, 14032.51
301.1395, 14022.46
301.6216, 14020.55
302.1038, 14031.12
302.5859, 14052.22
303.0680, 14078.29
303.5501, 14111.97
304.0322, 14143.42
304.5143, 14164.91
304.9964, 14177.30
305.4785, 14180.50
305.9607, 14166.46
306.4428, 14146.94
306.9249, 14133.76
307.4070, 14127.32
307.8891, 14136.38
308.3712, 14178.53
308.8534, 14241.16
309.3355, 14272.38
309.8176, 14239.67
310.2997, 14206.45
310.7818, 14213.38
311.2639, 14250.47
311.7461, 14287.70
312.2282, 14314.96
312.7103, 14330.03
313.1924, 14323.13
313.6745, 14279.88
314.1566, 14250.25
314.6388, 14250.66
315.1209, 14267.20
315.6030, 14285.25
316.0851, 14301.16
316.5672, 14315.59
317.0493, 14329.71
317.5315, 14344.49
318.0136, 14353.83
318.4957, 14355.08
318.9778, 14353.67
319.4599, 14346.86
319.9420, 14339.03
320.4242, 14343.52
320.9063, 14372.26
321.3884, 14421.66
321.8705, 14452.93
322.3526, 14445.38
322.8347, 14442.57
323.3169, 14463.61
323.7990, 14489.12
324.2811, 14489.13
324.7632, 14451.46
325.2453, 14399.89
325.7274, 14384.68
326.2096, 14429.64
326.6917, 14458.73
327.1738, 14462.01
327.6559, 14454.08
328.1380, 14439.11
328.6201, 14420.34
329.1023, 14405.13
329.5844, 14402.93
330.0665, 14414.05
330.5486, 14419.09
331.0307, 14417.53
331.5128, 14409.74
331.9950, 14391.88
332.4771, 14368.86
332.9592, 14350.31
333.4413, 14342.00
333.9234, 14339.52
334.4055, 14336.00
334.8877, 14332.70
335.3698, 14322.59
335.8519, 14292.48
336.3340, 14259.59
336.8161, 14248.95
337.2982, 14271.32
337.7804, 14278.36
338.2625, 14208.19
338.7446, 14084.17
339.2267, 14014.59
339.7088, 14037.97
340.1909, 14092.19
340.6731, 14114.69
341.1552, 14108.86
341.6373, 14090.76
342.1194, 14054.02
342.6015, 14013.10
343.0836, 13984.26
343.5658, 13968.31
344.0479, 13959.85
344.5300, 13958.16
345.0121, 13960.85
345.4942, 13953.62
345.9763, 13922.03
346.4585, 13897.37
346.9406, 13894.05
347.4227, 13905.07
347.9048, 13919.65
348.3869, 13934.09
348.8690, 13945.59
349.3512, 13948.57
349.8333, 13935.35
350.3154, 13928.13
350.7975, 13934.12
351.2796, 13940.51
351.7617, 13939.00
352.2439, 13928.64
352.7260, 13911.16
353.2081, 13886.25
353.6902, 13853.54
354.1723, 13835.19
354.6544, 13836.89
355.1366, 13848.67
355.6187, 13883.79
356.1008, 13923.63
356.5829, 13943.29
357.0650, 13931.16
357.5471, 13895.92
358.0293, 13848.59
358.5114, 13779.45
358.9935, 13729.93
359.4756, 13724.69
359.9577, 13729.24
360.4398, 13721.54
360.9220, 13700.98
361.4041, 13684.00
361.8862, 13691.90
362.3683, 13716.87
362.8504, 13713.46
363.3326, 13660.82
363.8147, 13620.54
364.2968, 13656.65
364.7789, 13730.16
365.2610, 13765.81
365.7431, 13720.70
366.2253, 13656.45
366.7074, 13637.22
367.1895, 13656.62
367.6716, 13661.91
368.1537, 13624.54
368.6358, 13572.30
369.1180, 13561.19
369.6001, 13601.57
370.0822, 13631.09
370.5643, 13620.16
371.0464, 13595.28
371.5285, 13587.01
372.0107, 13599.98
372.4928, 13624.47
372.9749, 13654.04
373.4570, 13689.24
373.9391, 13713.73
374.4212, 13730.82
374.9034, 13735.55
375.3855, 13708.71
375.8676, 13671.18
376.3497, 13662.91
376.8318, 13703.41
377.3139, 13768.10
377.7961, 13800.21
378.2782, 13773.31
378.7603, 13762.39
379.2424, 13779.08
379.7245, 13802.97
380.2066, 13820.76
380.6888, 13832.03
381.1709, 13844.56
381.6530, 13865.35
382.1351, 13893.88
382.6172, 13921.66
383.0993, 13940.60
383.5815, 13973.08
384.0636, 14052.07
384.5457, 14140.20
385.0278, 14180.59
385.5099, 14142.99
385.9920, 14088.33
386.4742, 14089.80
386.9563, 14144.62
387.4384, 14197.31
387.9205, 14236.25
388.4026, 14265.22
388.8847, 14283.60
389.3669, 14291.98
389.8490, 14311.19
390.3311, 14360.95
390.8132, 14418.57
391.2953, 14451.73
391.7774, 14459.97
392.2596, 14472.77
392.7417, 14512.20
393.2238, 14571.97
393.7059, 14614.39
394.1880, 14625.43
394.6701, 14638.92
395.1523, 14664.16
395.6344, 14696.67
396.1165, 14732.06
396.5986, 14768.63
397.0807, 14803.06
397.5628, 14830.65
398.0450, 14849.64
398.5271, 14867.70
399.0092, 14883.90
399.4913, 14900.16
399.9734, 14916.22
400.4555, 14933.00
400.9377, 14950.94
401.4197, 14968.90
401.9019, 14991.66
402.3840, 15038.38
402.8661, 15126.77
403.3482, 15191.70
403.8303, 15196.58
404.3124, 15187.12
404.7946, 15193.87
405.2767, 15220.75
405.7588, 15256.15
406.2409, 15300.94
406.7230, 15348.36
407.2051, 15371.47
407.6873, 15362.11
408.1694, 15348.75
408.6515, 15345.44
409.1336, 15353.49
409.6157, 15377.77
410.0978, 15434.15
410.5800, 15488.69
411.0621, 15519.94
411.5442, 15532.97
412.0263, 15538.73
412.5084, 15539.68
412.9905, 15540.65
413.4727, 15549.85
413.9548, 15573.03
414.4369, 15586.66
414.9190, 15578.79
415.4011, 15571.45
415.8832, 15582.77
416.3654, 15607.43
416.8475, 15626.66
417.3296, 15628.21
417.8117, 15616.09
418.2938, 15608.05
418.7759, 15616.40
419.2581, 15607.54
419.7402, 15562.99
420.2223, 15511.74
420.7044, 15480.46
421.1865, 15471.08
421.6686, 15461.18
422.1508, 15424.68
422.6329, 15365.36
423.1150, 15323.92
423.5971, 15314.25
424.0792, 15295.76
424.5613, 15230.52
425.0435, 15145.97
425.5256, 15087.98
426.0077, 15079.73
426.4898, 15075.24
426.9719, 15034.00
427.4540, 14964.12
427.9362, 14896.13
428.4183, 14838.65
428.9004, 14783.10
429.3825, 14719.44
429.8646, 14646.81
430.3467, 14569.26
430.8289, 14482.01
431.3110, 14394.29
431.7931, 14308.15
432.2752, 14226.13
432.7573, 14154.52
433.2394, 14096.78
433.7216, 14050.96
434.2037, 14012.92
434.6858, 13998.56
435.1679, 13965.04
435.6500, 13903.87
436.1321, 13830.92
436.6143, 13749.52
437.0964, 13664.79
437.5785, 13589.12
438.0606, 13535.78
438.5427, 13499.70
439.0248, 13454.49
439.5070, 13392.32
439.9891, 13339.15
440.4712, 13321.00
440.9533, 13309.52
441.4354, 13272.89
441.9175, 13203.14
442.3997, 13126.74
442.8818, 13056.11
443.3639, 12993.11
443.8460, 12944.08
444.3281, 12910.81
444.8102, 12884.78
445.2924, 12858.22
445.7745, 12832.16
446.2566, 12816.39
446.7387, 12833.73
447.2208, 12836.77
447.7029, 12797.81
448.1851, 12733.12
448.6672, 12666.12
449.1493, 12605.69
449.6314, 12555.08
450.1135, 12521.87
450.5956, 12514.53
451.0778, 12494.38
451.5599, 12439.13
452.0420, 12394.28
452.5241, 12392.05
453.0062, 12411.59
453.4883, 12408.91
453.9705, 12357.55
454.4526, 12288.49
454.9347, 12268.31
455.4168, 12307.35
455.8989, 12312.25
456.3810, 12234.66
456.8632, 12143.97
457.3453, 12101.54
457.8274, 12103.57
458.3095, 12110.67
458.7916, 12117.53
459.2737, 12115.49
459.7559, 12086.78
460.2380, 12035.02
460.7201, 11990.74
461.2022, 11969.93
461.6843, 11965.54
462.1664, 11961.40
462.6486, 11960.87
463.1307, 11954.04
463.6128, 11936.36
464.0949, 11914.75
464.5770, 11889.62
465.0591, 11864.74
465.5413, 11852.54
466.0234, 11865.79
466.5055, 11896.26
466.9876, 11897.58
467.4697, 11848.77
467.9518, 11807.79
468.4340, 11787.87
468.9161, 11778.07
469.3982, 11771.90
469.8803, 11767.64
470.3624, 11762.22
470.8445, 11751.96
471.3267, 11738.66
471.8088, 11728.76
472.2909, 11723.49
472.7730, 11716.15
473.2551, 11700.46
473.7372, 11680.72
474.2194, 11669.55
474.7015, 11677.21
475.1836, 11673.63
475.6657, 11632.91
476.1478, 11580.74
476.6299, 11554.69
477.1121, 11559.38
477.5942, 11569.26
478.0763, 11559.88
478.5584, 11531.82
479.0405, 11516.06
479.5226, 11524.18
480.0048, 11531.30
480.4869, 11541.50
480.9690, 11544.65
481.4511, 11523.21
481.9332, 11475.50
482.4153, 11429.76
482.8975, 11421.91
483.3796, 11448.58
483.8617, 11460.66
484.3438, 11454.21
484.8259, 11438.60
485.3080, 11401.98
485.7902, 11363.88
486.2723, 11361.47
486.7544, 11420.57
487.2365, 11471.50
487.7186, 11465.66
488.2007, 11421.95
488.6829, 11371.61
489.1650, 11320.94
489.6471, 11280.37
490.1292, 11260.55
490.6113, 11261.97
491.0934, 11266.56
491.5756, 11279.73
492.0577, 11289.23
492.5398, 11290.81
493.0219, 11287.54
493.5040, 11282.76
493.9861, 11277.57
494.4683, 11271.76
494.9504, 11264.35
495.4325, 11255.12
495.9146, 11251.46
496.3967, 11266.27
496.8788, 11264.90
497.3610, 11212.98
497.8431, 11141.98
498.3252, 11097.56
498.8073, 11093.76
499.2894, 11104.36
499.7715, 11121.65
500.2536, 11137.83
500.7357, 11129.14
501.2179, 11089.92
501.7000, 11048.98
502.1821, 11030.95
502.6642, 11035.12
503.1463, 11041.66
503.6284, 11054.19
504.1106, 11064.32
504.5927, 11072.63
505.0748, 11076.04
505.5569, 11067.53
506.0390, 11047.42
506.5211, 11028.26
507.0033, 11025.49
507.4854, 11038.54
507.9675, 11043.16
508.4496, 11033.94
508.9317, 11025.53
509.4138, 11026.11
509.8960, 11029.27
510.3781, 11027.28
510.8602, 11018.08
511.3423, 11007.87
511.8244, 11003.75
512.3066, 11000.89
512.7887, 10987.62
513.2708, 10962.38
513.7529, 10936.03
514.2350, 10915.11
514.7172, 10899.64
515.1993, 10890.27
515.6814, 10889.79
516.1635, 10890.79
516.6456, 10896.20
517.1277, 10900.08
517.6099, 10890.23
518.0920, 10870.17
518.5741, 10863.25
519.0562, 10896.39
519.5383, 10956.62
520.0204, 10971.80
520.5026, 10925.31
520.9847, 10874.66
521.4668, 10826.48
521.9489, 10789.07
522.4310, 10773.63
522.9131, 10780.75
523.3953, 10791.32
523.8774, 10797.98
524.3595, 10801.42
524.8416, 10802.40
525.3237, 10800.99
525.8058, 10796.99
526.2880, 10789.82
526.7701, 10780.92
527.2522, 10774.06
527.7343, 10775.86
528.2164, 10767.14
528.6985, 10735.08
529.1807, 10703.93
529.6628, 10689.24
530.1449, 10688.30
530.6270, 10690.62
531.1091, 10690.58
531.5912, 10689.59
532.0734, 10691.31
532.5555, 10696.42
533.0376, 10698.05
533.5197, 10690.43
534.0018, 10684.66
534.4839, 10701.33
534.9661, 10731.05
535.4482, 10731.41
535.9303, 10655.99
536.4124, 10580.11
536.8945, 10567.22
537.3766, 10596.00
537.8588, 10619.28
538.3409, 10622.19
538.8230, 10610.00
539.3051, 10586.54
539.7872, 10548.54
540.2693, 10523.81
540.7515, 10522.19
541.2336, 10522.50
541.7157, 10514.71
542.1978, 10507.92
542.6799, 10521.92
543.1620, 10561.12
543.6442, 10588.13
544.1263, 10548.14
544.6084, 10460.17
545.0905, 10420.17
545.5726, 10443.34
546.0547, 10471.41
546.5369, 10470.43
547.0190, 10450.53
547.5011, 10440.86
547.9832, 10446.08
548.4653, 10451.01
548.9474, 10452.97
549.4296, 10451.84
549.9116, 10444.78
550.3937, 10433.72
550.8759, 10427.60
551.3580, 10433.85
551.8401, 10445.93
552.3222, 10437.92
552.8043, 10393.01
553.2864, 10370.34
553.7686, 10411.65
554.2507, 10450.73
554.7328, 10444.21
555.2149, 10399.80
555.6970, 10355.55
556.1791, 10323.42
556.6613, 10303.54
557.1434, 10302.61
557.6255, 10315.67
558.1076, 10321.34
558.5897, 10312.22
559.0718, 10299.47
559.5540, 10297.09
560.0361, 10307.44
560.5182, 10309.80
561.0003, 10291.00
561.4824, 10280.66
561.9645, 10294.97
562.4467, 10319.54
562.9288, 10339.33
563.4109, 10349.30
563.8930, 10347.46
564.3751, 10321.25
564.8572, 10277.53
565.3394, 10268.15
565.8215, 10305.37
566.3036, 10332.31
566.7857, 10317.46
567.2678, 10277.79
567.7499, 10241.93
568.2321, 10205.12
568.7142, 10190.50
569.1963, 10233.30
569.6784, 10279.42
570.1605, 10272.44
570.6426, 10223.06
571.1248, 10178.40
571.6069, 10164.10
572.0890, 10169.32
572.5711, 10171.25
573.0532, 10168.51
573.5353, 10167.32
574.0175, 10175.14
574.4996, 10176.64
574.9817, 10158.76
575.4638, 10130.23
575.9459, 10109.39
576.4280, 10103.02
576.9102, 10103.08
577.3923, 10103.62
577.8744, 10105.59
578.3565, 10113.67
578.8386, 10128.61
579.3207, 10139.36
579.8029, 10136.54
580.2850, 10121.60
580.7671, 10105.66
581.2492, 10080.67
581.7313, 10065.60
582.2134, 10071.68
582.6956, 10080.62
583.1777, 10074.73
583.6598, 10056.82
584.1419, 10045.98
584.6240, 10059.58
585.1061, 10081.51
585.5883, 10076.36
586.0704, 10045.14
586.5525, 10027.35
587.0346, 10036.05
587.5167, 10057.51
587.9988, 10083.99
588.4810, 10115.72
588.9631, 10118.78
589.4452, 10064.20
589.9273, 10012.79
590.4094, 9990.585
590.8915, 9984.396
591.3737, 9975.150
591.8558, 9958.946
592.3379, 9946.119
592.8200, 9950.255
593.3021, 9967.206
593.7842, 9966.475
594.2664, 9941.252
594.7485, 9918.604
595.2306, 9850.663
595.7127, 9882.714
596.1948, 9898.836
596.6769, 9899.887
597.1591, 9840.720
597.6412, 9859.312
598.1233, 9846.741
598.6054, 9832.894
599.0875, 9862.428
599.5696, 9812.021
600.0518, 9840.867
600.5339, 9838.078
601.0160, 9837.359
601.4981, 9854.805
601.9802, 9858.214
602.4623, 9836.738
602.9445, 9817.504
603.4266, 9809.243
603.9087, 9808.700
604.3908, 9816.869
604.8729, 9835.233
605.3550, 9841.317
605.8372, 9803.732
606.3193, 9758.104
606.8014, 9761.439
607.2835, 9805.546
607.7656, 9832.635
608.2477, 9812.955
608.7299, 9772.231
609.2120, 9760.578
609.6941, 9792.854
610.1762, 9807.283
610.6583, 9788.068
611.1404, 9767.733
611.6226, 9756.640
612.1047, 9751.448
612.5868, 9747.644
613.0689, 9744.309
613.5510, 9738.388
614.0331, 9723.176
614.5153, 9704.794
614.9974, 9697.105
615.4795, 9700.738
615.9616, 9707.987
616.4437, 9715.977
616.9258, 9722.069
617.4080, 9719.616
617.8901, 9703.399
618.3722, 9689.618
618.8543, 9679.268
619.3364, 9670.110
619.8185, 9660.909
620.3007, 9652.202
620.7828, 9645.409
621.2649, 9641.326
621.7470, 9637.021
622.2291, 9627.819
622.7112, 9615.928
623.1934, 9609.877
623.6755, 9610.876
624.1576, 9610.028
624.6397, 9600.893
625.1218, 9587.418
625.6039, 9580.326
626.0861, 9584.884
626.5682, 9586.045
627.0503, 9571.735
627.5324, 9565.302
628.0145, 9596.335
628.4966, 9642.348
628.9788, 9653.519
629.4609, 9607.040
629.9430, 9547.119
630.4251, 9525.425
630.9072, 9536.089
631.3893, 9554.658
631.8715, 9580.695
632.3536, 9602.435
632.8357, 9613.477
633.3178, 9614.943
633.7999, 9609.326
634.2820, 9594.650
634.7642, 9577.371
635.2463, 9549.190
635.7284, 9526.610
636.2105, 9522.193
636.6926, 9531.039
637.1747, 9543.559
637.6569, 9556.167
638.1390, 9564.577
638.6211, 9558.622
639.1032, 9542.023
639.5853, 9541.713
640.0674, 9564.198
640.5496, 9576.363
641.0317, 9553.490
641.5138, 9511.183
641.9959, 9492.091
642.4780, 9510.637
642.9601, 9515.848
643.4423, 9487.200
643.9244, 9460.046
644.4065, 9459.650
644.8886, 9476.238
645.3707, 9489.469
645.8528, 9491.361
646.3350, 9485.333
646.8171, 9477.399
647.2992, 9465.701
647.7813, 9432.092
648.2634, 9369.492
648.7455, 9330.793
649.2277, 9354.647
649.7098, 9410.615
650.1919, 9431.258
650.6740, 9399.422
651.1561, 9382.146
651.6382, 9393.494
652.1204, 9409.422
652.6025, 9422.150
653.0846, 9429.091
653.5667, 9425.828
654.0488, 9411.208
654.5309, 9395.282
655.0131, 9389.774
655.4952, 9391.896
655.9773, 9390.494
656.4594, 9384.749
656.9415, 9382.134
657.4236, 9387.768
657.9058, 9395.711
658.3879, 9397.003
658.8700, 9392.793
659.3521, 9375.800
659.8342, 9319.876
660.3163, 9280.442
660.7985, 9294.708
661.2806, 9332.231
661.7627, 9353.764
662.2448, 9349.481
662.7269, 9333.122
663.2090, 9307.236
663.6912, 9280.578
664.1733, 9278.275
664.6554, 9299.396
665.1375, 9315.430
665.6196, 9316.524
666.1017, 9306.216
666.5839, 9284.487
667.0660, 9246.272
667.5481, 9238.578
668.0302, 9295.670
668.5123, 9338.327
668.9944, 9341.953
669.4766, 9326.390
669.9587, 9303.125
670.4408, 9278.753
670.9229, 9272.645
671.4050, 9309.669
671.8871, 9361.267
672.3693, 9392.011
672.8514, 9401.994
673.3335, 9383.517
673.8156, 9331.939
674.2977, 9287.667
674.7798, 9295.023
675.2620, 9349.561
675.7441, 9380.917
676.2262, 9366.569
676.7083, 9363.428
677.1904, 9391.467
677.6725, 9421.012
678.1547, 9431.029
678.6368, 9423.747
679.1189, 9412.542
679.6010, 9402.357
680.0831, 9390.921
680.5652, 9376.585
681.0474, 9359.501
681.5295, 9342.942
682.0116, 9326.241
682.4937, 9294.143
682.9758, 9230.779
683.4579, 9156.311
683.9401, 9141.919
684.4222, 9216.616
684.9043, 9267.276
685.3864, 9274.828
685.8685, 9268.557
686.3506, 9258.954
686.8328, 9248.151
687.3149, 9241.468
687.7970, 9243.615
688.2791, 9237.959
688.7612, 9204.198
689.2433, 9167.325
689.7255, 9158.122
690.2076, 9171.130
690.6897, 9182.215
691.1718, 9180.102
691.6539, 9169.931
692.1360, 9158.476
692.6182, 9145.588
693.1003, 9133.492
693.5824, 9117.911
694.0645, 9115.819
694.5466, 9145.603
695.0287, 9185.745
695.5109, 9202.300
695.9930, 9192.562
696.4751, 9182.364
696.9572, 9175.019
697.4393, 9168.974
697.9214, 9164.725
698.4036, 9160.725
698.8857, 9154.888
699.3678, 9146.760
699.8499, 9137.311
700.3320, 9127.700
700.8141, 9117.185
701.2963, 9099.291
701.7784, 9074.356
702.2605, 9067.581
702.7426, 9088.826
703.2247, 9121.608
703.7068, 9155.665
704.1890, 9189.674
704.6711, 9191.729
705.1532, 9137.825
705.6353, 9085.194
706.1174, 9030.455
706.5995, 8987.334
707.0817, 8971.405
707.5638, 8976.297
708.0459, 8980.779
708.5280, 8974.810
709.0101, 8967.728
709.4922, 8972.025
709.9744, 8980.875
710.4565, 8974.557
710.9386, 8953.404
711.4207, 8945.406
711.9028, 8970.114
712.3849, 9008.340
712.8671, 9011.767
713.3492, 8964.859
713.8313, 8939.430
714.3134, 8954.279
714.7955, 8964.924
715.2776, 8939.171
715.7598, 8904.275
716.2419, 8900.714
716.7240, 8937.018
717.2061, 8963.546
717.6882, 8959.655
718.1703, 8942.811
718.6525, 8917.694
719.1346, 8891.688
719.6167, 8880.663
720.0988, 8886.998
720.5809, 8889.842
721.0630, 8861.495
721.5452, 8816.077
722.0273, 8817.925
722.5094, 8872.783
722.9915, 8901.760
723.4736, 8877.636
723.9557, 8837.111
724.4379, 8811.242
724.9200, 8800.085
725.4021, 8803.637
725.8842, 8843.485
726.3663, 8866.644
726.8484, 8854.640
727.3306, 8833.236
727.8127, 8817.133
728.2948, 8808.144
728.7769, 8806.295
729.2590, 8813.631
729.7411, 8820.129
730.2233, 8815.543
730.7054, 8803.732
731.1875, 8791.985
731.6696, 8780.825
732.1517, 8767.376
732.6339, 8749.565
733.1160, 8732.892
733.5981, 8727.926
734.0802, 8736.454
734.5623, 8744.256
735.0444, 8754.789
735.5266, 8758.271
736.0087, 8744.166
736.4908, 8725.730
736.9729, 8718.626
737.4550, 8723.271
737.9371, 8723.782
738.4193, 8712.013
738.9014, 8700.353
739.3835, 8694.194
739.8656, 8692.389
740.3477, 8693.221
740.8298, 8696.473
741.3120, 8703.789
741.7941, 8718.189
742.2762, 8733.120
742.7583, 8738.215
743.2404, 8733.447
743.7225, 8713.948
744.2047, 8676.262
744.6868, 8647.872
