##NAMES=Triphylite
##RRUFFID=R050624
##IDEAL CHEMISTRY=LiFe^2+^PO_4_
##LOCALITY=Minas Gerais, Brazil
##OWNER=RRUFF
##SOURCE=Gemological Center
##DESCRIPTION=Brown fragment
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050624
##MEASURED CHEMISTRY=Li_1.00_(Fe^2+^_0.55_Mn^2+^_0.45_)_Σ=1_P_1.00_O_4_ ; Li not measured, but estimated by difference
1227.466, 727.6672
1227.948, 729.7838
1228.430, 730.8008
1228.912, 731.0060
1229.394, 730.6083
1229.876, 729.8234
1230.358, 729.4828
1230.841, 730.1689
1231.323, 730.5345
1231.805, 730.3809
1232.287, 730.1024
1232.769, 729.8713
1233.251, 729.9237
1233.733, 731.3864
1234.215, 733.6634
1234.698, 733.5947
1235.180, 728.9189
1235.662, 726.4384
1236.144, 727.2192
1236.626, 729.0159
1237.108, 729.9321
1237.590, 730.1462
1238.072, 729.4653
1238.554, 728.1887
1239.036, 727.9248
1239.519, 729.4772
1240.001, 729.4313
1240.483, 726.9591
1240.965, 724.8549
1241.447, 726.6315
1241.929, 729.7270
1242.411, 731.4052
1242.893, 731.8431
1243.376, 732.7355
1243.858, 734.3027
1244.340, 735.5566
1244.822, 736.3047
1245.304, 737.1775
1245.786, 739.4976
1246.268, 741.6220
1246.750, 741.4182
1247.233, 739.6417
1247.715, 739.7397
1248.197, 741.9073
1248.679, 744.6058
1249.161, 747.7574
1249.643, 749.7529
1250.125, 748.1934
1250.607, 745.8236
1251.089, 744.1843
1251.572, 743.5154
1252.054, 744.6866
1252.536, 747.6960
1253.018, 749.8215
1253.500, 750.6573
1253.982, 751.3800
1254.464, 754.0121
1254.946, 755.5737
1255.428, 753.4772
1255.911, 749.4630
1256.393, 746.6690
1256.875, 745.1058
1257.357, 745.0779
1257.839, 746.6481
1258.321, 747.9625
1258.803, 747.5817
1259.285, 747.0688
1259.768, 747.3231
1260.250, 747.6791
1260.732, 746.3513
1261.214, 743.9652
1261.696, 743.1351
1262.178, 744.1868
1262.660, 745.8109
1263.142, 748.1719
1263.625, 749.9968
1264.107, 750.9031
1264.589, 751.1371
1265.071, 750.7689
1265.553, 750.1312
1266.035, 750.2136
1266.517, 751.0625
1266.999, 751.5898
1267.481, 751.4492
1267.964, 750.8465
1268.446, 749.6042
1268.928, 748.3891
1269.410, 748.0187
1269.892, 748.4011
1270.374, 749.8090
1270.856, 752.1125
1271.338, 753.3051
1271.820, 752.7757
1272.303, 752.4965
1272.785, 752.9716
1273.267, 753.2842
1273.749, 751.7408
1274.231, 749.8683
1274.713, 749.5422
1275.195, 750.6934
1275.677, 751.8646
1276.160, 753.2797
1276.642, 752.9430
1277.124, 750.2723
1277.606, 747.7638
1278.088, 748.2442
1278.570, 749.4899
1279.052, 749.4510
1279.534, 750.2473
1280.016, 751.1365
1280.499, 751.2741
1280.981, 752.6891
1281.463, 753.2527
1281.945, 753.5236
1282.427, 753.8212
1282.909, 754.0496
1283.391, 754.2750
1283.873, 754.3129
1284.356, 753.6090
1284.838, 752.3304
1285.320, 751.2286
1285.802, 750.4365
1286.284, 751.0743
1286.766, 755.7128
1287.248, 759.1923
1287.730, 759.2317
1288.213, 758.4728
1288.695, 761.8344
1289.177, 767.2334
1289.659, 768.6878
1290.141, 766.1512
1290.623, 763.8151
1291.105, 763.7603
1291.587, 762.6931
1292.069, 759.7188
1292.552, 756.8177
1293.034, 756.8176
1293.516, 758.0346
1293.998, 757.8588
1294.480, 756.4855
1294.962, 755.7918
1295.444, 756.0538
1295.926, 756.5553
1296.408, 757.2299
1296.891, 758.0886
1297.373, 759.9095
1297.855, 761.2042
1298.337, 760.0397
1298.819, 757.3596
1299.301, 755.7089
1299.783, 755.1380
1300.265, 755.3828
1300.748, 756.4349
1301.230, 756.6490
1301.712, 753.4610
1302.194, 750.7354
1302.676, 750.4168
##END=



