##NAMES=Humboldtine
##RRUFFID=R170002
##IDEAL CHEMISTRY=Fe^2+^(C_2_)^6+^O_4_&#183;2H_2_O
##LOCALITY=Zomba, Malawi
##OWNER=RRUFF
##SOURCE=Donald Doell
##DESCRIPTION=Small yellow granular to short prismatic crystals with good cleavage, grown on aegirine. Associated with albite.
##STATUS=The identification of this mineral has been confirmed only by single crystal X-ray diffraction.
##URL=rruff.info/R170002
##MEASURED CHEMISTRY=EDS analysis only revealed Fe, with some Mn and Al.
1.093499e+002, 3.329260e+003
1.098320e+002, 3.369559e+003
1.103141e+002, 3.411366e+003
1.107962e+002, 3.455629e+003
1.112783e+002, 3.500864e+003
1.117604e+002, 3.548563e+003
1.122426e+002, 3.597534e+003
1.127247e+002, 3.645039e+003
1.132068e+002, 3.694333e+003
1.136889e+002, 3.739439e+003
1.141710e+002, 3.777433e+003
1.146531e+002, 3.806907e+003
1.151353e+002, 3.831168e+003
1.156174e+002, 3.851491e+003
1.160995e+002, 3.867420e+003
1.165816e+002, 3.878245e+003
1.170637e+002, 3.882550e+003
1.175458e+002, 3.882074e+003
1.180280e+002, 3.877704e+003
1.185101e+002, 3.867778e+003
1.189922e+002, 3.856126e+003
1.194743e+002, 3.843726e+003
1.199564e+002, 3.830856e+003
1.204385e+002, 3.819197e+003
1.209207e+002, 3.809911e+003
1.214028e+002, 3.802222e+003
1.218849e+002, 3.795234e+003
1.223670e+002, 3.787501e+003
1.228491e+002, 3.780993e+003
1.233312e+002, 3.778576e+003
1.238134e+002, 3.779940e+003
1.242955e+002, 3.780988e+003
1.247776e+002, 3.777058e+003
1.252597e+002, 3.770280e+003
1.257418e+002, 3.765049e+003
1.262239e+002, 3.763364e+003
1.267061e+002, 3.764179e+003
1.271882e+002, 3.765677e+003
1.276703e+002, 3.767738e+003
1.281524e+002, 3.771346e+003
1.286345e+002, 3.778878e+003
1.291166e+002, 3.789442e+003
1.295988e+002, 3.799066e+003
1.300809e+002, 3.804678e+003
1.305630e+002, 3.807694e+003
1.310451e+002, 3.813269e+003
1.315272e+002, 3.822079e+003
1.320093e+002, 3.831938e+003
1.324915e+002, 3.839385e+003
1.329736e+002, 3.844406e+003
1.334557e+002, 3.849732e+003
1.339378e+002, 3.856308e+003
1.344199e+002, 3.864117e+003
1.349020e+002, 3.874030e+003
1.353842e+002, 3.886810e+003
1.358663e+002, 3.900462e+003
1.363484e+002, 3.910929e+003
1.368305e+002, 3.917390e+003
1.373126e+002, 3.923472e+003
1.377947e+002, 3.931127e+003
1.382769e+002, 3.940407e+003
1.387590e+002, 3.950827e+003
1.392411e+002, 3.963399e+003
1.397232e+002, 3.976739e+003
1.402053e+002, 3.984556e+003
1.406874e+002, 3.985660e+003
1.411696e+002, 3.984105e+003
1.416517e+002, 3.982432e+003
1.421338e+002, 3.980394e+003
1.426159e+002, 3.979702e+003
1.430980e+002, 3.981674e+003
1.435801e+002, 3.986009e+003
1.440623e+002, 3.987492e+003
1.445444e+002, 3.984601e+003
1.450265e+002, 3.980949e+003
1.455086e+002, 3.979420e+003
1.459907e+002, 3.980730e+003
1.464728e+002, 3.983304e+003
1.469550e+002, 3.987593e+003
1.474371e+002, 3.993786e+003
1.479192e+002, 3.998562e+003
1.484013e+002, 4.000719e+003
1.488834e+002, 4.002117e+003
1.493655e+002, 4.004474e+003
1.498477e+002, 4.007915e+003
1.503298e+002, 4.012025e+003
1.508119e+002, 4.016977e+003
1.512940e+002, 4.022991e+003
1.517761e+002, 4.028187e+003
1.522583e+002, 4.031894e+003
1.527404e+002, 4.034853e+003
1.532225e+002, 4.037885e+003
1.537046e+002, 4.040762e+003
1.541867e+002, 4.044042e+003
1.546688e+002, 4.048420e+003
1.551510e+002, 4.054784e+003
1.556331e+002, 4.059274e+003
1.561152e+002, 4.059393e+003
1.565973e+002, 4.057826e+003
1.570794e+002, 4.058148e+003
1.575615e+002, 4.063005e+003
1.580437e+002, 4.068473e+003
1.585258e+002, 4.072632e+003
1.590079e+002, 4.074291e+003
1.594900e+002, 4.077776e+003
1.599721e+002, 4.084809e+003
1.604542e+002, 4.094441e+003
1.609364e+002, 4.104999e+003
1.614185e+002, 4.116770e+003
1.619006e+002, 4.128612e+003
1.623827e+002, 4.139869e+003
1.628648e+002, 4.150310e+003
1.633469e+002, 4.160239e+003
1.638291e+002, 4.169959e+003
1.643112e+002, 4.179179e+003
1.647933e+002, 4.187514e+003
1.652754e+002, 4.195893e+003
1.657575e+002, 4.202703e+003
1.662396e+002, 4.206418e+003
1.667218e+002, 4.205564e+003
1.672039e+002, 4.203926e+003
1.676860e+002, 4.204611e+003
1.681681e+002, 4.206686e+003
1.686502e+002, 4.207142e+003
1.691323e+002, 4.202000e+003
1.696145e+002, 4.195438e+003
1.700966e+002, 4.191767e+003
1.705787e+002, 4.192904e+003
1.710608e+002, 4.195803e+003
1.715429e+002, 4.198182e+003
1.720250e+002, 4.200178e+003
1.725072e+002, 4.202409e+003
1.729893e+002, 4.204209e+003
1.734714e+002, 4.206693e+003
1.739535e+002, 4.211559e+003
1.744356e+002, 4.220074e+003
1.749177e+002, 4.230021e+003
1.753999e+002, 4.239383e+003
1.758820e+002, 4.248260e+003
1.763641e+002, 4.256847e+003
1.768462e+002, 4.264974e+003
1.773283e+002, 4.273138e+003
1.778104e+002, 4.282302e+003
1.782926e+002, 4.292687e+003
1.787747e+002, 4.304228e+003
1.792568e+002, 4.316967e+003
1.797389e+002, 4.330831e+003
1.802210e+002, 4.345711e+003
1.807031e+002, 4.361450e+003
1.811853e+002, 4.377968e+003
1.816674e+002, 4.394637e+003
1.821495e+002, 4.410514e+003
1.826316e+002, 4.426779e+003
1.831137e+002, 4.445173e+003
1.835958e+002, 4.465837e+003
1.840780e+002, 4.488168e+003
1.845601e+002, 4.512028e+003
1.850422e+002, 4.537041e+003
1.855243e+002, 4.563790e+003
1.860064e+002, 4.592225e+003
1.864885e+002, 4.622383e+003
1.869707e+002, 4.654034e+003
1.874528e+002, 4.687600e+003
1.879349e+002, 4.721297e+003
1.884170e+002, 4.752500e+003
1.888991e+002, 4.781756e+003
1.893812e+002, 4.813182e+003
1.898634e+002, 4.849872e+003
1.903455e+002, 4.889946e+003
1.908276e+002, 4.925875e+003
1.913097e+002, 4.957321e+003
1.917918e+002, 4.988367e+003
1.922739e+002, 5.023810e+003
1.927561e+002, 5.064008e+003
1.932382e+002, 5.104756e+003
1.937203e+002, 5.144917e+003
1.942024e+002, 5.184435e+003
1.946845e+002, 5.224749e+003
1.951666e+002, 5.265651e+003
1.956488e+002, 5.306719e+003
1.961309e+002, 5.347472e+003
1.966130e+002, 5.388368e+003
1.970951e+002, 5.428299e+003
1.975772e+002, 5.467525e+003
1.980593e+002, 5.505921e+003
1.985415e+002, 5.542413e+003
1.990236e+002, 5.577153e+003
1.995057e+002, 5.609742e+003
1.999878e+002, 5.639854e+003
2.004699e+002, 5.668015e+003
2.009520e+002, 5.691503e+003
2.014342e+002, 5.710086e+003
2.019163e+002, 5.723972e+003
2.023984e+002, 5.730216e+003
2.028805e+002, 5.729178e+003
2.033626e+002, 5.720283e+003
2.038447e+002, 5.702157e+003
2.043269e+002, 5.674211e+003
2.048090e+002, 5.639813e+003
2.052911e+002, 5.599784e+003
2.057732e+002, 5.553837e+003
2.062553e+002, 5.503953e+003
2.067374e+002, 5.449156e+003
2.072196e+002, 5.391498e+003
2.077017e+002, 5.333152e+003
2.081838e+002, 5.273292e+003
2.086659e+002, 5.214697e+003
2.091480e+002, 5.158422e+003
2.096301e+002, 5.103810e+003
2.101123e+002, 5.052670e+003
2.105944e+002, 5.004548e+003
2.110765e+002, 4.959819e+003
2.115586e+002, 4.919404e+003
2.120407e+002, 4.884137e+003
2.125228e+002, 4.850557e+003
2.130050e+002, 4.817331e+003
2.134871e+002, 4.784179e+003
2.139692e+002, 4.755654e+003
2.144513e+002, 4.733191e+003
2.149334e+002, 4.713796e+003
2.154155e+002, 4.692438e+003
2.158977e+002, 4.667305e+003
2.163798e+002, 4.644694e+003
2.168619e+002, 4.627323e+003
2.173440e+002, 4.616035e+003
2.178261e+002, 4.603574e+003
2.183082e+002, 4.588927e+003
2.187904e+002, 4.574394e+003
2.192725e+002, 4.563385e+003
2.197546e+002, 4.557061e+003
2.202367e+002, 4.552139e+003
2.207188e+002, 4.547932e+003
2.212009e+002, 4.544505e+003
2.216831e+002, 4.541578e+003
2.221652e+002, 4.539234e+003
2.226473e+002, 4.537425e+003
2.231294e+002, 4.535789e+003
2.236115e+002, 4.533104e+003
2.240936e+002, 4.533142e+003
2.245758e+002, 4.537721e+003
2.250579e+002, 4.547726e+003
2.255400e+002, 4.555665e+003
2.260221e+002, 4.560042e+003
2.265042e+002, 4.563663e+003
2.269863e+002, 4.570077e+003
2.274685e+002, 4.580115e+003
2.279506e+002, 4.591411e+003
2.284327e+002, 4.603388e+003
2.289148e+002, 4.616127e+003
2.293969e+002, 4.629173e+003
2.298790e+002, 4.642089e+003
2.303612e+002, 4.655513e+003
2.308433e+002, 4.670222e+003
2.313254e+002, 4.686744e+003
2.318075e+002, 4.703703e+003
2.322896e+002, 4.720713e+003
2.327717e+002, 4.737616e+003
2.332539e+002, 4.755375e+003
2.337360e+002, 4.774445e+003
2.342181e+002, 4.793554e+003
2.347002e+002, 4.811252e+003
2.351823e+002, 4.826261e+003
2.356644e+002, 4.842179e+003
2.361466e+002, 4.860116e+003
2.366287e+002, 4.880276e+003
2.371108e+002, 4.900400e+003
2.375929e+002, 4.920536e+003
2.380750e+002, 4.940442e+003
2.385571e+002, 4.959614e+003
2.390393e+002, 4.977211e+003
2.395214e+002, 4.995927e+003
2.400035e+002, 5.016680e+003
2.404856e+002, 5.039847e+003
2.409677e+002, 5.061842e+003
2.414498e+002, 5.082709e+003
2.419320e+002, 5.102277e+003
2.424141e+002, 5.120880e+003
2.428962e+002, 5.139802e+003
2.433783e+002, 5.154953e+003
2.438604e+002, 5.165002e+003
2.443425e+002, 5.169839e+003
2.448247e+002, 5.173224e+003
2.453068e+002, 5.175880e+003
2.457889e+002, 5.176002e+003
2.462710e+002, 5.172070e+003
2.467531e+002, 5.163655e+003
2.472352e+002, 5.151875e+003
2.477174e+002, 5.136956e+003
2.481995e+002, 5.119026e+003
2.486816e+002, 5.096811e+003
2.491637e+002, 5.068255e+003
2.496458e+002, 5.038026e+003
2.501279e+002, 5.010533e+003
2.506101e+002, 4.988157e+003
2.510922e+002, 4.963231e+003
2.515743e+002, 4.933780e+003
2.520564e+002, 4.900683e+003
2.525385e+002, 4.871680e+003
2.530206e+002, 4.848434e+003
2.535028e+002, 4.826964e+003
2.539849e+002, 4.804695e+003
2.544670e+002, 4.779788e+003
2.549491e+002, 4.757649e+003
2.554312e+002, 4.739084e+003
2.559133e+002, 4.723673e+003
2.563955e+002, 4.708762e+003
2.568776e+002, 4.693886e+003
2.573597e+002, 4.679695e+003
2.578418e+002, 4.666530e+003
2.583239e+002, 4.654178e+003
2.588061e+002, 4.642705e+003
2.592882e+002, 4.632034e+003
2.597703e+002, 4.622094e+003
2.602524e+002, 4.612952e+003
2.607345e+002, 4.604729e+003
2.612166e+002, 4.597120e+003
2.616988e+002, 4.589991e+003
2.621809e+002, 4.583787e+003
2.626630e+002, 4.577581e+003
2.631451e+002, 4.571685e+003
2.636272e+002, 4.565869e+003
2.641093e+002, 4.559227e+003
2.645915e+002, 4.550939e+003
2.650736e+002, 4.543884e+003
2.655557e+002, 4.539938e+003
2.660378e+002, 4.540417e+003
2.665199e+002, 4.539115e+003
2.670020e+002, 4.535373e+003
2.674842e+002, 4.530320e+003
2.679663e+002, 4.525907e+003
2.684484e+002, 4.521516e+003
2.689305e+002, 4.519443e+003
2.694126e+002, 4.521451e+003
2.698947e+002, 4.528539e+003
2.703769e+002, 4.533212e+003
2.708590e+002, 4.534431e+003
2.713411e+002, 4.534376e+003
2.718232e+002, 4.537003e+003
2.723053e+002, 4.542979e+003
2.727874e+002, 4.548519e+003
2.732696e+002, 4.551731e+003
2.737517e+002, 4.552315e+003
2.742338e+002, 4.555041e+003
2.747159e+002, 4.560722e+003
2.751980e+002, 4.566856e+003
2.756801e+002, 4.569883e+003
2.761623e+002, 4.569477e+003
2.766444e+002, 4.568007e+003
2.771265e+002, 4.565625e+003
2.776086e+002, 4.562553e+003
2.780907e+002, 4.562464e+003
2.785728e+002, 4.566346e+003
2.790550e+002, 4.570724e+003
2.795371e+002, 4.571146e+003
2.800192e+002, 4.567315e+003
2.805013e+002, 4.564543e+003
2.809834e+002, 4.564526e+003
2.814655e+002, 4.566782e+003
2.819477e+002, 4.568655e+003
2.824298e+002, 4.570030e+003
2.829119e+002, 4.571532e+003
2.833940e+002, 4.573642e+003
2.838761e+002, 4.576329e+003
2.843582e+002, 4.579580e+003
2.848404e+002, 4.583636e+003
2.853225e+002, 4.588015e+003
2.858046e+002, 4.591293e+003
2.862867e+002, 4.593354e+003
2.867688e+002, 4.594799e+003
2.872509e+002, 4.595583e+003
2.877331e+002, 4.595853e+003
2.882152e+002, 4.597336e+003
2.886973e+002, 4.600790e+003
2.891794e+002, 4.604952e+003
2.896615e+002, 4.607048e+003
2.901436e+002, 4.607104e+003
2.906258e+002, 4.606468e+003
2.911079e+002, 4.606123e+003
2.915900e+002, 4.605897e+003
2.920721e+002, 4.604718e+003
2.925542e+002, 4.602120e+003
2.930363e+002, 4.599480e+003
2.935185e+002, 4.599569e+003
2.940006e+002, 4.602074e+003
2.944827e+002, 4.603959e+003
2.949648e+002, 4.602802e+003
2.954469e+002, 4.599757e+003
2.959290e+002, 4.597856e+003
2.964112e+002, 4.597305e+003
2.968933e+002, 4.597797e+003
2.973754e+002, 4.599443e+003
2.978575e+002, 4.601939e+003
2.983396e+002, 4.604214e+003
2.988217e+002, 4.605730e+003
2.993039e+002, 4.606642e+003
2.997860e+002, 4.607099e+003
3.002681e+002, 4.607073e+003
3.007502e+002, 4.606868e+003
3.012323e+002, 4.606227e+003
3.017144e+002, 4.605606e+003
3.021966e+002, 4.606144e+003
3.026787e+002, 4.610058e+003
3.031608e+002, 4.614401e+003
3.036429e+002, 4.615060e+003
3.041250e+002, 4.612194e+003
3.046071e+002, 4.608887e+003
3.050893e+002, 4.607486e+003
3.055714e+002, 4.607230e+003
3.060535e+002, 4.606971e+003
3.065356e+002, 4.606479e+003
3.070177e+002, 4.605674e+003
3.074998e+002, 4.603955e+003
3.079820e+002, 4.601583e+003
3.084641e+002, 4.600082e+003
3.089462e+002, 4.601674e+003
3.094283e+002, 4.604118e+003
3.099104e+002, 4.604839e+003
3.103925e+002, 4.602586e+003
3.108747e+002, 4.599653e+003
3.113568e+002, 4.597294e+003
3.118389e+002, 4.595469e+003
3.123210e+002, 4.594050e+003
3.128031e+002, 4.593400e+003
3.132852e+002, 4.592903e+003
3.137674e+002, 4.592039e+003
3.142495e+002, 4.590621e+003
3.147316e+002, 4.589284e+003
3.152137e+002, 4.588845e+003
3.156958e+002, 4.588669e+003
3.161779e+002, 4.587663e+003
3.166601e+002, 4.583986e+003
3.171422e+002, 4.580495e+003
3.176243e+002, 4.578570e+003
3.181064e+002, 4.578393e+003
3.185885e+002, 4.579598e+003
3.190706e+002, 4.583953e+003
3.195528e+002, 4.589005e+003
3.200349e+002, 4.591966e+003
3.205170e+002, 4.589253e+003
3.209991e+002, 4.587069e+003
3.214812e+002, 4.587798e+003
3.219633e+002, 4.591535e+003
3.224455e+002, 4.594932e+003
3.229276e+002, 4.596455e+003
3.234097e+002, 4.597822e+003
3.238918e+002, 4.600311e+003
3.243739e+002, 4.606312e+003
3.248560e+002, 4.610952e+003
3.253382e+002, 4.612542e+003
3.258203e+002, 4.611630e+003
3.263024e+002, 4.611969e+003
3.267845e+002, 4.614567e+003
3.272666e+002, 4.617875e+003
3.277487e+002, 4.621200e+003
3.282309e+002, 4.625981e+003
3.287130e+002, 4.628672e+003
3.291951e+002, 4.627747e+003
3.296772e+002, 4.624769e+003
3.301593e+002, 4.623764e+003
3.306414e+002, 4.626788e+003
3.311236e+002, 4.629461e+003
3.316057e+002, 4.629970e+003
3.320878e+002, 4.626858e+003
3.325699e+002, 4.626228e+003
3.330520e+002, 4.629467e+003
3.335341e+002, 4.634367e+003
3.340163e+002, 4.637792e+003
3.344984e+002, 4.639448e+003
3.349805e+002, 4.640210e+003
3.354626e+002, 4.639749e+003
3.359447e+002, 4.637962e+003
3.364268e+002, 4.638801e+003
3.369090e+002, 4.642942e+003
3.373911e+002, 4.648745e+003
3.378732e+002, 4.655014e+003
3.383553e+002, 4.662235e+003
3.388374e+002, 4.667672e+003
3.393195e+002, 4.670242e+003
3.398017e+002, 4.670644e+003
3.402838e+002, 4.672594e+003
3.407659e+002, 4.676459e+003
3.412480e+002, 4.680198e+003
3.417301e+002, 4.682055e+003
3.422122e+002, 4.681858e+003
3.426944e+002, 4.682278e+003
3.431765e+002, 4.683595e+003
3.436586e+002, 4.685540e+003
3.441407e+002, 4.687943e+003
3.446228e+002, 4.690843e+003
3.451049e+002, 4.693040e+003
3.455871e+002, 4.693171e+003
3.460692e+002, 4.691869e+003
3.465513e+002, 4.692830e+003
3.470334e+002, 4.696708e+003
3.475155e+002, 4.700975e+003
3.479977e+002, 4.701915e+003
3.484798e+002, 4.700184e+003
3.489619e+002, 4.698896e+003
3.494440e+002, 4.699635e+003
3.499261e+002, 4.701563e+003
3.504082e+002, 4.702627e+003
3.508904e+002, 4.702787e+003
3.513725e+002, 4.703699e+003
3.518546e+002, 4.707388e+003
3.523367e+002, 4.712748e+003
3.528188e+002, 4.717777e+003
3.533009e+002, 4.722800e+003
3.537831e+002, 4.725950e+003
3.542652e+002, 4.723405e+003
3.547473e+002, 4.716400e+003
3.552294e+002, 4.710724e+003
3.557115e+002, 4.711655e+003
3.561936e+002, 4.715151e+003
3.566758e+002, 4.716802e+003
3.571579e+002, 4.715536e+003
3.576400e+002, 4.713611e+003
3.581221e+002, 4.712094e+003
3.586042e+002, 4.711231e+003
3.590863e+002, 4.711365e+003
3.595685e+002, 4.713899e+003
3.600506e+002, 4.716709e+003
3.605327e+002, 4.718105e+003
3.610148e+002, 4.717736e+003
3.614969e+002, 4.718333e+003
3.619790e+002, 4.722138e+003
3.624612e+002, 4.727023e+003
3.629433e+002, 4.730745e+003
3.634254e+002, 4.729853e+003
3.639075e+002, 4.730326e+003
3.643896e+002, 4.734754e+003
3.648717e+002, 4.742692e+003
3.653539e+002, 4.749607e+003
3.658360e+002, 4.754748e+003
3.663181e+002, 4.758209e+003
3.668002e+002, 4.760110e+003
3.672823e+002, 4.758522e+003
3.677644e+002, 4.757667e+003
3.682466e+002, 4.757952e+003
3.687287e+002, 4.759146e+003
3.692108e+002, 4.760630e+003
3.696929e+002, 4.763285e+003
3.701750e+002, 4.765381e+003
3.706571e+002, 4.766373e+003
3.711393e+002, 4.766200e+003
3.716214e+002, 4.765336e+003
3.721035e+002, 4.763682e+003
3.725856e+002, 4.761558e+003
3.730677e+002, 4.759276e+003
3.735498e+002, 4.756515e+003
3.740320e+002, 4.754544e+003
3.745141e+002, 4.753882e+003
3.749962e+002, 4.754506e+003
3.754783e+002, 4.755129e+003
3.759604e+002, 4.755547e+003
3.764425e+002, 4.756592e+003
3.769247e+002, 4.759123e+003
3.774068e+002, 4.763318e+003
3.778889e+002, 4.767846e+003
3.783710e+002, 4.772832e+003
3.788531e+002, 4.777725e+003
3.793352e+002, 4.781058e+003
3.798174e+002, 4.782669e+003
3.802995e+002, 4.783899e+003
3.807816e+002, 4.784928e+003
3.812637e+002, 4.785902e+003
3.817458e+002, 4.788306e+003
3.822279e+002, 4.792335e+003
3.827101e+002, 4.796945e+003
3.831922e+002, 4.801153e+003
3.836743e+002, 4.804906e+003
3.841564e+002, 4.807978e+003
3.846385e+002, 4.809709e+003
3.851206e+002, 4.810959e+003
3.856028e+002, 4.813620e+003
3.860849e+002, 4.817618e+003
3.865670e+002, 4.821395e+003
3.870491e+002, 4.824282e+003
3.875312e+002, 4.826115e+003
3.880133e+002, 4.826404e+003
3.884955e+002, 4.824289e+003
3.889776e+002, 4.822124e+003
3.894597e+002, 4.822394e+003
3.899418e+002, 4.824456e+003
3.904239e+002, 4.826365e+003
3.909060e+002, 4.826664e+003
3.913882e+002, 4.826740e+003
3.918703e+002, 4.827483e+003
3.923524e+002, 4.828930e+003
3.928345e+002, 4.831451e+003
3.933166e+002, 4.836432e+003
3.937987e+002, 4.842218e+003
3.942809e+002, 4.846653e+003
3.947630e+002, 4.847309e+003
3.952451e+002, 4.848227e+003
3.957272e+002, 4.851306e+003
3.962093e+002, 4.856369e+003
3.966914e+002, 4.860275e+003
3.971736e+002, 4.860554e+003
3.976557e+002, 4.860623e+003
3.981378e+002, 4.862589e+003
3.986199e+002, 4.869664e+003
3.991020e+002, 4.874745e+003
3.995841e+002, 4.876343e+003
4.000663e+002, 4.875863e+003
4.005484e+002, 4.876641e+003
4.010305e+002, 4.878773e+003
4.015126e+002, 4.882070e+003
4.019947e+002, 4.887083e+003
4.024768e+002, 4.894595e+003
4.029590e+002, 4.899213e+003
4.034411e+002, 4.899908e+003
4.039232e+002, 4.898928e+003
4.044053e+002, 4.898670e+003
4.048874e+002, 4.899263e+003
4.053695e+002, 4.900330e+003
4.058517e+002, 4.901861e+003
4.063338e+002, 4.903876e+003
4.068159e+002, 4.906573e+003
4.072980e+002, 4.910143e+003
4.077801e+002, 4.913678e+003
4.082622e+002, 4.916348e+003
4.087444e+002, 4.918251e+003
4.092265e+002, 4.920584e+003
4.097086e+002, 4.923502e+003
4.101907e+002, 4.926694e+003
4.106728e+002, 4.930008e+003
4.111549e+002, 4.933292e+003
4.116371e+002, 4.935699e+003
4.121192e+002, 4.935249e+003
4.126013e+002, 4.933910e+003
4.130834e+002, 4.936278e+003
4.135655e+002, 4.942284e+003
4.140476e+002, 4.948645e+003
4.145298e+002, 4.953630e+003
4.150119e+002, 4.956949e+003
4.154940e+002, 4.957970e+003
4.159761e+002, 4.955220e+003
4.164582e+002, 4.952134e+003
4.169403e+002, 4.952089e+003
4.174225e+002, 4.954218e+003
4.179046e+002, 4.955948e+003
4.183867e+002, 4.956823e+003
4.188688e+002, 4.956359e+003
4.193509e+002, 4.953411e+003
4.198330e+002, 4.947063e+003
4.203152e+002, 4.942752e+003
4.207973e+002, 4.944265e+003
4.212794e+002, 4.948399e+003
4.217615e+002, 4.951448e+003
4.222436e+002, 4.952125e+003
4.227257e+002, 4.952107e+003
4.232079e+002, 4.951139e+003
4.236900e+002, 4.949401e+003
4.241721e+002, 4.949045e+003
4.246542e+002, 4.950665e+003
4.251363e+002, 4.953273e+003
4.256184e+002, 4.956407e+003
4.261006e+002, 4.959861e+003
4.265827e+002, 4.964063e+003
4.270648e+002, 4.969978e+003
4.275469e+002, 4.976076e+003
4.280290e+002, 4.979416e+003
4.285111e+002, 4.979037e+003
4.289933e+002, 4.977867e+003
4.294754e+002, 4.976074e+003
4.299575e+002, 4.973738e+003
4.304396e+002, 4.974854e+003
4.309217e+002, 4.980312e+003
4.314038e+002, 4.986575e+003
4.318860e+002, 4.990666e+003
4.323681e+002, 4.992599e+003
4.328502e+002, 4.993188e+003
4.333323e+002, 4.992187e+003
4.338144e+002, 4.990553e+003
4.342965e+002, 4.989816e+003
4.347787e+002, 4.989993e+003
4.352608e+002, 4.991341e+003
4.357429e+002, 4.995042e+003
4.362250e+002, 4.999830e+003
4.367071e+002, 5.002501e+003
4.371892e+002, 5.002810e+003
4.376714e+002, 5.003012e+003
4.381535e+002, 5.005287e+003
4.386356e+002, 5.008939e+003
4.391177e+002, 5.012914e+003
4.395998e+002, 5.018357e+003
4.400819e+002, 5.022357e+003
4.405641e+002, 5.021179e+003
4.410462e+002, 5.016216e+003
4.415283e+002, 5.012398e+003
4.420104e+002, 5.012696e+003
4.424925e+002, 5.014771e+003
4.429746e+002, 5.016834e+003
4.434568e+002, 5.018192e+003
4.439389e+002, 5.021313e+003
4.444210e+002, 5.029091e+003
4.449031e+002, 5.038213e+003
4.453852e+002, 5.044740e+003
4.458673e+002, 5.044796e+003
4.463495e+002, 5.045143e+003
4.468316e+002, 5.047455e+003
4.473137e+002, 5.051482e+003
4.477958e+002, 5.054384e+003
4.482779e+002, 5.055809e+003
4.487600e+002, 5.056362e+003
4.492422e+002, 5.056207e+003
4.497243e+002, 5.054736e+003
4.502064e+002, 5.054401e+003
4.506885e+002, 5.056274e+003
4.511706e+002, 5.058517e+003
4.516527e+002, 5.057569e+003
4.521349e+002, 5.052570e+003
4.526170e+002, 5.048714e+003
4.530991e+002, 5.047873e+003
4.535812e+002, 5.049697e+003
4.540633e+002, 5.051835e+003
4.545454e+002, 5.054392e+003
4.550276e+002, 5.057244e+003
4.555097e+002, 5.059931e+003
4.559918e+002, 5.062693e+003
4.564739e+002, 5.066760e+003
4.569560e+002, 5.072532e+003
4.574381e+002, 5.078789e+003
4.579203e+002, 5.084063e+003
4.584024e+002, 5.088385e+003
4.588845e+002, 5.092152e+003
4.593666e+002, 5.094034e+003
4.598488e+002, 5.096096e+003
4.603309e+002, 5.101556e+003
4.608130e+002, 5.110083e+003
4.612951e+002, 5.117534e+003
4.617772e+002, 5.119642e+003
4.622593e+002, 5.119987e+003
4.627415e+002, 5.122245e+003
4.632236e+002, 5.129164e+003
4.637057e+002, 5.134783e+003
4.641878e+002, 5.135442e+003
4.646699e+002, 5.133341e+003
4.651520e+002, 5.132688e+003
4.656342e+002, 5.136451e+003
4.661163e+002, 5.140175e+003
4.665984e+002, 5.142093e+003
4.670805e+002, 5.141774e+003
4.675626e+002, 5.142968e+003
4.680447e+002, 5.146397e+003
4.685269e+002, 5.150764e+003
4.690090e+002, 5.155314e+003
4.694911e+002, 5.160355e+003
4.699732e+002, 5.164693e+003
