##NAMES=Lavinskyite
##RRUFFID=R141115
##IDEAL CHEMISTRY=K(LiCu^2+^)Cu^2+^_6_(Si_4_O_11_)_2_(OH)_4_
##LOCALITY=Wessels mine, South Africa
##OWNER=RRUFF
##SOURCE=Jaco and Tania Janse van Nieuwenhuizen
##DESCRIPTION=Greenish blue or light blue platy crystals, associated with dark blue scottyite (R141116) and blue wesselsite (with cleavage)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R141115
##MEASURED CHEMISTRY=(K_0.98_Sr_0.01_)_Σ=0.99_(Li_1.25_Cu_0.71_Na_0.08_)_Σ=2.04_Cu_6_(Si_4.03_O_11_)_2_(OH)_4_; (Lavinskyite is the dark grey material in the image, associated with light grey R141116 scottyite)
2.001879e+002, 4.642262e+002
2.006700e+002, 4.717419e+002
2.011522e+002, 4.800324e+002
2.016343e+002, 4.878015e+002
2.021164e+002, 4.948260e+002
2.025985e+002, 5.039534e+002
2.030806e+002, 5.161796e+002
2.035627e+002, 5.302888e+002
2.040449e+002, 5.421727e+002
2.045270e+002, 5.514837e+002
2.050091e+002, 5.597004e+002
2.054912e+002, 5.676017e+002
2.059733e+002, 5.750765e+002
2.064554e+002, 5.830209e+002
2.069376e+002, 5.920195e+002
2.074197e+002, 6.013972e+002
2.079018e+002, 6.088981e+002
2.083839e+002, 6.143345e+002
2.088660e+002, 6.183936e+002
2.093481e+002, 6.217288e+002
2.098303e+002, 6.247284e+002
2.103124e+002, 6.253027e+002
2.107945e+002, 6.227808e+002
2.112766e+002, 6.177497e+002
2.117587e+002, 6.123552e+002
2.122408e+002, 6.064386e+002
2.127230e+002, 6.004699e+002
2.132051e+002, 5.949066e+002
2.136872e+002, 5.901918e+002
2.141693e+002, 5.841824e+002
2.146514e+002, 5.762200e+002
2.151335e+002, 5.667727e+002
2.156157e+002, 5.585698e+002
2.160978e+002, 5.521301e+002
2.165799e+002, 5.458176e+002
2.170620e+002, 5.382332e+002
2.175441e+002, 5.284514e+002
2.180262e+002, 5.200378e+002
2.185084e+002, 5.134371e+002
2.189905e+002, 5.083915e+002
2.194726e+002, 5.040158e+002
2.199547e+002, 5.005238e+002
2.204368e+002, 4.972291e+002
2.209189e+002, 4.936775e+002
2.214011e+002, 4.895688e+002
2.218832e+002, 4.859256e+002
2.223653e+002, 4.827370e+002
2.228474e+002, 4.800772e+002
2.233295e+002, 4.781385e+002
2.238116e+002, 4.770305e+002
2.242938e+002, 4.765353e+002
2.247759e+002, 4.767533e+002
2.252580e+002, 4.784499e+002
2.257401e+002, 4.789295e+002
2.262222e+002, 4.775845e+002
2.267043e+002, 4.748748e+002
2.271865e+002, 4.726113e+002
2.276686e+002, 4.707863e+002
2.281507e+002, 4.694744e+002
2.286328e+002, 4.687660e+002
2.291149e+002, 4.687795e+002
2.295970e+002, 4.691779e+002
2.300792e+002, 4.703079e+002
2.305613e+002, 4.718134e+002
2.310434e+002, 4.720861e+002
2.315255e+002, 4.701723e+002
2.320076e+002, 4.684401e+002
2.324897e+002, 4.684297e+002
2.329719e+002, 4.716464e+002
2.334540e+002, 4.730463e+002
2.339361e+002, 4.712014e+002
2.344182e+002, 4.674992e+002
2.349003e+002, 4.670298e+002
2.353824e+002, 4.718410e+002
2.358646e+002, 4.769551e+002
2.363467e+002, 4.799655e+002
2.368288e+002, 4.803149e+002
2.373109e+002, 4.796649e+002
2.377930e+002, 4.773968e+002
2.382751e+002, 4.742425e+002
2.387573e+002, 4.726498e+002
2.392394e+002, 4.737598e+002
2.397215e+002, 4.747620e+002
2.402036e+002, 4.742519e+002
2.406857e+002, 4.711476e+002
2.411678e+002, 4.690659e+002
2.416500e+002, 4.688319e+002
2.421321e+002, 4.693960e+002
2.426142e+002, 4.678712e+002
2.430963e+002, 4.628282e+002
2.435784e+002, 4.578106e+002
2.440605e+002, 4.545841e+002
2.445427e+002, 4.544825e+002
2.450248e+002, 4.525853e+002
2.455069e+002, 4.479303e+002
2.459890e+002, 4.418550e+002
2.464711e+002, 4.374648e+002
2.469532e+002, 4.356894e+002
2.474354e+002, 4.340172e+002
2.479175e+002, 4.316400e+002
2.483996e+002, 4.286422e+002
2.488817e+002, 4.245406e+002
2.493638e+002, 4.186128e+002
2.498459e+002, 4.120001e+002
2.503281e+002, 4.068415e+002
2.508102e+002, 4.036356e+002
2.512923e+002, 4.010241e+002
2.517744e+002, 3.986169e+002
2.522565e+002, 3.965338e+002
2.527386e+002, 3.942623e+002
2.532208e+002, 3.917931e+002
2.537029e+002, 3.891445e+002
2.541850e+002, 3.863385e+002
2.546671e+002, 3.835184e+002
2.551492e+002, 3.802062e+002
2.556313e+002, 3.759918e+002
2.561135e+002, 3.705759e+002
2.565956e+002, 3.663882e+002
2.570777e+002, 3.638604e+002
2.575598e+002, 3.621787e+002
2.580419e+002, 3.602686e+002
2.585240e+002, 3.579771e+002
2.590062e+002, 3.558786e+002
2.594883e+002, 3.544859e+002
2.599704e+002, 3.539920e+002
2.604525e+002, 3.512929e+002
2.609346e+002, 3.450817e+002
2.614167e+002, 3.383297e+002
2.618989e+002, 3.347086e+002
2.623810e+002, 3.354169e+002
2.628631e+002, 3.362086e+002
2.633452e+002, 3.363810e+002
2.638273e+002, 3.359279e+002
2.643094e+002, 3.339572e+002
2.647916e+002, 3.297116e+002
2.652737e+002, 3.251305e+002
2.657558e+002, 3.221433e+002
2.662379e+002, 3.212480e+002
2.667200e+002, 3.204072e+002
2.672021e+002, 3.192606e+002
2.676843e+002, 3.178287e+002
2.681664e+002, 3.161887e+002
2.686485e+002, 3.141685e+002
2.691306e+002, 3.122956e+002
2.696127e+002, 3.113632e+002
2.700948e+002, 3.118621e+002
2.705770e+002, 3.109022e+002
2.710591e+002, 3.072319e+002
2.715412e+002, 3.017900e+002
2.720233e+002, 2.994394e+002
2.725054e+002, 3.011337e+002
2.729875e+002, 3.034181e+002
2.734697e+002, 3.038343e+002
2.739518e+002, 3.021620e+002
2.744339e+002, 2.999479e+002
2.749160e+002, 2.970734e+002
2.753981e+002, 2.939610e+002
2.758802e+002, 2.919580e+002
2.763624e+002, 2.913033e+002
2.768445e+002, 2.909537e+002
2.773266e+002, 2.903259e+002
2.778087e+002, 2.894135e+002
2.782908e+002, 2.883527e+002
2.787729e+002, 2.871802e+002
2.792551e+002, 2.858420e+002
2.797372e+002, 2.841166e+002
2.802193e+002, 2.819131e+002
2.807014e+002, 2.798888e+002
2.811835e+002, 2.786159e+002
2.816656e+002, 2.780750e+002
2.821478e+002, 2.766987e+002
2.826299e+002, 2.741324e+002
2.831120e+002, 2.713002e+002
2.835941e+002, 2.702872e+002
2.840762e+002, 2.712264e+002
2.845583e+002, 2.711503e+002
2.850405e+002, 2.678249e+002
2.855226e+002, 2.617481e+002
2.860047e+002, 2.576613e+002
2.864868e+002, 2.558275e+002
2.869689e+002, 2.551961e+002
2.874510e+002, 2.545608e+002
2.879332e+002, 2.539213e+002
2.884153e+002, 2.532628e+002
2.888974e+002, 2.522637e+002
2.893795e+002, 2.512252e+002
2.898616e+002, 2.516178e+002
2.903438e+002, 2.536064e+002
2.908259e+002, 2.558803e+002
2.913080e+002, 2.573442e+002
2.917901e+002, 2.579506e+002
2.922722e+002, 2.573771e+002
2.927543e+002, 2.546930e+002
2.932365e+002, 2.511415e+002
2.937186e+002, 2.500639e+002
2.942007e+002, 2.515058e+002
2.946828e+002, 2.532068e+002
2.951649e+002, 2.528819e+002
2.956470e+002, 2.511219e+002
2.961292e+002, 2.498878e+002
2.966113e+002, 2.498576e+002
2.970934e+002, 2.504334e+002
2.975755e+002, 2.508160e+002
2.980576e+002, 2.509991e+002
2.985397e+002, 2.509092e+002
2.990219e+002, 2.501702e+002
2.995040e+002, 2.491418e+002
2.999861e+002, 2.486212e+002
3.004682e+002, 2.488274e+002
3.009503e+002, 2.494575e+002
3.014324e+002, 2.502280e+002
3.019146e+002, 2.511322e+002
3.023967e+002, 2.521705e+002
3.028788e+002, 2.535525e+002
3.033609e+002, 2.549999e+002
3.038430e+002, 2.560161e+002
3.043251e+002, 2.564394e+002
3.048073e+002, 2.567877e+002
3.052894e+002, 2.575411e+002
3.057715e+002, 2.585915e+002
3.062536e+002, 2.596996e+002
3.067357e+002, 2.607911e+002
3.072178e+002, 2.618394e+002
3.077000e+002, 2.628456e+002
3.081821e+002, 2.638217e+002
3.086642e+002, 2.645930e+002
3.091463e+002, 2.648864e+002
3.096284e+002, 2.649078e+002
3.101105e+002, 2.649834e+002
3.105927e+002, 2.652358e+002
3.110748e+002, 2.655981e+002
3.115569e+002, 2.658891e+002
3.120390e+002, 2.661193e+002
3.125211e+002, 2.668156e+002
3.130032e+002, 2.692462e+002
3.134854e+002, 2.719503e+002
3.139675e+002, 2.733418e+002
3.144496e+002, 2.717161e+002
3.149317e+002, 2.697328e+002
3.154138e+002, 2.685469e+002
3.158959e+002, 2.680884e+002
3.163781e+002, 2.678586e+002
3.168602e+002, 2.677061e+002
3.173423e+002, 2.676709e+002
3.178244e+002, 2.677563e+002
3.183065e+002, 2.677019e+002
3.187886e+002, 2.681415e+002
3.192708e+002, 2.698660e+002
3.197529e+002, 2.723245e+002
3.202350e+002, 2.739727e+002
3.207171e+002, 2.736686e+002
3.211992e+002, 2.729338e+002
3.216813e+002, 2.724687e+002
3.221635e+002, 2.723593e+002
3.226456e+002, 2.725213e+002
3.231277e+002, 2.724696e+002
3.236098e+002, 2.727464e+002
3.240919e+002, 2.742672e+002
3.245740e+002, 2.793830e+002
3.250562e+002, 2.837222e+002
3.255383e+002, 2.855622e+002
3.260204e+002, 2.840080e+002
3.265025e+002, 2.833208e+002
3.269846e+002, 2.844037e+002
3.274667e+002, 2.862282e+002
3.279489e+002, 2.877122e+002
3.284310e+002, 2.882628e+002
3.289131e+002, 2.891481e+002
3.293952e+002, 2.910865e+002
3.298773e+002, 2.941477e+002
3.303594e+002, 2.953473e+002
3.308416e+002, 2.929883e+002
3.313237e+002, 2.901984e+002
3.318058e+002, 2.892036e+002
3.322879e+002, 2.908762e+002
3.327700e+002, 2.929004e+002
3.332521e+002, 2.952501e+002
3.337343e+002, 2.978341e+002
3.342164e+002, 3.003718e+002
3.346985e+002, 3.034566e+002
3.351806e+002, 3.055264e+002
3.356627e+002, 3.053529e+002
3.361448e+002, 3.017086e+002
3.366270e+002, 2.996568e+002
3.371091e+002, 2.997295e+002
3.375912e+002, 3.011711e+002
3.380733e+002, 3.025265e+002
3.385554e+002, 3.037693e+002
3.390375e+002, 3.049751e+002
3.395197e+002, 3.061937e+002
3.400018e+002, 3.074228e+002
3.404839e+002, 3.086151e+002
3.409660e+002, 3.098520e+002
3.414481e+002, 3.108272e+002
3.419302e+002, 3.110668e+002
3.424124e+002, 3.105371e+002
3.428945e+002, 3.097423e+002
3.433766e+002, 3.088693e+002
3.438587e+002, 3.078497e+002
3.443408e+002, 3.062719e+002
3.448229e+002, 3.041021e+002
3.453051e+002, 3.016398e+002
3.457872e+002, 2.992506e+002
3.462693e+002, 2.968738e+002
3.467514e+002, 2.938917e+002
3.472335e+002, 2.899381e+002
3.477156e+002, 2.856706e+002
3.481978e+002, 2.825803e+002
3.486799e+002, 2.805895e+002
3.491620e+002, 2.786960e+002
3.496441e+002, 2.764822e+002
3.501262e+002, 2.738573e+002
3.506083e+002, 2.704118e+002
3.510905e+002, 2.658559e+002
3.515726e+002, 2.612502e+002
3.520547e+002, 2.576534e+002
3.525368e+002, 2.549792e+002
3.530189e+002, 2.529678e+002
3.535010e+002, 2.520779e+002
3.539832e+002, 2.514994e+002
3.544653e+002, 2.504465e+002
3.549474e+002, 2.488880e+002
3.554295e+002, 2.464629e+002
3.559116e+002, 2.418792e+002
3.563937e+002, 2.364286e+002
3.568759e+002, 2.321162e+002
3.573580e+002, 2.305753e+002
3.578401e+002, 2.296121e+002
3.583222e+002, 2.276490e+002
3.588043e+002, 2.248491e+002
3.592864e+002, 2.222942e+002
3.597686e+002, 2.205943e+002
3.602507e+002, 2.193578e+002
3.607328e+002, 2.182930e+002
3.612149e+002, 2.174227e+002
3.616970e+002, 2.165439e+002
3.621791e+002, 2.154832e+002
3.626613e+002, 2.143488e+002
3.631434e+002, 2.133924e+002
3.636255e+002, 2.129511e+002
3.641076e+002, 2.124960e+002
3.645897e+002, 2.118665e+002
3.650718e+002, 2.111812e+002
3.655540e+002, 2.098763e+002
3.660361e+002, 2.071292e+002
3.665182e+002, 2.039541e+002
3.670003e+002, 2.015678e+002
3.674824e+002, 1.995546e+002
3.679645e+002, 1.989132e+002
3.684467e+002, 2.005750e+002
3.689288e+002, 2.046631e+002
3.694109e+002, 2.074640e+002
3.698930e+002, 2.085927e+002
3.703751e+002, 2.087392e+002
3.708572e+002, 2.082383e+002
3.713394e+002, 2.060313e+002
3.718215e+002, 2.050112e+002
3.723036e+002, 2.058157e+002
3.727857e+002, 2.079462e+002
3.732678e+002, 2.097220e+002
3.737499e+002, 2.113591e+002
3.742321e+002, 2.122776e+002
3.747142e+002, 2.118464e+002
3.751963e+002, 2.093782e+002
3.756784e+002, 2.084830e+002
3.761605e+002, 2.093355e+002
3.766426e+002, 2.115626e+002
3.771248e+002, 2.151417e+002
3.776069e+002, 2.205859e+002
3.780890e+002, 2.244640e+002
3.785711e+002, 2.249809e+002
3.790532e+002, 2.227471e+002
3.795353e+002, 2.224396e+002
3.800175e+002, 2.243803e+002
3.804996e+002, 2.266207e+002
3.809817e+002, 2.265615e+002
3.814638e+002, 2.246597e+002
3.819459e+002, 2.250622e+002
3.824280e+002, 2.293538e+002
3.829102e+002, 2.353837e+002
3.833923e+002, 2.388748e+002
3.838744e+002, 2.400471e+002
3.843565e+002, 2.408649e+002
3.848386e+002, 2.425381e+002
3.853207e+002, 2.447602e+002
3.858029e+002, 2.467897e+002
3.862850e+002, 2.485093e+002
3.867671e+002, 2.503766e+002
3.872492e+002, 2.529045e+002
3.877313e+002, 2.559567e+002
3.882134e+002, 2.591792e+002
3.886956e+002, 2.621318e+002
3.891777e+002, 2.653187e+002
3.896598e+002, 2.697975e+002
3.901419e+002, 2.754278e+002
3.906240e+002, 2.800586e+002
3.911061e+002, 2.806930e+002
3.915883e+002, 2.804071e+002
3.920704e+002, 2.826501e+002
3.925525e+002, 2.909795e+002
3.930346e+002, 2.983813e+002
3.935167e+002, 3.009090e+002
3.939988e+002, 2.999795e+002
3.944810e+002, 2.996269e+002
3.949631e+002, 3.013080e+002
3.954452e+002, 3.038688e+002
3.959273e+002, 3.069111e+002
3.964094e+002, 3.106726e+002
3.968915e+002, 3.140013e+002
3.973737e+002, 3.168707e+002
3.978558e+002, 3.191298e+002
3.983379e+002, 3.205919e+002
3.988200e+002, 3.195546e+002
3.993021e+002, 3.195044e+002
3.997842e+002, 3.217367e+002
4.002664e+002, 3.262328e+002
4.007485e+002, 3.291233e+002
4.012306e+002, 3.288821e+002
4.017127e+002, 3.284800e+002
4.021948e+002, 3.298478e+002
4.026769e+002, 3.338112e+002
4.031591e+002, 3.378260e+002
4.036412e+002, 3.420826e+002
4.041233e+002, 3.461469e+002
4.046054e+002, 3.488947e+002
4.050875e+002, 3.499132e+002
4.055696e+002, 3.507501e+002
4.060518e+002, 3.519215e+002
4.065339e+002, 3.534261e+002
4.070160e+002, 3.554282e+002
4.074981e+002, 3.579251e+002
4.079802e+002, 3.608854e+002
4.084623e+002, 3.643446e+002
4.089445e+002, 3.683173e+002
4.094266e+002, 3.724830e+002
4.099087e+002, 3.767758e+002
4.103908e+002, 3.811961e+002
4.108729e+002, 3.858709e+002
4.113550e+002, 3.908044e+002
4.118372e+002, 3.953844e+002
4.123193e+002, 3.987984e+002
4.128014e+002, 4.016075e+002
4.132835e+002, 4.052440e+002
4.137656e+002, 4.100469e+002
4.142477e+002, 4.151702e+002
4.147299e+002, 4.197843e+002
4.152120e+002, 4.239946e+002
4.156941e+002, 4.279305e+002
4.161762e+002, 4.314281e+002
4.166583e+002, 4.348651e+002
4.171404e+002, 4.387174e+002
4.176226e+002, 4.429904e+002
4.181047e+002, 4.469634e+002
4.185868e+002, 4.495152e+002
4.190689e+002, 4.519183e+002
4.195510e+002, 4.555173e+002
4.200331e+002, 4.618277e+002
4.205153e+002, 4.677856e+002
4.209974e+002, 4.715303e+002
4.214795e+002, 4.739611e+002
4.219616e+002, 4.772037e+002
4.224437e+002, 4.836914e+002
4.229258e+002, 4.895517e+002
4.234080e+002, 4.927777e+002
4.238901e+002, 4.922704e+002
4.243722e+002, 4.928340e+002
4.248543e+002, 4.955744e+002
4.253364e+002, 4.992180e+002
4.258185e+002, 5.024904e+002
4.263007e+002, 5.047631e+002
4.267828e+002, 5.076537e+002
4.272649e+002, 5.115348e+002
4.277470e+002, 5.162535e+002
4.282291e+002, 5.209847e+002
4.287112e+002, 5.257158e+002
4.291934e+002, 5.304126e+002
4.296755e+002, 5.352103e+002
4.301576e+002, 5.401724e+002
4.306397e+002, 5.447092e+002
4.311218e+002, 5.486946e+002
4.316039e+002, 5.524016e+002
4.320861e+002, 5.565003e+002
4.325682e+002, 5.610530e+002
4.330503e+002, 5.648633e+002
4.335324e+002, 5.668907e+002
4.340145e+002, 5.680095e+002
4.344966e+002, 5.718195e+002
4.349788e+002, 5.784150e+002
4.354609e+002, 5.849677e+002
4.359430e+002, 5.888857e+002
4.364251e+002, 5.909376e+002
4.369072e+002, 5.934023e+002
4.373893e+002, 5.970349e+002
4.378715e+002, 6.003732e+002
4.383536e+002, 6.012048e+002
4.388357e+002, 6.002999e+002
4.393178e+002, 5.998055e+002
4.397999e+002, 6.015782e+002
4.402820e+002, 6.037828e+002
4.407642e+002, 6.048323e+002
4.412463e+002, 6.046375e+002
4.417284e+002, 6.036295e+002
4.422105e+002, 6.019965e+002
4.426926e+002, 5.996755e+002
4.431747e+002, 5.965822e+002
4.436569e+002, 5.920070e+002
4.441390e+002, 5.874536e+002
4.446211e+002, 5.843432e+002
4.451032e+002, 5.817302e+002
4.455853e+002, 5.769774e+002
4.460674e+002, 5.670559e+002
4.465496e+002, 5.571347e+002
4.470317e+002, 5.495936e+002
4.475138e+002, 5.459098e+002
4.479959e+002, 5.398260e+002
4.484780e+002, 5.301142e+002
4.489601e+002, 5.188528e+002
4.494423e+002, 5.077226e+002
4.499244e+002, 4.963284e+002
4.504065e+002, 4.862323e+002
4.508886e+002, 4.781732e+002
4.513707e+002, 4.715920e+002
4.518528e+002, 4.636791e+002
4.523350e+002, 4.540053e+002
4.528171e+002, 4.441244e+002
4.532992e+002, 4.346099e+002
4.537813e+002, 4.254181e+002
4.542634e+002, 4.164799e+002
4.547455e+002, 4.076093e+002
4.552277e+002, 3.993089e+002
4.557098e+002, 3.925390e+002
4.561919e+002, 3.870803e+002
4.566740e+002, 3.809298e+002
4.571561e+002, 3.732047e+002
4.576382e+002, 3.647578e+002
4.581204e+002, 3.569198e+002
4.586025e+002, 3.496901e+002
4.590846e+002, 3.435766e+002
4.595667e+002, 3.401250e+002
4.600488e+002, 3.374394e+002
4.605309e+002, 3.327006e+002
4.610131e+002, 3.251082e+002
4.614952e+002, 3.174699e+002
4.619773e+002, 3.119795e+002
4.624594e+002, 3.077353e+002
4.629415e+002, 3.033438e+002
