##NAMES=Salammoniac
##RRUFFID=R060521
##IDEAL CHEMISTRY=N^3-^H_4_Cl
##LOCALITY=Tien-Shan Mountains, Tadzhikistan, U.S.S.R
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=White dendritic
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060521
##MEASURED CHEMISTRY=NH_4_Cl_1.00_ ; N, H not measured but estimated by stoichiometry
342.4124, 437.7317
342.8945, 436.7841
343.3766, 436.0501
343.8587, 435.5128
344.3408, 435.1344
344.8229, 434.9476
345.3051, 434.6970
345.7872, 434.1372
346.2693, 433.3002
346.7514, 432.3479
347.2335, 431.2753
347.7156, 430.1718
348.1978, 429.2563
348.6799, 428.5195
349.1620, 427.8049
349.6441, 427.1803
350.1262, 426.4962
350.6083, 425.2670
351.0905, 423.2849
351.5726, 421.2734
352.0547, 420.0817
352.5368, 419.5519
353.0189, 419.2062
353.5010, 418.9751
353.9832, 418.7126
354.4653, 418.2284
354.9474, 417.5045
355.4295, 416.6689
355.9116, 415.8472
356.3937, 414.9652
356.8759, 413.9260
357.3580, 412.6048
357.8401, 411.1772
358.3222, 409.7025
358.8043, 408.1909
359.2864, 406.7831
359.7686, 405.2638
360.2507, 404.0257
360.7328, 403.5250
361.2149, 404.5367
361.6970, 405.1381
362.1791, 404.2992
362.6613, 402.4728
363.1434, 400.7054
363.6255, 399.2976
364.1076, 398.0405
364.5897, 396.8406
365.0718, 395.7196
365.5540, 394.6234
366.0361, 393.7296
366.5182, 392.7954
367.0003, 391.5305
367.4824, 389.5518
367.9645, 387.6089
368.4467, 385.8356
368.9288, 384.2708
369.4109, 382.8198
369.8930, 381.6645
370.3751, 380.4958
370.8572, 379.0733
371.3394, 377.0608
371.8215, 375.4106
372.3036, 374.3436
372.7857, 373.6834
373.2678, 372.7738
373.7499, 371.4738
374.2321, 370.1483
374.7142, 368.9648
375.1963, 367.9236
375.6784, 367.0183
376.1605, 366.3678
376.6426, 365.6974
377.1248, 364.5026
377.6069, 362.6473
378.0890, 361.0177
378.5711, 360.0467
379.0532, 359.5962
379.5353, 358.6612
380.0175, 357.1585
380.4996, 355.5527
380.9817, 354.3313
381.4638, 353.4462
381.9459, 352.4314
382.4280, 351.1758
382.9102, 349.7766
383.3923, 348.3362
383.8744, 346.8667
384.3565, 345.6420
384.8386, 345.2382
385.3207, 345.1422
385.8029, 344.1378
386.2850, 341.9375
386.7671, 339.6771
387.2492, 338.8298
387.7313, 338.8181
388.2134, 338.3421
388.6956, 336.1811
389.1777, 333.7191
389.6598, 332.2744
390.1419, 331.8291
390.6240, 331.5397
391.1061, 331.0970
391.5883, 330.4576
392.0704, 329.5655
392.5525, 328.3026
393.0346, 326.9389
393.5167, 325.4677
393.9988, 323.9644
394.4810, 322.6194
394.9631, 321.4953
395.4452, 320.5482
395.9273, 319.7717
396.4094, 319.1943
396.8915, 318.6900
397.3737, 318.3937
397.8558, 318.1015
398.3379, 317.5621
398.8200, 316.2889
399.3021, 315.2489
399.7842, 314.7522
400.2664, 314.7928
400.7485, 314.5082
401.2306, 313.4568
401.7127, 312.5060
402.1948, 312.3016
402.6769, 313.4984
403.1591, 313.9814
403.6412, 313.4014
404.1233, 312.1413
404.6054, 311.1295
405.0875, 310.4455
405.5696, 309.8073
406.0518, 309.0860
406.5339, 308.2787
407.0160, 307.6189
407.4981, 307.1552
407.9802, 306.7367
408.4623, 306.1043
408.9445, 305.2684
409.4266, 304.7546
409.9087, 304.8947
410.3908, 305.2915
410.8729, 304.8506
411.3550, 303.5996
411.8372, 302.3995
412.3193, 301.8347
412.8014, 301.7728
413.2835, 301.9401
413.7656, 302.3395
414.2477, 302.8016
414.7299, 303.1279
415.2120, 303.3672
415.6941, 303.6317
416.1762, 304.1093
416.6583, 304.5401
417.1404, 304.6242
417.6226, 304.3658
418.1047, 304.1149
418.5868, 303.9017
419.0689, 303.8663
419.5510, 304.1816
420.0331, 305.3932
420.5153, 306.2831
420.9974, 306.1096
421.4795, 305.2414
421.9616, 304.6139
422.4437, 304.6038
422.9258, 304.7694
423.4080, 305.0152
423.8901, 305.4662
424.3722, 305.5423
424.8543, 304.6914
425.3364, 303.7008
425.8185, 303.3590
426.3007, 304.2017
426.7828, 304.9121
427.2649, 305.2443
427.7470, 305.2682
428.2291, 305.4494
428.7112, 305.8084
429.1934, 306.2813
429.6755, 306.9069
430.1576, 307.7649
430.6397, 308.3120
431.1218, 308.4748
431.6039, 308.4118
432.0861, 308.2942
432.5682, 308.1067
433.0503, 308.1154
433.5324, 308.4486
434.0145, 309.0429
434.4966, 309.7237
434.9788, 310.4974
435.4609, 311.2416
435.9430, 311.8661
436.4251, 312.3904
436.9072, 312.8763
437.3893, 313.3646
437.8715, 313.7570
438.3536, 313.7906
438.8357, 313.6135
439.3178, 313.6389
439.7999, 314.2115
440.2820, 314.9971
440.7642, 315.6827
441.2463, 316.2526
441.7284, 316.8534
442.2105, 317.7601
442.6926, 318.6456
443.1747, 319.1849
443.6569, 318.9214
444.1390, 318.7374
444.6211, 318.8742
445.1032, 319.2935
445.5853, 319.8828
446.0674, 320.9082
446.5496, 321.8563
447.0317, 322.4998
447.5138, 322.7082
447.9959, 323.0577
448.4780, 323.7121
448.9601, 324.4106
449.4423, 324.9004
449.9244, 325.0931
450.4065, 325.2628
450.8886, 325.4249
451.3707, 325.5974
451.8528, 325.8263
452.3350, 326.0586
452.8171, 326.5083
453.2992, 327.4696
453.7813, 328.9538
454.2634, 329.8678
454.7455, 330.1112
455.2277, 330.0312
455.7098, 330.0285
456.1919, 330.0896
456.6740, 330.1393
457.1561, 330.1241
457.6382, 330.1062
458.1204, 330.1521
458.6025, 330.2754
459.0846, 330.5600
459.5667, 331.3433
460.0488, 332.2192
460.5309, 332.5382
461.0131, 332.0663
461.4952, 331.7257
461.9773, 332.4505
462.4594, 333.6545
462.9415, 334.4893
463.4236, 334.0761
463.9058, 333.7377
464.3879, 334.2871
464.8700, 335.5930
465.3521, 336.4131
465.8342, 335.7154
466.3163, 334.9849
466.7985, 335.0971
467.2806, 336.8255
467.7627, 338.0846
468.2448, 338.4324
468.7269, 338.4550
469.2090, 339.0509
469.6912, 340.8048
470.1733, 342.0489
470.6554, 342.2016
471.1375, 341.4189
471.6196, 341.2943
472.1017, 342.0302
472.5839, 342.8538
473.0660, 343.2783
473.5481, 343.2990
474.0302, 343.0739
474.5123, 342.5255
474.9944, 341.9881
475.4766, 342.0467
475.9587, 342.6186
476.4408, 343.1554
476.9229, 343.3584
477.4050, 343.4459
477.8871, 343.6573
478.3693, 344.0207
478.8514, 344.7682
479.3335, 346.4622
479.8156, 348.4708
480.2977, 349.9572
480.7798, 350.6139
481.2620, 351.2769
481.7441, 352.4376
482.2262, 353.9032
482.7083, 355.3900
483.1904, 356.1050
483.6725, 357.5004
484.1547, 361.1044
484.6368, 366.5882
485.1189, 369.7045
485.6010, 369.0852
486.0831, 366.5011
486.5652, 362.6639
487.0474, 356.1873
487.5295, 351.4315
488.0116, 349.1296
488.4937, 348.0590
488.9758, 346.4086
489.4579, 343.7810
489.9401, 341.7943
490.4222, 340.9116
490.9043, 340.9522
491.3864, 341.0953
491.8685, 341.3482
492.3506, 341.6619
492.8328, 342.1940
493.3149, 342.8079
493.7970, 342.7868
494.2791, 342.0001
494.7612, 340.9779
495.2433, 340.2349
495.7255, 339.7254
496.2076, 339.3264
496.6897, 339.0817
497.1718, 338.8472
497.6539, 338.3921
498.1360, 337.8048
498.6182, 337.4156
499.1003, 337.7422
499.5824, 338.0965
500.0645, 337.8813
500.5466, 336.8364
501.0287, 336.0984
501.5109, 336.3485
501.9930, 336.9015
502.4751, 337.0709
502.9572, 336.4372
503.4393, 335.8038
503.9214, 335.2411
504.4036, 334.7437
504.8857, 334.2879
505.3678, 333.9164
505.8499, 333.5027
506.3320, 332.9646
506.8141, 332.2862
507.2963, 331.7727
507.7784, 331.4698
508.2605, 331.1979
508.7426, 330.6554
509.2247, 329.8799
509.7068, 329.5180
510.1890, 329.8352
510.6711, 330.3403
511.1532, 330.1678
511.6353, 329.4199
512.1174, 328.6087
512.5995, 327.9253
513.0817, 327.3547
513.5638, 326.9775
514.0459, 326.7755
514.5280, 326.4071
515.0101, 325.4471
515.4922, 324.3261
515.9744, 323.4725
516.4565, 323.1006
516.9386, 322.7481
517.4207, 322.3581
517.9028, 321.8778
518.3849, 321.2191
518.8671, 320.0839
519.3492, 319.0770
519.8313, 318.3833
520.3134, 317.9794
520.7955, 317.4374
521.2776, 316.7516
521.7598, 315.9259
522.2419, 314.8673
522.7240, 313.4297
523.2061, 312.5769
523.6882, 312.4957
524.1703, 312.6241
524.6525, 312.2556
525.1346, 311.4084
525.6167, 310.3282
526.0988, 309.0216
526.5809, 307.6134
527.0630, 306.2606
527.5452, 304.9912
528.0273, 303.9207
528.5094, 303.3463
528.9915, 302.8804
529.4736, 301.9055
529.9557, 300.3461
530.4379, 299.1272
530.9200, 299.1906
531.4021, 299.6637
531.8842, 299.6815
532.3663, 298.8022
532.8484, 297.7759
533.3306, 296.6559
533.8127, 295.5190
534.2948, 294.5649
534.7769, 294.2135
535.2590, 293.5561
535.7411, 292.2580
536.2233, 290.3545
536.7054, 288.7854
537.1875, 287.6396
537.6696, 286.6936
538.1517, 285.8105
538.6339, 285.0000
539.1160, 284.2672
539.5981, 283.6262
540.0802, 283.0419
540.5623, 282.5412
541.0444, 282.0772
541.5266, 281.3451
542.0087, 280.0848
542.4908, 278.6976
542.9729, 277.8077
543.4550, 277.3268
543.9371, 276.8749
544.4193, 276.2064
544.9014, 275.4888
545.3835, 274.9176
545.8656, 274.5226
546.3477, 273.9517
546.8298, 273.0161
547.3120, 271.8547
547.7941, 270.5855
548.2762, 269.0203
548.7583, 267.6164
549.2404, 266.3518
549.7225, 265.2798
550.2047, 264.5336
550.6868, 264.3292
551.1689, 264.0397
551.6510, 263.5525
552.1331, 262.8613
552.6152, 261.8277
553.0974, 260.3658
553.5795, 259.0052
554.0616, 258.1819
554.5437, 257.8010
555.0258, 257.3242
555.5079, 256.7299
555.9901, 256.0054
556.4722, 254.9845
556.9543, 253.8324
557.4364, 252.9210
557.9185, 252.5160
558.4006, 252.1208
558.8828, 251.1724
559.3649, 249.9229
559.8470, 248.9378
560.3291, 248.6100
560.8112, 248.4377
561.2933, 248.2619
561.7755, 248.0684
562.2576, 247.7036
562.7397, 247.1281
563.2218, 246.3821
563.7039, 245.4034
564.1860, 243.8511
564.6682, 243.0385
565.1503, 243.3385
565.6324, 243.9093
566.1145, 243.5958
566.5966, 242.2984
567.0787, 241.0338
567.5609, 239.9475
568.0430, 239.1178
568.5251, 238.9557
569.0072, 239.3608
569.4893, 239.5297
569.9714, 238.7918
570.4536, 237.6612
570.9357, 236.8827
571.4178, 236.4542
571.8999, 236.0449
572.3820, 235.2838
572.8641, 234.5381
573.3463, 234.1810
573.8284, 234.4192
574.3105, 234.6410
574.7926, 234.7941
575.2747, 234.7795
575.7568, 234.4653
576.2390, 233.5066
576.7211, 232.6819
577.2032, 232.0642
577.6853, 231.6408
578.1674, 231.4111
578.6495, 231.4283
579.1317, 231.4961
579.6138, 231.6296
580.0959, 231.7787
580.5780, 231.3631
581.0601, 230.3181
581.5422, 229.3978
582.0244, 229.3978
582.5065, 229.9975
582.9886, 230.4619
583.4707, 230.7330
583.9528, 230.6838
584.4349, 229.8452
584.9171, 228.7040
585.3992, 227.9897
585.8813, 228.4917
586.3634, 228.8878
586.8455, 228.4157
587.3276, 227.3979
587.8098, 226.7343
588.2919, 226.8418
588.7740, 227.0813
589.2561, 227.3486
589.7382, 227.6481
590.2203, 227.6004
590.7025, 227.0125
591.1846, 226.4236
591.6667, 226.2649
592.1488, 226.5865
592.6309, 226.5601
593.1130, 226.0944
593.5952, 225.5238
594.0773, 225.3197
594.5594, 225.3735
595.0415, 225.2246
595.5236, 224.6295
596.0057, 224.0342
596.4879, 224.0293
596.9700, 224.4164
597.4521, 224.7309
597.9342, 224.6501
598.4163, 224.5324
598.8984, 224.5656
599.3806, 224.7445
599.8627, 224.9686
600.3448, 225.4130
600.8269, 225.7214
601.3090, 225.6510
601.7911, 224.9965
602.2733, 224.8091
602.7554, 225.3160
603.2375, 225.9682
603.7196, 226.2938
604.2017, 226.2922
604.6838, 225.8702
605.1660, 224.8148
605.6481, 223.7965
606.1302, 224.1916
606.6123, 225.6910
607.0944, 226.8359
607.5765, 226.8424
608.0587, 226.4795
608.5408, 226.5988
609.0229, 227.1087
609.5050, 227.6883
609.9871, 228.4347
610.4692, 228.9794
610.9514, 228.9914
611.4335, 228.4184
611.9156, 227.9645
612.3977, 227.6000
612.8798, 227.5332
613.3619, 227.9483
613.8441, 229.2930
614.3262, 229.9999
614.8083, 229.7997
615.2904, 229.3393
615.7725, 229.5294
616.2546, 230.4269
616.7368, 230.9893
617.2189, 230.9374
617.7010, 230.6066
618.1831, 230.6216
618.6652, 230.8996
619.1473, 231.1082
619.6295, 231.0800
620.1116, 230.9061
620.5937, 230.4832
621.0758, 229.9202
621.5579, 229.7558
622.0400, 230.6507
622.5222, 231.7120
623.0043, 232.4208
623.4864, 232.6670
623.9685, 232.9120
624.4506, 233.0945
624.9327, 233.3789
625.4149, 233.9543
625.8970, 235.0950
626.3791, 235.5656
626.8612, 235.0109
627.3433, 234.3070
627.8254, 235.1056
628.3076, 237.2926
628.7897, 238.2790
629.2718, 237.0285
629.7539, 234.9081
630.2360, 233.9790
630.7181, 234.0065
631.2003, 234.2676
631.6824, 234.4308
632.1645, 234.6642
632.6466, 235.2006
633.1287, 235.9796
633.6108, 236.5711
634.0930, 236.6628
634.5751, 236.6756
635.0572, 236.7792
635.5393, 236.9595
636.0214, 237.3802
636.5035, 238.2629
636.9857, 239.1154
637.4678, 239.4787
637.9499, 239.2437
638.4320, 239.3346
638.9141, 239.8794
639.3962, 240.5478
639.8784, 240.8702
640.3605, 240.9206
640.8426, 241.0556
641.3247, 241.4552
641.8068, 241.8265
642.2889, 241.6921
642.7711, 241.2904
643.2532, 241.1586
643.7353, 241.7861
644.2174, 242.5009
644.6995, 243.0772
645.1816, 243.4915
645.6638, 243.6725
646.1459, 243.0144
646.6280, 242.7461
647.1101, 243.4908
647.5922, 245.3398
648.0743, 246.3315
648.5565, 246.1873
649.0386, 245.8775
649.5207, 246.2482
650.0028, 247.1902
650.4849, 247.7285
650.9670, 247.7520
651.4492, 247.6242
651.9313, 247.6206
652.4134, 247.7608
652.8955, 248.1158
653.3776, 248.8276
653.8597, 249.4895
654.3419, 249.8716
654.8240, 250.0383
655.3061, 250.0800
655.7882, 249.7545
656.2703, 249.6196
656.7524, 249.8579
657.2346, 250.3810
657.7167, 250.9566
658.1988, 251.6447
658.6809, 252.2622
659.1630, 252.7781
659.6451, 253.1740
660.1273, 253.2495
660.6094, 252.9829
661.0915, 252.7980
661.5736, 253.0794
662.0557, 253.6073
662.5378, 253.8962
663.0200, 253.9215
663.5021, 254.0499
663.9842, 254.7460
664.4663, 255.5503
664.9484, 255.9979
665.4305, 255.8873
665.9127, 255.7917
666.3948, 255.6400
666.8769, 255.6904
667.3590, 256.2361
667.8411, 257.6988
668.3232, 258.7753
668.8054, 259.3319
669.2875, 259.4945
669.7696, 259.3632
670.2517, 258.9290
670.7338, 258.6279
671.2159, 258.5755
671.6981, 258.7411
672.1802, 259.1407
672.6623, 259.7279
673.1444, 260.3524
673.6265, 261.1272
674.1086, 261.7469
674.5908, 261.9034
675.0729, 261.6557
675.5550, 261.4194
676.0371, 261.3801
676.5192, 261.3332
677.0013, 261.1573
677.4835, 260.8290
677.9656, 260.6320
678.4477, 260.5746
678.9298, 260.6310
679.4119, 260.7020
679.8940, 260.7867
680.3762, 261.4972
680.8583, 262.9638
681.3404, 264.3868
681.8225, 264.9420
682.3046, 264.8510
682.7867, 264.5100
683.2689, 263.8964
683.7510, 263.4124
684.2331, 263.3982
684.7152, 263.6784
685.1973, 264.0321
685.6794, 264.6740
686.1616, 265.0641
686.6437, 264.8873
687.1258, 264.4585
687.6079, 264.3630
688.0900, 264.7663
688.5721, 265.0647
689.0543, 265.0738
689.5364, 264.9037
690.0185, 264.8293
690.5006, 264.8529
690.9827, 265.0627
691.4648, 265.8530
691.9470, 266.6757
692.4291, 266.4260
692.9112, 265.3161
693.3933, 264.5287
693.8754, 265.0587
694.3575, 265.8557
694.8397, 266.1914
695.3218, 265.9645
695.8039, 265.9521
696.2860, 266.5517
696.7681, 267.1209
697.2502, 267.3419
697.7324, 267.1627
698.2145, 266.8610
698.6966, 266.3878
699.1787, 265.9345
699.6608, 265.6834
700.1429, 265.6158
