##NAMES=Uchucchacuaite
##RRUFFID=R100213
##IDEAL CHEMISTRY=Ag^1+^Mn^2+^Pb^2+^_3_Sb^3+^_5_S^2-^_12_
##LOCALITY=Uchuc-Chacua, Lima, Peru
##OWNER=RRUFF
##SOURCE=Mark N. Feinglos
##DESCRIPTION=Bright silver metallic massive, associated with quartz
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R100213
##MEASURED CHEMISTRY=Ag_0.99_(Mn_0.92_Pb_0.03_Sb_0.02_Bi_0.01_)_Σ=0.98_Pb_3.00_Sb_5.00_S_12.00_ ; (Note: bright phase is galena, PbS)
285.3284, 100.5477
285.8105, 99.27434
286.2926, 94.78127
286.7747, 90.05994
287.2569, 89.95469
287.7390, 94.27709
288.2211, 98.05108
288.7032, 99.24006
289.1853, 98.22751
289.6674, 96.45647
290.1496, 93.79758
290.6317, 91.17845
291.1138, 89.35890
291.5959, 88.37949
292.0780, 88.59368
292.5602, 90.58713
293.0423, 93.67155
293.5244, 96.70734
294.0065, 99.74318
294.4886, 101.1677
294.9707, 97.72656
295.4529, 91.03383
295.9350, 87.14261
296.4171, 88.52420
296.8992, 92.65724
297.3813, 96.36243
297.8634, 99.45334
298.3456, 99.79469
298.8277, 92.35361
299.3098, 81.10319
299.7919, 75.30433
300.2740, 78.34234
300.7561, 85.02597
301.2383, 89.48543
301.7204, 91.95286
302.2025, 93.14751
302.6846, 92.65015
303.1667, 91.44180
303.6488, 91.07535
304.1310, 91.95908
304.6131, 93.17232
305.0952, 94.41783
305.5773, 95.35108
306.0594, 95.04305
306.5415, 91.31245
307.0237, 86.93027
307.5058, 85.05428
307.9879, 86.25356
308.4700, 88.15120
308.9521, 89.92653
309.4343, 91.06064
309.9164, 90.70898
310.3985, 87.06199
310.8806, 82.76517
311.3627, 79.41316
311.8448, 77.04604
312.3270, 76.30787
312.8091, 78.90770
313.2912, 82.92468
313.7733, 86.09004
314.2554, 86.91023
314.7375, 87.27354
315.2197, 88.20048
315.7018, 89.61799
316.1839, 90.76572
316.6660, 91.20600
317.1481, 91.28434
317.6302, 91.27345
318.1124, 91.19238
318.5945, 91.09309
319.0766, 91.16502
319.5587, 91.27341
320.0408, 90.95813
320.5229, 88.88844
321.0051, 87.18583
321.4872, 87.19389
321.9693, 90.27512
322.4514, 92.88916
322.9335, 94.74014
323.4156, 95.61922
323.8978, 95.12301
324.3799, 91.08640
324.8620, 87.48603
325.3441, 85.85162
325.8262, 86.88830
326.3083, 88.05273
326.7905, 90.17619
327.2726, 92.00005
327.7547, 91.95708
328.2368, 86.57365
328.7189, 82.89642
329.2010, 82.76425
329.6832, 86.54153
330.1653, 89.85128
330.6474, 93.95080
331.1295, 96.67400
331.6116, 96.00703
332.0938, 88.45229
332.5759, 83.09986
333.0580, 81.75996
333.5401, 83.85378
334.0222, 85.20208
334.5043, 85.77662
334.9865, 85.66478
335.4686, 84.55061
335.9507, 81.24565
336.4328, 80.35112
336.9149, 82.97293
337.3970, 87.74668
337.8792, 91.21734
338.3613, 93.64727
338.8434, 94.20293
339.3255, 91.28294
339.8076, 83.83475
340.2898, 81.56239
340.7719, 85.80945
341.2540, 92.87399
341.7361, 97.54939
342.2182, 99.59103
342.7003, 100.8358
343.1825, 101.6907
343.6646, 102.2233
344.1467, 103.1193
344.6288, 104.6007
345.1109, 105.3638
345.5930, 102.8625
346.0752, 97.64589
346.5573, 95.31712
347.0394, 98.71471
347.5215, 104.5146
348.0036, 104.6933
348.4857, 99.36005
348.9679, 93.45024
349.4500, 90.51183
349.9321, 89.83733
350.4142, 89.40282
350.8963, 88.89930
351.3784, 88.50904
351.8606, 88.77895
352.3427, 89.46753
352.8248, 89.67930
353.3069, 89.00346
353.7890, 87.51074
354.2711, 84.68058
354.7533, 80.23172
355.2354, 76.73960
355.7175, 77.83265
356.1996, 81.28053
356.6817, 83.19323
357.1638, 79.86018
357.6460, 75.88241
358.1281, 75.27320
358.6102, 77.78907
359.0923, 79.82652
359.5744, 78.37630
360.0565, 75.87410
360.5387, 74.72779
361.0208, 76.58540
361.5029, 78.69191
361.9850, 80.40842
362.4671, 81.51697
362.9492, 81.29762
363.4314, 77.36320
363.9135, 73.58779
364.3956, 72.30778
364.8777, 74.92731
365.3598, 77.44160
365.8419, 79.54578
366.3241, 80.92564
366.8062, 81.08470
367.2883, 78.42976
367.7704, 76.01779
368.2526, 74.47813
368.7347, 73.77436
369.2168, 74.36333
369.6989, 78.97464
370.1810, 83.19052
370.6631, 83.11913
371.1453, 73.27074
371.6274, 67.42131
372.1095, 68.90821
372.5916, 76.32404
373.0737, 80.09686
373.5558, 78.57552
374.0380, 75.91675
374.5201, 74.36793
375.0022, 74.32011
375.4843, 74.18716
375.9664, 74.06466
376.4485, 73.70527
376.9307, 72.06463
377.4128, 68.46552
377.8949, 66.58813
378.3770, 69.05289
378.8591, 75.48803
379.3412, 77.94678
379.8234, 75.63533
380.3055, 72.07328
380.7876, 71.68209
381.2697, 74.22778
381.7518, 75.44250
382.2339, 73.47603
382.7161, 70.03515
383.1982, 69.28283
383.6803, 71.15318
384.1624, 73.57162
384.6445, 75.05006
385.1266, 75.89140
385.6088, 77.10493
386.0909, 79.18299
386.5730, 80.58408
387.0551, 78.32969
387.5372, 73.71841
388.0193, 70.43826
388.5015, 71.86584
388.9836, 74.86367
389.4657, 76.27381
389.9478, 75.91454
390.4299, 74.41326
390.9120, 70.59703
391.3942, 66.37852
391.8763, 64.17857
392.3584, 65.63715
392.8405, 68.53719
393.3226, 73.08071
393.8047, 78.59070
394.2869, 81.96570
394.7690, 80.62310
395.2511, 77.71004
395.7332, 74.97720
396.2154, 72.25493
396.6975, 70.66465
397.1796, 71.77248
397.6617, 73.94210
398.1438, 74.36825
398.6259, 68.59122
399.1081, 65.01377
399.5902, 67.34161
400.0723, 77.00465
400.5544, 82.61501
401.0365, 81.83231
401.5186, 78.72838
402.0008, 76.56768
402.4829, 75.67301
402.9650, 75.07985
403.4471, 74.69279
403.9292, 74.52772
404.4113, 74.61156
404.8935, 74.84549
405.3756, 75.54733
405.8577, 77.35132
406.3398, 80.64588
406.8219, 81.79544
407.3040, 80.23229
407.7862, 77.53743
408.2683, 76.12120
408.7504, 76.03685
409.2325, 75.45739
409.7146, 73.41869
410.1967, 70.50535
410.6789, 68.19817
411.1610, 66.46625
411.6431, 66.09571
412.1252, 69.09227
412.6073, 74.08823
413.0894, 77.07560
413.5716, 76.95668
414.0537, 75.16171
414.5358, 72.23109
415.0179, 68.80424
415.5000, 66.87466
415.9821, 69.57413
416.4643, 73.23897
416.9464, 72.94730
417.4285, 67.98351
417.9106, 64.87711
418.3927, 70.63522
418.8748, 79.72062
419.3570, 85.45977
419.8391, 82.99718
420.3212, 79.34571
420.8033, 77.08654
421.2854, 76.03886
421.7675, 75.24685
422.2497, 74.22805
422.7318, 73.52962
423.2139, 73.70741
423.6960, 76.02214
424.1781, 76.57814
424.6602, 72.80920
425.1424, 67.61440
425.6245, 65.28110
426.1066, 67.42534
426.5887, 70.48545
427.0709, 74.52454
427.5530, 79.54037
428.0351, 81.46084
428.5172, 78.34673
428.9993, 74.81660
429.4814, 74.57393
429.9636, 78.86148
430.4457, 81.69032
430.9278, 82.60070
431.4099, 81.76557
431.8920, 78.66924
432.3741, 72.77865
432.8563, 68.59384
433.3384, 69.05030
433.8205, 73.34274
434.3026, 75.72775
434.7847, 76.01373
435.2668, 76.03310
435.7490, 78.08432
436.2311, 81.53201
436.7132, 84.09789
437.1953, 85.29343
437.6774, 85.18430
438.1595, 83.23258
438.6417, 79.84515
439.1238, 76.70556
439.6059, 74.67162
440.0880, 73.48228
440.5701, 72.79420
441.0522, 72.51917
441.5344, 73.12522
442.0165, 75.99631
442.4986, 79.56216
442.9807, 81.88180
443.4628, 81.22026
443.9449, 80.26546
444.4271, 80.41734
444.9092, 81.35310
445.3913, 81.16516
445.8734, 77.90237
446.3555, 74.54008
446.8376, 72.47959
447.3198, 71.77285
447.8019, 72.57658
448.2840, 77.09231
448.7661, 82.16907
449.2482, 83.12306
449.7303, 76.85182
450.2125, 71.72018
450.6946, 69.67771
451.1767, 70.51749
451.6588, 71.23245
452.1409, 71.73089
452.6230, 72.33031
453.1052, 73.38445
453.5873, 74.97016
454.0694, 76.00707
454.5515, 76.23851
455.0337, 76.24685
455.5158, 77.43912
455.9979, 79.68201
456.4800, 80.82789
456.9621, 79.21928
457.4442, 76.10388
457.9264, 74.22318
458.4085, 73.56747
458.8906, 73.84196
459.3727, 75.01839
459.8548, 76.92687
460.3369, 79.67100
460.8191, 84.22471
461.3012, 87.41148
461.7833, 85.49012
462.2654, 80.35901
462.7475, 75.97849
463.2296, 73.78289
463.7118, 72.99431
464.1939, 73.59458
464.6760, 75.59594
465.1581, 77.40611
465.6402, 79.50304
466.1223, 80.62944
466.6045, 79.85371
467.0866, 72.48861
467.5687, 68.89120
468.0508, 72.44221
468.5329, 79.82895
469.0150, 83.61585
469.4972, 81.37896
469.9793, 79.17280
470.4614, 79.10791
470.9435, 81.35573
471.4256, 82.25405
471.9077, 81.54476
472.3899, 80.00578
472.8720, 77.95562
473.3541, 75.23782
473.8362, 73.85498
474.3183, 74.53207
474.8004, 75.94168
475.2826, 74.96873
475.7647, 71.82122
476.2468, 69.45829
476.7289, 69.65474
477.2110, 71.65280
477.6931, 74.70908
478.1753, 78.80736
478.6574, 81.01257
479.1395, 75.80581
479.6216, 68.02380
480.1037, 65.43848
480.5858, 72.98571
481.0680, 80.61723
481.5501, 79.56934
482.0322, 73.61172
482.5143, 70.61089
482.9964, 77.35145
483.4786, 84.55077
483.9607, 87.90562
484.4428, 86.92219
484.9249, 84.64559
485.4070, 79.18407
485.8892, 74.18196
486.3713, 72.33847
486.8534, 76.59596
487.3355, 79.72952
487.8176, 81.70224
488.2997, 82.40616
488.7819, 81.29798
489.2640, 77.17741
489.7461, 73.98489
490.2282, 73.31582
490.7103, 74.97942
491.1924, 75.83463
491.6746, 75.84470
492.1567, 75.22485
492.6388, 73.81263
493.1209, 71.73674
493.6030, 70.27988
494.0851, 69.59660
494.5673, 69.56032
495.0494, 70.12099
495.5315, 71.21026
496.0136, 72.55823
496.4957, 74.04939
496.9778, 75.73331
497.4600, 78.27663
497.9421, 81.46896
498.4242, 83.43245
498.9063, 81.89884
499.3884, 79.31275
499.8705, 77.83630
500.3527, 78.32323
500.8348, 78.88356
501.3169, 79.16920
501.7990, 79.04508
502.2811, 78.31127
502.7632, 75.05574
503.2454, 73.21339
503.7275, 74.38456
504.2096, 78.20827
504.6917, 80.79948
505.1738, 81.59048
505.6559, 81.89155
506.1381, 82.60110
506.6202, 84.29459
507.1023, 83.54401
507.5844, 79.13702
508.0665, 74.46703
508.5486, 75.13287
509.0308, 81.30090
509.5129, 85.69801
509.9950, 86.16592
510.4771, 84.02647
510.9592, 81.31678
511.4413, 78.20285
511.9235, 76.13841
512.4056, 76.98315
512.8877, 79.10610
513.3698, 80.34964
513.8519, 80.57902
514.3340, 79.47903
514.8162, 74.99628
515.2983, 69.71833
515.7804, 66.79729
516.2625, 68.51232
516.7446, 71.03815
517.2267, 73.55912
517.7089, 75.77644
518.1910, 76.91496
518.6731, 76.11303
519.1552, 74.86192
519.6373, 73.37252
520.1194, 71.51409
520.6016, 70.78310
521.0837, 71.76044
521.5658, 73.22095
522.0479, 74.29954
522.5300, 74.86408
523.0121, 75.52112
523.4943, 76.39914
523.9764, 77.26702
524.4585, 77.48997
524.9406, 77.03777
525.4227, 77.22446
525.9048, 79.35629
526.3870, 82.03770
526.8691, 80.49893
527.3513, 75.11003
527.8334, 71.48644
528.3155, 76.36838
528.7976, 84.53170
529.2797, 87.91418
529.7618, 84.94781
530.2440, 80.97911
530.7261, 78.45105
531.2082, 77.59035
531.6903, 78.72822
532.1724, 85.91175
532.6545, 90.94246
533.1367, 89.24733
533.6188, 82.93571
534.1009, 79.51619
534.5830, 83.98648
535.0651, 87.76823
535.5472, 87.54417
536.0294, 82.48051
536.5115, 79.50793
536.9936, 79.47974
537.4757, 80.34909
537.9578, 80.56058
538.4399, 80.10062
538.9221, 78.77058
539.4042, 75.93532
539.8863, 73.26558
540.3684, 74.78964
540.8505, 80.05659
541.3326, 83.57793
541.8148, 81.73914
542.2969, 77.61225
542.7790, 76.97356
543.2611, 79.43664
543.7432, 81.86759
544.2253, 82.78614
544.7075, 82.25575
545.1896, 79.73071
545.6717, 74.60845
546.1538, 70.54733
546.6359, 69.73100
547.1180, 70.73770
547.6002, 72.07447
548.0823, 73.24292
548.5644, 74.89123
549.0465, 77.88566
549.5286, 81.48838
550.0107, 83.51750
550.4929, 83.13139
550.9750, 82.43120
551.4571, 82.08853
551.9392, 82.10459
552.4213, 81.49422
552.9034, 79.81435
553.3856, 78.86823
553.8677, 81.08257
554.3498, 86.03286
554.8319, 88.31995
555.3140, 87.08363
555.7961, 84.30667
556.2783, 81.81423
556.7604, 79.81413
557.2425, 78.99168
557.7246, 80.23954
558.2067, 82.10735
558.6888, 83.95124
559.1710, 85.40146
559.6531, 85.13914
560.1352, 80.14656
560.6173, 75.12617
561.0994, 72.81416
561.5815, 73.56824
562.0637, 75.72672
562.5458, 81.56220
563.0279, 86.98203
563.5100, 89.02706
563.9921, 85.54012
564.4742, 82.29922
564.9564, 78.87583
565.4385, 76.18652
565.9206, 76.40556
566.4027, 80.32931
566.8848, 83.02837
567.3669, 82.50264
567.8491, 80.04994
568.3312, 80.34570
568.8133, 83.26485
569.2954, 85.54556
569.7775, 84.70231
570.2596, 81.88779
570.7418, 78.61977
571.2239, 74.90698
571.7060, 72.55218
572.1881, 74.26782
572.6702, 77.47726
573.1523, 79.30466
573.6345, 78.44910
574.1166, 77.16356
574.5987, 75.85293
575.0808, 74.74175
575.5629, 74.18680
576.0450, 74.96605
576.5272, 75.50303
577.0093, 75.20650
577.4914, 74.30869
577.9735, 74.48586
578.4556, 76.30460
578.9377, 78.02453
579.4199, 78.65919
579.9020, 78.17382
580.3841, 78.44619
580.8662, 79.70203
581.3483, 80.52239
581.8304, 78.85358
582.3126, 75.47205
582.7947, 72.96468
583.2768, 71.70077
583.7589, 71.76158
584.2410, 73.68496
584.7231, 76.96044
585.2053, 80.57779
585.6874, 87.41470
586.1696, 91.41069
586.6517, 86.60149
587.1338, 75.28651
587.6159, 67.72034
588.0980, 69.40041
588.5801, 72.86042
589.0623, 75.17122
589.5444, 76.15373
590.0265, 76.65108
590.5086, 75.61424
590.9907, 75.43123
591.4728, 79.14243
591.9550, 88.09977
592.4371, 91.37170
592.9192, 86.86803
593.4013, 79.52199
593.8834, 76.17464
594.3655, 76.41422
594.8477, 77.78059
595.3298, 79.95879
595.8119, 82.25191
596.2940, 83.94199
596.7761, 84.97717
597.2582, 85.23705
597.7404, 83.40508
598.2225, 81.73417
598.7046, 82.54067
599.1867, 85.88181
599.6688, 87.55016
600.1509, 84.71186
600.6331, 80.95959
601.1152, 78.63699
601.5973, 78.85538
602.0794, 77.81557
602.5615, 73.80212
603.0436, 70.18541
603.5258, 71.90974
604.0079, 80.64552
604.4900, 85.28479
604.9721, 82.89990
605.4542, 77.18593
605.9363, 75.47730
606.4185, 77.43457
606.9006, 79.96842
607.3827, 82.39296
607.8648, 84.10696
608.3469, 83.27882
608.8290, 80.45515
609.3112, 78.75599
609.7933, 81.81491
610.2754, 85.44089
610.7575, 86.23253
611.2396, 83.44978
611.7217, 80.65229
612.2039, 78.12986
612.6860, 76.41920
613.1681, 75.97413
613.6502, 77.67919
614.1323, 79.12807
614.6144, 80.43332
615.0966, 81.34155
615.5787, 81.52183
616.0608, 80.95651
616.5429, 79.56597
617.0250, 76.81254
617.5071, 73.82079
617.9893, 74.06424
618.4714, 77.03699
618.9535, 78.78814
619.4356, 75.37261
619.9177, 70.62001
620.3998, 69.75833
620.8820, 72.49232
621.3641, 75.56700
621.8462, 77.28647
622.3283, 78.60599
622.8104, 80.45385
623.2925, 83.42749
623.7747, 85.01047
624.2568, 83.32111
624.7389, 80.94981
625.2210, 79.99833
625.7031, 81.14694
626.1852, 82.34515
626.6674, 83.84444
627.1495, 84.92444
627.6316, 83.81162
628.1137, 80.37043
628.5958, 78.21955
629.0779, 78.99390
629.5601, 80.97684
630.0422, 80.18369
630.5243, 77.30611
631.0064, 75.57898
631.4885, 78.40260
631.9706, 82.12390
632.4528, 82.89613
632.9349, 80.88252
633.4170, 79.36330
633.8991, 81.56590
634.3812, 83.34892
634.8633, 81.46787
635.3455, 73.22569
635.8276, 69.19984
636.3097, 71.68104
636.7918, 76.54668
637.2739, 80.63416
637.7560, 83.95987
638.2382, 86.30278
638.7203, 87.62267
639.2024, 87.94553
639.6845, 87.14930
640.1666, 85.29739
640.6487, 82.78175
641.1309, 78.88891
641.6130, 75.53030
642.0951, 76.54960
642.5772, 80.46709
643.0594, 83.07278
643.5415, 80.73660
644.0236, 77.86457
644.5057, 77.13548
644.9879, 78.42857
645.4700, 79.74937
645.9521, 81.23769
646.4342, 82.08842
646.9163, 81.73709
647.3984, 79.85581
647.8806, 79.14853
648.3627, 80.25134
648.8448, 81.33086
649.3269, 80.57183
649.8090, 77.97739
650.2911, 76.35332
650.7733, 75.92163
651.2554, 76.32156
651.7375, 77.03599
652.2196, 78.24725
652.7017, 80.72866
653.1838, 85.89989
653.6660, 90.01028
654.1481, 88.58081
654.6302, 84.32858
655.1123, 82.03734
655.5944, 86.04021
656.0765, 89.34286
656.5587, 89.50818
657.0408, 87.06482
657.5229, 84.62759
658.0050, 81.74493
658.4871, 79.69218
658.9692, 78.81339
659.4514, 79.12545
659.9335, 81.58247
660.4156, 86.58260
660.8977, 90.40452
661.3798, 89.35745
661.8619, 85.13705
662.3441, 81.94167
662.8262, 80.00399
663.3083, 79.43543
663.7904, 82.08299
664.2725, 85.30122
664.7546, 85.75426
665.2368, 81.32715
665.7189, 78.10206
666.2010, 78.90230
666.6831, 81.58652
667.1652, 83.77029
667.6473, 85.65390
668.1295, 86.42251
668.6116, 85.38381
669.0937, 83.67947
669.5758, 84.09978
670.0579, 87.04940
670.5400, 88.03178
671.0222, 84.83272
671.5043, 79.82724
671.9864, 78.43008
672.4685, 79.91520
672.9506, 80.68837
673.4327, 76.66225
673.9149, 72.54559
674.3970, 73.73785
674.8791, 79.45797
675.3612, 83.44921
675.8433, 80.44901
676.3254, 77.45582
676.8076, 79.03136
677.2897, 86.68247
677.7718, 90.31699
678.2539, 88.39690
678.7360, 84.57317
679.2181, 80.47220
679.7003, 75.81404
680.1824, 74.90066
680.6645, 78.63621
681.1466, 82.86259
681.6287, 82.17551
682.1108, 78.33158
682.5930, 76.37024
683.0751, 77.64448
683.5572, 79.67363
684.0393, 80.22252
684.5214, 80.23674
685.0035, 81.07290
685.4857, 85.23304
685.9678, 87.87216
686.4499, 86.26762
686.9320, 82.48719
687.4141, 81.25709
687.8962, 84.57421
688.3784, 86.66699
688.8605, 86.04745
689.3426, 83.40650
689.8247, 80.45789
690.3068, 77.09726
690.7889, 75.69910
691.2711, 79.37608
691.7532, 84.88893
692.2353, 84.72620
692.7174, 79.75912
693.1995, 75.45789
693.6816, 76.04185
694.1638, 77.90884
694.6459, 77.86476
695.1280, 75.52966
695.6101, 75.14290
696.0922, 79.73154
696.5743, 84.91816
697.0565, 88.57246
697.5386, 90.78954
698.0207, 90.78337
698.5028, 87.52245
698.9849, 84.22712
699.4670, 85.08845
699.9492, 89.43954
700.4313, 89.49960
700.9135, 83.73089
701.3956, 77.31972
701.8777, 76.33989
702.3598, 78.48280
702.8419, 79.71191
703.3240, 78.22781
703.8062, 77.05610
704.2883, 77.99480
704.7704, 80.15245
705.2525, 82.21034
705.7346, 84.91735
706.2167, 86.19387
706.6989, 85.13352
707.1810, 82.84227
707.6631, 81.97604
708.1452, 82.88100
708.6273, 83.18773
709.1094, 81.92223
709.5916, 79.87940
710.0737, 78.29498
710.5558, 77.38274
711.0379, 78.17522
711.5200, 83.71865
712.0021, 89.33669
712.4843, 91.13866
712.9664, 89.37797
713.4485, 85.73568
713.9306, 76.81401
714.4127, 69.83492
714.8948, 69.34781
715.3770, 75.41602
715.8591, 79.54150
716.3412, 81.31306
716.8233, 81.94935
717.3054, 82.04668
717.7875, 81.60106
718.2697, 79.89614
718.7518, 76.73996
719.2339, 74.74752
719.7160, 77.97643
720.1981, 83.17789
720.6802, 84.56289
721.1624, 81.06873
721.6445, 77.92464
722.1266, 78.56271
722.6087, 80.72414
723.0908, 82.50596
723.5729, 83.34604
724.0551, 84.31412
724.5372, 85.79195
725.0193, 87.10632
725.5014, 87.62816
725.9835, 87.36745
726.4656, 85.88246
726.9478, 82.54524
727.4299, 79.49729
727.9120, 80.73844
728.3941, 84.90269
728.8762, 87.58426
729.3583, 87.27213
729.8405, 85.73851
730.3226, 83.45662
730.8047, 81.16089
731.2868, 80.13084
731.7689, 82.62833
732.2510, 84.21761
732.7332, 83.06783
733.2153, 80.54252
733.6974, 79.43799
734.1795, 80.44953
734.6616, 80.88233
735.1437, 79.63646
735.6259, 77.77709
736.1080, 78.47736
736.5901, 81.45281
737.0722, 84.17416
737.5543, 84.83169
738.0364, 85.06107
738.5186, 87.76865
739.0007, 91.89990
739.4828, 93.78338
739.9649, 89.61426
740.4470, 84.97000
740.9291, 82.13799
741.4113, 81.18469
741.8934, 80.79626
742.3755, 81.22971
742.8576, 81.76357
743.3397, 82.05558
743.8218, 82.17393
744.3040, 82.78735
744.7861, 83.90531
745.2682, 84.95706
745.7503, 86.91550
746.2324, 87.97280
746.7145, 83.56786
747.1967, 74.06049
747.6788, 66.92442
748.1609, 67.93723
748.6430, 71.46270
749.1251, 74.06449
749.6072, 75.28812
750.0894, 76.20849
750.5715, 77.26826
751.0536, 77.53804
751.5357, 75.63689
752.0178, 71.08635
752.4999, 70.78892
752.9821, 75.28109
753.4642, 80.51203
753.9463, 83.17477
754.4284, 83.66336
754.9105, 81.94817
755.3926, 77.66398
755.8748, 74.84927
756.3569, 77.91521
756.8390, 82.53274
757.3211, 84.79237
757.8032, 82.95656
758.2853, 81.09891
758.7675, 79.50957
759.2496, 77.97332
759.7318, 75.66676
760.2139, 72.06216
760.6960, 72.79929
761.1781, 79.47249
761.6602, 86.41964
762.1423, 85.54099
762.6245, 79.65730
763.1066, 75.62622
