##NAMES=Fluorcalciomicrolite
##RRUFFID=R070365
##IDEAL CHEMISTRY=(Ca,Na)_2_Ta^5+^_2_O_6_F
##LOCALITY=Ponte da Raiz mine, Minas Gerais, Southeast Brazil
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown octahedron associated with albite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070365
##MEASURED CHEMISTRY=(Ca_0.80_Sr_0.07_Pb_0.02_Na_0.84_U_0.22_)(Ta_1.62_Nb_0.19_Ti_0.18_Sn_0.01_)_2_O_6_(F_0.46_O_0.42_) ; bright area, (Ca_0.84_Na_0.23_U_0.23_Sr_0.08_Pb_0.02_)(Ta_1.60_Ti_0.21_Nb_0.19_)_2_O_6_(F_0.32_O_0.25_) = dark area
1296.136, 8565.874
1296.618, 8594.017
1297.100, 8591.017
1297.582, 8563.357
1298.064, 8504.205
1298.546, 8464.708
1299.029, 8463.612
1299.511, 8478.493
1299.993, 8495.172
1300.475, 8509.358
1300.957, 8514.818
1301.439, 8513.125
1301.921, 8515.130
1302.403, 8520.594
1302.885, 8521.408
1303.368, 8513.648
1303.850, 8508.312
1304.332, 8520.160
1304.814, 8529.394
1305.296, 8522.631
1305.778, 8504.862
1306.260, 8494.674
1306.742, 8489.363
1307.224, 8473.263
1307.707, 8437.134
1308.189, 8422.281
1308.671, 8467.581
1309.153, 8508.981
1309.635, 8524.811
1310.117, 8521.314
1310.599, 8501.180
1311.081, 8474.620
1311.564, 8468.365
1312.046, 8493.212
1312.528, 8482.118
1313.010, 8405.633
1313.492, 8370.101
1313.974, 8425.740
1314.456, 8503.023
1314.938, 8498.981
##END=



