##NAMES=Fluorcalciomicrolite
##RRUFFID=R070365
##IDEAL CHEMISTRY=(Ca,Na)_2_Ta^5+^_2_O_6_F
##LOCALITY=Ponte da Raiz mine, Minas Gerais, Southeast Brazil
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown octahedron associated with albite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070365
##MEASURED CHEMISTRY=(Ca_0.80_Sr_0.07_Pb_0.02_Na_0.84_U_0.22_)(Ta_1.62_Nb_0.19_Ti_0.18_Sn_0.01_)_2_O_6_(F_0.46_O_0.42_) ; bright area, (Ca_0.84_Na_0.23_U_0.23_Sr_0.08_Pb_0.02_)(Ta_1.60_Ti_0.21_Nb_0.19_)_2_O_6_(F_0.32_O_0.25_) = dark area
177.6246, 17224.31
178.1067, 17236.71
178.5888, 17259.12
179.0710, 17315.27
179.5531, 17387.46
180.0352, 17434.05
180.5173, 17437.80
180.9994, 17418.35
181.4815, 17401.42
181.9637, 17387.07
182.4458, 17381.86
182.9279, 17395.84
183.4100, 17424.83
183.8921, 17453.37
184.3742, 17477.26
184.8564, 17497.82
185.3385, 17514.84
185.8206, 17527.82
186.3027, 17544.94
186.7848, 17582.41
187.2669, 17636.24
187.7491, 17676.79
188.2312, 17682.39
188.7133, 17666.14
189.1954, 17684.20
189.6775, 17743.34
190.1596, 17805.98
190.6418, 17819.95
191.1239, 17786.40
191.6060, 17756.53
192.0881, 17754.52
192.5702, 17776.78
193.0524, 17791.73
193.5345, 17798.35
194.0166, 17800.31
194.4987, 17801.81
194.9808, 17802.71
195.4629, 17805.45
195.9451, 17807.50
196.4272, 17809.15
196.9093, 17829.21
197.3914, 17873.65
197.8735, 17927.99
198.3556, 17966.59
198.8378, 17988.75
199.3199, 17999.17
199.8020, 17996.78
200.2841, 17980.61
200.7662, 17966.48
201.2483, 17955.33
201.7305, 17946.68
202.2126, 17936.72
202.6947, 17922.37
203.1768, 17918.27
203.6589, 17939.38
204.1410, 17990.97
204.6232, 18028.30
205.1053, 18044.66
205.5874, 18045.44
206.0695, 18047.64
206.5516, 18051.22
207.0337, 18056.31
207.5159, 18065.84
207.9980, 18083.08
208.4801, 18086.48
208.9622, 18065.67
209.4443, 18029.13
209.9264, 18022.39
210.4086, 18057.14
210.8907, 18098.37
211.3728, 18118.59
211.8549, 18113.16
212.3370, 18101.85
212.8191, 18081.61
213.3013, 18055.85
213.7834, 18054.71
214.2655, 18086.82
214.7476, 18129.80
215.2297, 18165.90
215.7118, 18196.65
216.1940, 18217.06
216.6761, 18225.65
217.1582, 18222.69
217.6403, 18210.52
218.1224, 18182.29
218.6045, 18154.16
219.0867, 18141.54
219.5688, 18146.93
220.0509, 18163.12
220.5330, 18193.90
221.0151, 18240.38
221.4972, 18266.54
221.9794, 18264.62
222.4615, 18251.33
222.9436, 18243.81
223.4257, 18243.04
223.9078, 18246.42
224.3899, 18255.33
224.8721, 18270.87
225.3542, 18278.36
225.8363, 18273.19
226.3184, 18264.42
226.8005, 18263.51
227.2827, 18275.85
227.7648, 18285.59
228.2469, 18286.62
228.7290, 18276.49
229.2111, 18276.32
229.6932, 18287.01
230.1754, 18306.88
230.6575, 18336.28
231.1396, 18385.13
231.6217, 18425.42
232.1038, 18447.85
232.5859, 18448.87
233.0681, 18451.40
233.5502, 18457.96
234.0323, 18464.25
234.5144, 18462.90
234.9965, 18446.84
235.4786, 18435.34
235.9608, 18437.50
236.4429, 18459.76
236.9250, 18464.54
237.4071, 18442.34
237.8892, 18408.49
238.3713, 18386.29
238.8535, 18375.36
239.3356, 18377.04
239.8177, 18396.76
240.2998, 18444.93
240.7819, 18469.31
241.2640, 18457.15
241.7462, 18428.99
242.2283, 18421.63
242.7104, 18449.20
243.1925, 18474.17
243.6746, 18480.84
244.1567, 18458.03
244.6389, 18456.81
245.1210, 18487.66
245.6031, 18533.76
246.0852, 18565.55
246.5673, 18579.15
247.0494, 18584.90
247.5316, 18583.63
248.0137, 18569.39
248.4958, 18570.14
248.9779, 18596.48
249.4600, 18631.87
249.9421, 18643.12
250.4243, 18616.79
250.9064, 18590.66
251.3885, 18580.36
251.8706, 18593.85
252.3527, 18595.29
252.8348, 18577.61
253.3170, 18552.28
253.7991, 18541.03
254.2812, 18546.43
254.7633, 18561.20
255.2454, 18585.18
255.7275, 18622.68
256.2097, 18652.94
256.6918, 18676.37
257.1739, 18691.96
257.6560, 18696.28
258.1381, 18683.79
258.6202, 18671.49
259.1024, 18666.95
259.5845, 18673.64
260.0666, 18672.55
260.5487, 18657.84
261.0308, 18639.79
261.5129, 18638.32
261.9951, 18659.59
262.4772, 18682.99
262.9593, 18704.41
263.4414, 18728.76
263.9235, 18722.14
264.4056, 18662.74
264.8878, 18592.71
265.3699, 18595.98
265.8520, 18702.97
266.3341, 18796.34
266.8162, 18822.96
267.2983, 18768.21
267.7805, 18741.10
268.2626, 18750.89
268.7447, 18778.37
269.2268, 18792.02
269.7089, 18790.63
270.1910, 18779.63
270.6732, 18757.20
271.1553, 18721.28
271.6374, 18694.81
272.1195, 18677.78
272.6016, 18670.19
273.0837, 18677.57
273.5659, 18704.73
274.0480, 18722.10
274.5301, 18709.68
275.0122, 18665.53
275.4943, 18653.93
275.9764, 18682.68
276.4586, 18729.32
276.9407, 18767.40
277.4228, 18798.33
277.9049, 18805.24
278.3870, 18768.29
278.8691, 18690.59
279.3513, 18646.06
279.8334, 18639.27
280.3155, 18653.92
280.7976, 18671.71
281.2798, 18692.63
281.7619, 18713.85
282.2440, 18739.35
282.7261, 18766.35
283.2082, 18768.89
283.6903, 18742.14
284.1725, 18708.76
284.6546, 18699.35
285.1367, 18713.02
285.6188, 18723.47
286.1009, 18715.81
286.5830, 18696.87
287.0652, 18702.09
287.5473, 18735.52
288.0294, 18768.60
288.5115, 18765.38
288.9936, 18729.78
289.4757, 18694.33
289.9579, 18665.27
290.4400, 18645.10
290.9221, 18643.08
291.4042, 18660.16
291.8863, 18683.43
292.3684, 18704.19
292.8506, 18721.32
293.3327, 18730.93
293.8148, 18734.27
294.2969, 18728.02
294.7790, 18699.35
295.2611, 18648.09
295.7433, 18597.99
296.2254, 18571.41
296.7075, 18562.08
297.1896, 18553.47
297.6717, 18541.50
298.1538, 18526.88
298.6360, 18509.02
299.1181, 18488.21
299.6002, 18469.67
300.0823, 18463.06
300.5644, 18460.74
301.0465, 18447.48
301.5287, 18414.88
302.0108, 18375.29
302.4929, 18337.30
302.9750, 18302.19
303.4571, 18279.43
303.9392, 18285.55
304.4214, 18304.58
304.9035, 18314.71
305.3856, 18307.77
305.8677, 18295.13
306.3498, 18283.81
306.8319, 18274.36
307.3141, 18268.56
307.7962, 18287.49
308.2783, 18301.36
308.7604, 18273.37
309.2425, 18174.63
309.7246, 18081.75
310.2068, 18051.98
310.6889, 18067.24
311.1710, 18080.01
311.6531, 18073.41
312.1352, 18051.86
312.6173, 18012.97
313.0995, 17946.48
313.5816, 17893.20
314.0637, 17878.31
314.5458, 17889.41
315.0279, 17902.87
315.5100, 17919.46
315.9922, 17928.62
316.4743, 17921.93
316.9564, 17894.14
317.4385, 17868.28
317.9206, 17855.41
318.4027, 17848.21
318.8849, 17836.47
319.3670, 17822.40
319.8491, 17798.99
320.3312, 17756.35
320.8133, 17687.30
321.2954, 17638.57
321.7776, 17639.98
322.2597, 17657.79
322.7418, 17656.02
323.2239, 17594.79
323.7060, 17548.18
324.1881, 17545.47
324.6703, 17593.08
325.1524, 17611.23
325.6345, 17568.93
326.1166, 17508.41
326.5987, 17463.22
327.0808, 17444.27
327.5630, 17428.08
328.0451, 17410.84
328.5272, 17392.90
329.0093, 17383.00
329.4914, 17391.17
329.9735, 17398.50
330.4557, 17392.08
330.9378, 17362.11
331.4199, 17334.55
331.9020, 17305.81
332.3841, 17279.98
332.8662, 17280.68
333.3484, 17326.56
333.8305, 17370.71
334.3126, 17385.89
334.7947, 17361.79
335.2768, 17339.57
335.7589, 17319.98
336.2411, 17304.10
336.7232, 17297.71
337.2053, 17307.31
337.6874, 17307.42
338.1695, 17278.71
338.6516, 17215.63
339.1338, 17176.89
339.6159, 17169.80
340.0980, 17177.79
340.5801, 17174.68
341.0622, 17159.79
341.5443, 17139.08
342.0265, 17110.62
342.5086, 17076.32
342.9907, 17051.66
343.4728, 17037.22
343.9549, 17031.03
344.4370, 17034.04
344.9192, 17045.24
345.4013, 17055.81
345.8834, 17068.44
346.3655, 17076.54
346.8476, 17054.76
347.3297, 17002.18
347.8119, 16949.18
348.2940, 16928.97
348.7761, 16932.15
349.2582, 16930.98
349.7403, 16916.86
350.2225, 16895.46
350.7046, 16868.15
351.1867, 16836.83
351.6688, 16817.99
352.1509, 16838.59
352.6331, 16875.32
353.1152, 16890.94
353.5973, 16868.46
354.0794, 16839.38
354.5615, 16830.56
355.0436, 16837.98
355.5258, 16849.41
356.0079, 16869.82
356.4900, 16884.82
356.9721, 16880.19
357.4542, 16850.13
357.9363, 16812.77
358.4185, 16768.61
358.9006, 16725.02
359.3827, 16694.78
359.8648, 16691.22
360.3469, 16695.64
360.8290, 16698.50
361.3112, 16698.34
361.7933, 16701.28
362.2754, 16719.32
362.7575, 16737.74
363.2396, 16740.56
363.7217, 16709.70
364.2039, 16677.30
364.6860, 16649.82
365.1681, 16627.46
365.6502, 16611.05
366.1323, 16599.36
366.6144, 16594.26
367.0966, 16597.24
367.5787, 16627.87
368.0608, 16642.23
368.5429, 16627.20
369.0250, 16590.36
369.5071, 16571.68
369.9893, 16583.84
370.4714, 16599.38
370.9535, 16606.05
371.4356, 16604.45
371.9177, 16592.00
372.3998, 16565.59
372.8820, 16529.71
373.3641, 16493.27
373.8462, 16454.07
374.3283, 16420.05
374.8104, 16393.15
375.2925, 16372.60
375.7747, 16368.37
376.2568, 16384.68
376.7389, 16408.82
377.2210, 16425.32
377.7031, 16434.15
378.1852, 16435.75
378.6674, 16429.31
379.1495, 16415.85
379.6316, 16395.89
380.1137, 16368.39
380.5958, 16345.56
381.0779, 16345.80
381.5601, 16363.31
382.0422, 16368.50
382.5243, 16350.51
383.0064, 16322.63
383.4885, 16304.65
383.9706, 16296.06
384.4528, 16294.31
384.9349, 16306.79
385.4170, 16322.64
385.8991, 16322.92
386.3812, 16302.41
386.8633, 16273.99
387.3455, 16238.04
387.8276, 16202.82
388.3097, 16186.87
388.7918, 16218.02
389.2739, 16260.67
389.7560, 16287.54
390.2382, 16296.00
390.7203, 16295.11
391.2024, 16288.89
391.6845, 16276.36
392.1666, 16256.17
392.6487, 16212.40
393.1309, 16175.47
393.6130, 16160.39
394.0951, 16165.60
394.5772, 16172.31
395.0593, 16179.83
395.5414, 16184.76
396.0236, 16184.85
396.5057, 16174.96
396.9878, 16165.96
397.4699, 16163.18
397.9520, 16162.58
398.4341, 16151.57
398.9163, 16122.21
399.3984, 16090.44
399.8805, 16057.90
400.3626, 16013.45
400.8447, 16004.88
401.3268, 16057.63
401.8090, 16127.46
402.2911, 16148.69
402.7732, 16101.86
403.2553, 16056.19
403.7374, 16027.13
404.2195, 16014.61
404.7017, 16022.35
405.1838, 16058.73
405.6659, 16092.87
406.1480, 16090.63
406.6301, 16051.35
407.1122, 16023.33
407.5944, 16018.55
408.0765, 16026.55
408.5586, 16021.76
409.0407, 16004.40
409.5228, 15986.75
410.0049, 15979.60
410.4871, 15978.62
410.9692, 15965.81
411.4513, 15933.75
411.9334, 15912.63
412.4155, 15964.70
412.8976, 16060.32
413.3798, 16112.68
413.8619, 16037.21
414.3440, 15925.87
414.8261, 15881.13
415.3082, 15904.87
415.7903, 15928.37
416.2725, 15886.33
416.7546, 15826.70
417.2367, 15804.20
417.7188, 15876.82
418.2009, 15945.60
418.6830, 15963.42
419.1652, 15939.53
419.6473, 15907.12
420.1294, 15858.93
420.6115, 15818.58
421.0937, 15801.36
421.5758, 15825.75
422.0579, 15838.52
422.5400, 15825.37
423.0221, 15798.08
423.5042, 15775.65
423.9864, 15762.61
424.4685, 15750.23
424.9506, 15734.56
425.4327, 15714.81
425.9148, 15705.57
426.3969, 15712.42
426.8791, 15723.40
427.3612, 15727.02
427.8433, 15718.83
428.3254, 15718.10
428.8075, 15731.16
429.2896, 15752.09
429.7718, 15761.30
430.2539, 15758.35
430.7360, 15746.54
431.2181, 15721.03
431.7002, 15683.75
432.1823, 15667.06
432.6645, 15677.17
433.1466, 15692.44
433.6287, 15676.03
434.1108, 15635.35
434.5929, 15607.75
435.0750, 15620.72
435.5572, 15651.42
436.0393, 15658.47
436.5214, 15642.75
437.0035, 15623.08
437.4856, 15614.04
437.9677, 15610.35
438.4499, 15604.41
438.9320, 15592.10
439.4141, 15580.78
439.8962, 15575.01
440.3783, 15574.27
440.8604, 15577.12
441.3426, 15593.89
441.8247, 15605.72
442.3068, 15595.80
442.7889, 15554.29
443.2710, 15530.10
443.7531, 15554.14
444.2353, 15595.20
444.7174, 15619.13
445.1995, 15605.14
445.6816, 15590.97
446.1637, 15586.78
446.6458, 15590.68
447.1280, 15579.07
447.6101, 15532.47
448.0922, 15491.81
448.5743, 15483.53
449.0564, 15527.21
449.5385, 15549.72
450.0207, 15542.81
450.5028, 15519.74
450.9849, 15502.87
451.4670, 15491.60
451.9491, 15490.67
452.4312, 15506.89
452.9134, 15536.92
453.3955, 15554.96
453.8776, 15560.26
454.3597, 15558.77
454.8418, 15555.38
455.3239, 15549.85
455.8061, 15540.79
456.2882, 15525.96
456.7703, 15510.23
457.2524, 15497.70
457.7345, 15489.36
458.2166, 15489.17
458.6988, 15502.01
459.1809, 15523.08
459.6630, 15554.45
460.1451, 15600.73
460.6272, 15626.14
461.1093, 15583.91
461.5915, 15515.03
462.0736, 15471.36
462.5557, 15488.89
463.0378, 15515.92
463.5199, 15539.60
464.0020, 15558.60
464.4842, 15566.96
464.9663, 15554.50
465.4484, 15537.49
465.9305, 15523.40
466.4126, 15504.14
466.8947, 15503.01
467.3769, 15532.35
467.8590, 15574.34
468.3411, 15599.54
468.8232, 15599.85
469.3053, 15599.48
469.7874, 15607.54
470.2696, 15622.80
470.7517, 15617.55
471.2338, 15583.78
471.7159, 15554.16
472.1980, 15566.88
472.6801, 15620.53
473.1623, 15647.74
473.6444, 15632.97
474.1265, 15600.13
474.6086, 15589.00
475.0907, 15597.11
475.5728, 15608.55
476.0550, 15618.67
476.5371, 15625.48
477.0192, 15620.67
477.5013, 15603.66
477.9834, 15594.88
478.4655, 15623.40
478.9477, 15665.54
479.4298, 15689.09
479.9119, 15669.30
480.3940, 15648.32
480.8761, 15648.03
481.3582, 15663.86
481.8404, 15682.85
482.3225, 15701.99
482.8046, 15722.32
483.2867, 15744.48
483.7688, 15768.65
484.2509, 15794.18
484.7331, 15834.72
485.2152, 15869.32
485.6973, 15876.00
486.1794, 15824.00
486.6615, 15798.35
487.1436, 15823.16
487.6258, 15883.88
488.1079, 15908.74
488.5900, 15887.05
489.0721, 15858.44
489.5542, 15841.46
490.0363, 15835.98
490.5185, 15844.02
491.0006, 15867.46
491.4827, 15898.20
491.9648, 15927.81
492.4470, 15956.08
492.9291, 15981.20
493.4112, 16002.31
493.8933, 16019.60
494.3754, 16030.64
494.8575, 16036.55
495.3397, 16043.72
495.8218, 16058.96
496.3039, 16076.55
496.7860, 16089.41
497.2681, 16095.32
497.7502, 16101.92
498.2324, 16115.71
498.7145, 16132.03
499.1966, 16144.84
499.6787, 16146.85
500.1608, 16150.46
500.6429, 16159.59
501.1251, 16174.08
501.6072, 16190.15
502.0893, 16218.56
502.5714, 16238.94
503.0535, 16239.50
503.5356, 16205.83
504.0178, 16187.27
504.4999, 16188.15
504.9820, 16200.46
505.4641, 16213.08
505.9462, 16226.11
506.4283, 16237.95
506.9105, 16244.63
507.3926, 16250.49
507.8747, 16278.88
508.3568, 16331.46
508.8389, 16378.13
509.3210, 16399.27
509.8032, 16397.80
510.2853, 16373.63
510.7674, 16318.77
511.2495, 16275.64
511.7316, 16301.58
512.2137, 16370.86
512.6959, 16430.62
513.1780, 16458.25
513.6601, 16469.98
514.1422, 16469.52
514.6243, 16459.34
515.1064, 16454.99
515.5886, 16471.97
516.0707, 16490.08
516.5528, 16496.28
517.0349, 16482.77
517.5170, 16470.34
517.9991, 16457.23
518.4813, 16447.75
518.9634, 16447.52
519.4455, 16457.31
519.9276, 16475.94
520.4097, 16509.23
520.8918, 16552.33
521.3740, 16575.25
521.8561, 16574.21
522.3382, 16565.54
522.8203, 16558.28
523.3024, 16552.43
523.7845, 16544.01
524.2667, 16530.02
524.7488, 16524.22
525.2309, 16552.48
525.7130, 16604.99
526.1951, 16646.34
526.6772, 16656.38
527.1594, 16657.39
527.6415, 16679.08
528.1236, 16716.07
528.6057, 16745.09
529.0878, 16748.24
529.5699, 16741.07
530.0521, 16735.38
530.5342, 16733.94
531.0163, 16728.12
531.4984, 16701.71
531.9805, 16675.21
532.4626, 16670.25
532.9448, 16719.11
533.4269, 16753.91
533.9090, 16754.47
534.3911, 16734.09
534.8732, 16748.78
535.3553, 16823.48
535.8375, 16886.72
536.3196, 16900.57
536.8017, 16861.97
537.2838, 16844.31
537.7659, 16850.34
538.2480, 16867.84
538.7302, 16887.79
539.2123, 16909.26
539.6944, 16924.91
540.1765, 16933.29
540.6586, 16934.90
541.1407, 16921.61
541.6229, 16899.97
542.1050, 16893.18
542.5871, 16934.84
543.0692, 16983.06
543.5513, 16991.57
544.0334, 16958.41
544.5156, 16938.01
544.9977, 16970.29
545.4798, 17017.49
545.9619, 17049.37
546.4440, 17049.21
546.9261, 17050.01
547.4083, 17061.02
547.8904, 17074.75
548.3725, 17075.93
548.8546, 17046.89
549.3367, 17035.25
549.8188, 17060.37
550.3010, 17117.48
550.7831, 17146.93
551.2652, 17141.27
551.7473, 17132.78
552.2294, 17144.97
552.7115, 17176.04
553.1937, 17212.44
553.6758, 17256.97
554.1579, 17290.71
554.6400, 17273.01
555.1221, 17223.60
555.6042, 17200.14
556.0864, 17239.92
556.5685, 17297.22
557.0506, 17325.85
557.5327, 17333.75
558.0148, 17350.00
558.4969, 17409.14
558.9791, 17465.77
559.4612, 17488.97
559.9433, 17469.48
560.4254, 17448.40
560.9075, 17421.31
561.3896, 17402.74
561.8718, 17405.48
562.3539, 17446.56
562.8360, 17480.08
563.3181, 17500.65
563.8002, 17512.32
564.2823, 17523.19
564.7645, 17531.60
565.2466, 17546.83
565.7287, 17577.48
566.2108, 17618.26
566.6929, 17639.56
567.1750, 17640.46
567.6572, 17638.87
568.1393, 17648.23
568.6214, 17666.04
569.1035, 17687.39
569.5856, 17711.92
570.0677, 17739.02
570.5499, 17771.61
571.0320, 17806.04
571.5141, 17836.77
571.9962, 17866.02
572.4783, 17886.96
572.9604, 17887.07
573.4426, 17872.64
573.9247, 17876.07
574.4068, 17929.69
574.8889, 17977.10
575.3710, 17993.76
575.8531, 17971.72
576.3353, 17958.58
576.8174, 17951.66
577.2995, 17957.78
577.7816, 17992.08
578.2637, 18059.09
578.7458, 18100.66
579.2280, 18102.09
579.7101, 18086.07
580.1922, 18090.73
580.6743, 18113.90
581.1564, 18143.30
581.6385, 18176.24
582.1207, 18210.66
582.6028, 18244.80
583.0849, 18278.04
583.5670, 18307.92
584.0491, 18340.37
584.5313, 18364.07
585.0134, 18364.46
585.4955, 18326.33
585.9776, 18307.83
586.4597, 18341.41
586.9418, 18394.96
587.4240, 18430.90
587.9061, 18423.05
588.3882, 18438.65
588.8703, 18501.83
589.3524, 18588.46
589.8345, 18620.26
590.3167, 18581.71
590.7988, 18548.17
591.2809, 18557.02
591.7630, 18598.73
592.2451, 18620.42
592.7272, 18621.02
593.2094, 18627.35
593.6915, 18673.34
594.1736, 18738.58
594.6557, 18781.60
595.1378, 18790.48
595.6199, 18795.96
596.1021, 18824.55
596.5842, 18863.13
597.0663, 18893.07
597.5485, 18895.39
598.0306, 18901.18
598.5127, 18923.54
598.9948, 18958.41
599.4769, 18987.74
599.9590, 19001.50
600.4412, 19021.12
600.9233, 19059.32
601.4054, 19119.33
601.8875, 19145.98
602.3696, 19128.68
602.8517, 19103.46
603.3339, 19100.12
603.8160, 19117.32
604.2981, 19140.38
604.7802, 19168.32
605.2623, 19198.89
605.7444, 19229.79
606.2266, 19260.97
606.7087, 19290.63
607.1908, 19315.60
607.6729, 19342.15
608.1550, 19383.28
608.6371, 19431.64
609.1193, 19464.74
609.6014, 19461.73
610.0835, 19451.13
610.5656, 19439.96
611.0477, 19425.49
611.5298, 19439.49
612.0120, 19509.52
612.4941, 19581.21
612.9762, 19615.82
613.4583, 19601.18
613.9404, 19591.94
614.4225, 19588.37
614.9047, 19594.06
615.3868, 19617.96
615.8689, 19658.88
616.3510, 19700.41
616.8331, 19745.40
617.3152, 19778.59
617.7974, 19760.11
618.2795, 19704.70
618.7616, 19668.57
619.2437, 19697.70
619.7258, 19746.71
620.2079, 19787.06
620.6901, 19816.66
621.1722, 19834.50
621.6543, 19830.24
622.1364, 19821.10
622.6185, 19816.67
623.1006, 19810.50
623.5828, 19825.72
624.0649, 19873.39
624.5470, 19932.31
625.0291, 19978.54
625.5112, 20011.42
625.9933, 20035.42
626.4755, 20051.75
626.9576, 20058.73
627.4397, 20045.28
627.9218, 20014.79
628.4039, 19993.31
628.8860, 19996.67
629.3682, 20014.89
629.8503, 20038.94
630.3324, 20067.58
630.8145, 20091.86
631.2966, 20109.53
631.7787, 20118.61
632.2609, 20114.66
632.7430, 20092.17
633.2251, 20076.43
633.7072, 20083.08
634.1893, 20091.92
634.6714, 20082.62
635.1536, 20029.54
635.6357, 20018.30
636.1178, 20069.01
636.5999, 20149.62
637.0820, 20205.54
637.5641, 20236.15
638.0463, 20247.46
638.5284, 20234.73
639.0105, 20209.91
639.4926, 20196.34
639.9747, 20192.47
640.4568, 20189.64
640.9390, 20175.18
641.4211, 20164.08
641.9032, 20176.29
642.3853, 20213.02
642.8674, 20240.34
643.3495, 20234.81
643.8317, 20221.65
644.3138, 20219.14
644.7959, 20241.24
645.2780, 20250.89
645.7601, 20246.66
646.2422, 20231.31
646.7244, 20202.85
647.2065, 20155.61
647.6886, 20128.16
648.1707, 20133.54
648.6528, 20153.51
649.1349, 20143.60
649.6171, 20109.91
650.0992, 20095.15
650.5813, 20142.27
651.0634, 20204.90
651.5455, 20227.75
652.0276, 20214.97
652.5098, 20187.60
652.9919, 20127.86
653.4740, 20079.57
653.9561, 20081.78
654.4382, 20152.02
654.9203, 20186.82
655.4025, 20141.75
655.8846, 20083.40
656.3667, 20058.11
656.8488, 20082.00
657.3309, 20088.64
657.8130, 20070.51
658.2952, 20044.25
658.7773, 20037.48
659.2594, 20047.68
659.7415, 20043.47
660.2236, 20009.65
660.7057, 19969.30
661.1879, 19964.96
661.6700, 19982.47
662.1521, 19982.38
662.6342, 19920.79
663.1163, 19856.85
663.5984, 19835.15
664.0806, 19850.02
664.5627, 19848.43
665.0448, 19789.71
665.5269, 19737.57
666.0090, 19724.22
666.4911, 19757.97
666.9733, 19766.62
667.4554, 19739.00
667.9375, 19708.42
668.4196, 19711.51
668.9017, 19746.17
669.3839, 19745.88
669.8660, 19701.67
670.3481, 19637.14
670.8302, 19562.04
671.3123, 19488.84
671.7944, 19447.09
672.2766, 19463.62
672.7587, 19485.92
673.2408, 19477.25
673.7229, 19450.04
674.2050, 19428.48
674.6871, 19423.52
675.1693, 19420.50
675.6514, 19420.67
676.1335, 19420.93
676.6156, 19403.37
677.0977, 19361.74
677.5798, 19316.39
678.0620, 19273.54
678.5441, 19233.79
679.0262, 19208.76
679.5083, 19198.89
679.9904, 19193.14
680.4725, 19180.73
680.9547, 19166.95
681.4368, 19164.31
681.9189, 19176.02
682.4010, 19181.94
682.8831, 19170.22
683.3652, 19144.93
683.8474, 19109.28
684.3295, 19051.98
684.8116, 19003.39
685.2937, 18973.79
685.7758, 18952.50
686.2579, 18925.24
686.7401, 18886.40
687.2222, 18858.74
687.7043, 18851.89
688.1864, 18853.57
688.6685, 18828.91
689.1506, 18779.95
689.6328, 18739.49
690.1149, 18724.36
690.5970, 18724.53
691.0791, 18734.20
691.5612, 18749.07
692.0433, 18747.33
692.5255, 18692.17
693.0076, 18636.79
693.4897, 18618.42
693.9718, 18643.11
694.4539, 18664.31
694.9360, 18680.03
695.4182, 18686.63
695.9003, 18682.59
696.3824, 18668.82
696.8645, 18635.77
697.3466, 18575.06
697.8287, 18517.11
698.3109, 18496.81
698.7930, 18509.12
699.2751, 18533.04
699.7572, 18571.44
700.2393, 18596.10
700.7214, 18557.11
