##NAMES=Lavinskyite
##RRUFFID=R141115
##IDEAL CHEMISTRY=K(LiCu^2+^)Cu^2+^_6_(Si_4_O_11_)_2_(OH)_4_
##LOCALITY=Wessels mine, South Africa
##OWNER=RRUFF
##SOURCE=Jaco and Tania Janse van Nieuwenhuizen
##DESCRIPTION=Greenish blue or light blue platy crystals, associated with dark blue scottyite (R141116) and blue wesselsite (with cleavage)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R141115
##MEASURED CHEMISTRY=(K_0.98_Sr_0.01_)_Σ=0.99_(Li_1.25_Cu_0.71_Na_0.08_)_Σ=2.04_Cu_6_(Si_4.03_O_11_)_2_(OH)_4_; (Lavinskyite is the dark grey material in the image, associated with light grey R141116 scottyite)
1.479675e+002, 1.804671e+002
1.484497e+002, 1.810924e+002
1.489318e+002, 1.816120e+002
1.494139e+002, 1.807214e+002
1.498960e+002, 1.781907e+002
1.503781e+002, 1.749369e+002
1.508602e+002, 1.722541e+002
1.513424e+002, 1.701225e+002
1.518245e+002, 1.686610e+002
1.523066e+002, 1.687908e+002
1.527887e+002, 1.689488e+002
1.532708e+002, 1.675540e+002
1.537529e+002, 1.640807e+002
1.542351e+002, 1.596293e+002
1.547172e+002, 1.569864e+002
1.551993e+002, 1.586978e+002
1.556814e+002, 1.592881e+002
1.561635e+002, 1.577522e+002
1.566456e+002, 1.551876e+002
1.571278e+002, 1.529710e+002
1.576099e+002, 1.518116e+002
1.580920e+002, 1.513660e+002
1.585741e+002, 1.501516e+002
1.590562e+002, 1.476183e+002
1.595383e+002, 1.450586e+002
1.600205e+002, 1.428552e+002
1.605026e+002, 1.408659e+002
1.609847e+002, 1.386201e+002
1.614668e+002, 1.356494e+002
1.619489e+002, 1.323829e+002
1.624310e+002, 1.305950e+002
1.629131e+002, 1.318074e+002
1.633953e+002, 1.329336e+002
1.638774e+002, 1.320578e+002
1.643595e+002, 1.293343e+002
1.648416e+002, 1.262296e+002
1.653237e+002, 1.232873e+002
1.658058e+002, 1.206980e+002
1.662880e+002, 1.188737e+002
1.667701e+002, 1.188271e+002
1.672522e+002, 1.187881e+002
1.677343e+002, 1.161160e+002
1.682164e+002, 1.100752e+002
1.686985e+002, 1.049246e+002
1.691807e+002, 1.040049e+002
1.696628e+002, 1.052755e+002
1.701449e+002, 1.064662e+002
1.706270e+002, 1.067406e+002
1.711091e+002, 1.064132e+002
1.715912e+002, 1.063114e+002
1.720734e+002, 1.069363e+002
1.725555e+002, 1.067898e+002
1.730376e+002, 1.048215e+002
1.735197e+002, 1.019431e+002
1.740018e+002, 9.944237e+001
1.744839e+002, 9.813786e+001
1.749661e+002, 9.782751e+001
1.754482e+002, 9.731042e+001
1.759303e+002, 9.648136e+001
1.764124e+002, 9.553224e+001
1.768945e+002, 9.431473e+001
1.773766e+002, 9.302742e+001
1.778588e+002, 9.203110e+001
1.783409e+002, 9.163094e+001
1.788230e+002, 9.183306e+001
1.793051e+002, 9.175962e+001
1.797872e+002, 9.154882e+001
1.802693e+002, 9.093559e+001
1.807515e+002, 8.943491e+001
1.812336e+002, 8.738808e+001
1.817157e+002, 8.562920e+001
1.821978e+002, 8.491509e+001
1.826799e+002, 8.539024e+001
1.831620e+002, 8.552434e+001
1.836441e+002, 8.479075e+001
1.841263e+002, 8.425220e+001
1.846084e+002, 8.472910e+001
1.850905e+002, 8.605623e+001
1.855726e+002, 8.728990e+001
1.860547e+002, 8.763706e+001
1.865368e+002, 8.698132e+001
1.870190e+002, 8.543894e+001
1.875011e+002, 8.154133e+001
1.879832e+002, 7.782989e+001
1.884653e+002, 7.664990e+001
1.889474e+002, 7.816316e+001
1.894296e+002, 7.999853e+001
1.899117e+002, 7.966468e+001
1.903938e+002, 7.722565e+001
1.908759e+002, 7.554224e+001
1.913580e+002, 7.522900e+001
1.918401e+002, 7.567814e+001
1.923223e+002, 7.658633e+001
1.928044e+002, 7.812822e+001
1.932865e+002, 7.902352e+001
1.937686e+002, 7.711111e+001
1.942507e+002, 7.328329e+001
1.947328e+002, 7.028313e+001
1.952150e+002, 6.911450e+001
1.956971e+002, 6.929868e+001
1.961792e+002, 7.006033e+001
1.966613e+002, 7.163921e+001
1.971434e+002, 7.314103e+001
1.976255e+002, 7.392265e+001
1.981077e+002, 7.413671e+001
1.985898e+002, 7.408642e+001
1.990719e+002, 7.400594e+001
1.995540e+002, 7.381019e+001
2.000361e+002, 7.297119e+001
2.005182e+002, 7.054980e+001
2.010004e+002, 6.884624e+001
2.014825e+002, 6.956802e+001
2.019646e+002, 7.193968e+001
2.024467e+002, 7.401110e+001
2.029288e+002, 7.395251e+001
2.034109e+002, 7.197098e+001
2.038930e+002, 7.173322e+001
2.043752e+002, 7.544783e+001
2.048573e+002, 7.868295e+001
2.053394e+002, 7.954482e+001
2.058215e+002, 7.853571e+001
2.063036e+002, 7.706603e+001
2.067857e+002, 7.621403e+001
2.072679e+002, 7.600496e+001
2.077500e+002, 7.592271e+001
2.082321e+002, 7.660078e+001
2.087142e+002, 7.682140e+001
2.091963e+002, 7.584643e+001
2.096784e+002, 7.400050e+001
2.101606e+002, 7.217365e+001
2.106427e+002, 7.117547e+001
2.111248e+002, 7.111591e+001
2.116069e+002, 7.096532e+001
2.120890e+002, 7.095678e+001
2.125711e+002, 7.066013e+001
2.130533e+002, 6.967210e+001
2.135354e+002, 6.817507e+001
2.140175e+002, 6.675462e+001
2.144996e+002, 6.600529e+001
2.149817e+002, 6.610816e+001
2.154638e+002, 6.556107e+001
2.159460e+002, 6.364382e+001
2.164281e+002, 6.186019e+001
2.169102e+002, 6.122004e+001
2.173923e+002, 6.154575e+001
2.178744e+002, 6.176177e+001
2.183565e+002, 6.083104e+001
2.188387e+002, 5.856421e+001
2.193208e+002, 5.678192e+001
2.198029e+002, 5.543954e+001
2.202850e+002, 5.453529e+001
2.207671e+002, 5.436405e+001
2.212492e+002, 5.480210e+001
2.217314e+002, 5.507486e+001
2.222135e+002, 5.445226e+001
2.226956e+002, 5.285644e+001
2.231777e+002, 5.156367e+001
2.236598e+002, 5.060659e+001
2.241419e+002, 4.991726e+001
2.246240e+002, 4.941806e+001
2.251062e+002, 4.911007e+001
2.255883e+002, 4.917422e+001
2.260704e+002, 5.013335e+001
2.265525e+002, 5.171867e+001
2.270346e+002, 5.207537e+001
2.275167e+002, 4.968813e+001
2.279989e+002, 4.689672e+001
2.284810e+002, 4.606901e+001
2.289631e+002, 4.736319e+001
2.294452e+002, 4.896034e+001
2.299273e+002, 4.961110e+001
2.304094e+002, 4.953844e+001
2.308916e+002, 4.937943e+001
2.313737e+002, 4.942394e+001
2.318558e+002, 4.931843e+001
2.323379e+002, 4.835563e+001
2.328200e+002, 4.634242e+001
2.333021e+002, 4.484389e+001
2.337843e+002, 4.587163e+001
2.342664e+002, 4.788421e+001
2.347485e+002, 4.835606e+001
2.352306e+002, 4.553912e+001
2.357127e+002, 4.185504e+001
2.361948e+002, 4.094302e+001
2.366770e+002, 4.349848e+001
2.371591e+002, 4.592619e+001
2.376412e+002, 4.637628e+001
2.381233e+002, 4.566505e+001
2.386054e+002, 4.442115e+001
2.390875e+002, 4.253668e+001
2.395697e+002, 4.063634e+001
2.400518e+002, 3.991194e+001
2.405339e+002, 4.079983e+001
2.410160e+002, 4.145514e+001
2.414981e+002, 4.084332e+001
2.419802e+002, 3.979451e+001
2.424624e+002, 3.907199e+001
2.429445e+002, 3.895590e+001
2.434266e+002, 3.920662e+001
2.439087e+002, 3.953284e+001
2.443908e+002, 4.014272e+001
2.448729e+002, 4.022781e+001
2.453550e+002, 3.931484e+001
2.458372e+002, 3.796340e+001
2.463193e+002, 3.654992e+001
2.468014e+002, 3.518546e+001
2.472835e+002, 3.395903e+001
2.477656e+002, 3.299321e+001
2.482477e+002, 3.228159e+001
2.487299e+002, 3.188856e+001
2.492120e+002, 3.264032e+001
2.496941e+002, 3.320980e+001
2.501762e+002, 3.218232e+001
2.506583e+002, 2.918877e+001
2.511404e+002, 2.564715e+001
2.516226e+002, 2.408351e+001
2.521047e+002, 2.570717e+001
2.525868e+002, 2.661123e+001
2.530689e+002, 2.594294e+001
2.535510e+002, 2.487510e+001
2.540331e+002, 2.421961e+001
2.545153e+002, 2.418367e+001
2.549974e+002, 2.443814e+001
2.554795e+002, 2.460109e+001
2.559616e+002, 2.510649e+001
2.564437e+002, 2.447090e+001
2.569258e+002, 2.141231e+001
2.574080e+002, 1.832823e+001
2.578901e+002, 1.692873e+001
2.583722e+002, 1.744419e+001
2.588543e+002, 1.876909e+001
2.593364e+002, 1.945790e+001
2.598185e+002, 1.934851e+001
2.603007e+002, 1.894366e+001
2.607828e+002, 1.826648e+001
2.612649e+002, 1.734509e+001
2.617470e+002, 1.580003e+001
2.622291e+002, 1.381552e+001
2.627112e+002, 1.233208e+001
2.631934e+002, 1.258619e+001
2.636755e+002, 1.541320e+001
2.641576e+002, 1.690823e+001
2.646397e+002, 1.652890e+001
2.651218e+002, 1.555969e+001
2.656039e+002, 1.459756e+001
2.660861e+002, 1.371999e+001
2.665682e+002, 1.271157e+001
2.670503e+002, 1.128226e+001
2.675324e+002, 9.249429e+000
2.680145e+002, 8.088026e+000
2.684966e+002, 8.476599e+000
2.689788e+002, 8.930453e+000
2.694609e+002, 8.618100e+000
2.699430e+002, 7.665096e+000
2.704251e+002, 6.814004e+000
2.709072e+002, 6.771852e+000
2.713893e+002, 7.601435e+000
2.718715e+002, 7.268313e+000
2.723536e+002, 4.411439e+000
2.728357e+002, 1.981986e+000
2.733178e+002, 1.560395e+000
2.737999e+002, 2.663200e+000
2.742820e+002, 3.829139e+000
2.747642e+002, 4.087591e+000
2.752463e+002, 3.510710e+000
2.757284e+002, 2.958776e+000
2.762105e+002, 2.317251e+000
2.766926e+002, 1.810691e+000
2.771747e+002, 1.719500e+000
2.776568e+002, 1.823898e+000
2.781389e+002, 1.536469e+000
2.786211e+002, 4.318472e-001
2.791032e+002, -1.153532e+000
2.795853e+002, -1.711136e+000
2.800674e+002, -2.588580e-003
2.805495e+002, 1.071460e+000
2.810316e+002, 1.024580e-001
2.815138e+002, -1.908077e+000
2.819959e+002, -3.090974e+000
2.824780e+002, -2.562988e+000
2.829601e+002, -1.020012e+000
2.834422e+002, -2.445524e-001
2.839243e+002, -4.486574e-001
2.844065e+002, -8.502967e-001
2.848886e+002, -1.326665e+000
2.853707e+002, -1.899144e+000
2.858528e+002, -2.654533e+000
2.863349e+002, -3.646418e+000
2.868170e+002, -4.681572e+000
2.872992e+002, -5.423433e+000
2.877813e+002, -5.807153e+000
2.882634e+002, -6.146681e+000
2.887455e+002, -6.624319e+000
2.892276e+002, -7.024956e+000
2.897097e+002, -7.031385e+000
2.901919e+002, -6.562615e+000
2.906740e+002, -5.891578e+000
2.911561e+002, -5.279729e+000
2.916382e+002, -4.709652e+000
2.921203e+002, -4.401767e+000
2.926024e+002, -4.331007e+000
2.930846e+002, -4.560142e+000
2.935667e+002, -5.319063e+000
2.940488e+002, -6.623839e+000
2.945309e+002, -7.890238e+000
2.950130e+002, -8.524394e+000
2.954951e+002, -8.510473e+000
2.959773e+002, -8.704803e+000
2.964594e+002, -9.130697e+000
2.969415e+002, -9.778893e+000
2.974236e+002, -1.092160e+001
2.979057e+002, -1.246908e+001
2.983878e+002, -1.355033e+001
2.988700e+002, -1.337345e+001
2.993521e+002, -1.215013e+001
2.998342e+002, -1.149791e+001
3.003163e+002, -1.174379e+001
3.007984e+002, -1.225056e+001
3.012805e+002, -1.286451e+001
3.017627e+002, -1.349752e+001
3.022448e+002, -1.374601e+001
3.027269e+002, -1.329196e+001
3.032090e+002, -1.237623e+001
3.036911e+002, -1.171484e+001
3.041732e+002, -1.115277e+001
3.046554e+002, -1.103098e+001
3.051375e+002, -1.192527e+001
3.056196e+002, -1.340629e+001
3.061017e+002, -1.422369e+001
3.065838e+002, -1.369234e+001
3.070659e+002, -1.268201e+001
3.075481e+002, -1.305887e+001
3.080302e+002, -1.518247e+001
3.085123e+002, -1.693675e+001
3.089944e+002, -1.735587e+001
3.094765e+002, -1.702164e+001
3.099586e+002, -1.689293e+001
3.104408e+002, -1.721151e+001
3.109229e+002, -1.777619e+001
3.114050e+002, -1.839935e+001
3.118871e+002, -1.909631e+001
3.123692e+002, -1.964276e+001
3.128513e+002, -2.029879e+001
3.133335e+002, -2.063972e+001
3.138156e+002, -1.984918e+001
3.142977e+002, -1.776244e+001
3.147798e+002, -1.573730e+001
3.152619e+002, -1.513684e+001
3.157440e+002, -1.588687e+001
3.162262e+002, -1.642416e+001
3.167083e+002, -1.626550e+001
3.171904e+002, -1.610401e+001
3.176725e+002, -1.675255e+001
3.181546e+002, -1.815061e+001
3.186367e+002, -1.922994e+001
3.191188e+002, -1.925909e+001
3.196010e+002, -1.834054e+001
3.200831e+002, -1.732184e+001
3.205652e+002, -1.562383e+001
3.210473e+002, -1.438935e+001
3.215294e+002, -1.441075e+001
3.220115e+002, -1.545976e+001
3.224937e+002, -1.679161e+001
3.229758e+002, -1.815436e+001
3.234579e+002, -1.947349e+001
3.239400e+002, -2.062713e+001
3.244221e+002, -2.200303e+001
3.249042e+002, -2.250773e+001
3.253864e+002, -2.085485e+001
3.258685e+002, -1.819377e+001
3.263506e+002, -1.684092e+001
3.268327e+002, -1.767695e+001
3.273148e+002, -1.943742e+001
3.277969e+002, -2.010967e+001
3.282791e+002, -1.949885e+001
3.287612e+002, -1.918619e+001
3.292433e+002, -1.992122e+001
3.297254e+002, -2.089009e+001
3.302075e+002, -2.078343e+001
3.306896e+002, -1.937452e+001
3.311718e+002, -1.836013e+001
3.316539e+002, -1.993823e+001
3.321360e+002, -2.435219e+001
3.326181e+002, -2.649963e+001
3.331002e+002, -2.438439e+001
3.335823e+002, -2.133812e+001
3.340645e+002, -1.973410e+001
3.345466e+002, -1.957974e+001
3.350287e+002, -1.958674e+001
3.355108e+002, -1.870763e+001
3.359929e+002, -1.724610e+001
3.364750e+002, -1.726684e+001
3.369572e+002, -1.991134e+001
3.374393e+002, -2.265089e+001
3.379214e+002, -2.480991e+001
3.384035e+002, -2.627318e+001
3.388856e+002, -2.655517e+001
3.393677e+002, -2.522202e+001
3.398499e+002, -2.306438e+001
3.403320e+002, -2.231263e+001
3.408141e+002, -2.367754e+001
3.412962e+002, -2.491410e+001
3.417783e+002, -2.572583e+001
3.422604e+002, -2.613412e+001
3.427426e+002, -2.609662e+001
3.432247e+002, -2.560151e+001
3.437068e+002, -2.481599e+001
3.441889e+002, -2.389672e+001
3.446710e+002, -2.262396e+001
3.451531e+002, -2.198602e+001
3.456353e+002, -2.223239e+001
3.461174e+002, -2.295246e+001
3.465995e+002, -2.398309e+001
3.470816e+002, -2.523309e+001
3.475637e+002, -2.653333e+001
3.480458e+002, -2.780549e+001
3.485280e+002, -2.907339e+001
3.490101e+002, -2.945378e+001
3.494922e+002, -2.817306e+001
3.499743e+002, -2.694348e+001
3.504564e+002, -2.660991e+001
3.509385e+002, -2.691229e+001
3.514207e+002, -2.711578e+001
3.519028e+002, -2.676031e+001
3.523849e+002, -2.605323e+001
3.528670e+002, -2.589730e+001
3.533491e+002, -2.736387e+001
3.538312e+002, -2.805327e+001
3.543134e+002, -2.703581e+001
3.547955e+002, -2.534339e+001
3.552776e+002, -2.401309e+001
3.557597e+002, -2.343279e+001
3.562418e+002, -2.363782e+001
3.567239e+002, -2.480217e+001
3.572061e+002, -2.803341e+001
3.576882e+002, -2.989877e+001
3.581703e+002, -2.931732e+001
3.586524e+002, -2.831553e+001
3.591345e+002, -2.822524e+001
3.596166e+002, -2.916576e+001
3.600987e+002, -3.056223e+001
3.605808e+002, -3.196247e+001
3.610630e+002, -3.345534e+001
3.615451e+002, -3.404265e+001
3.620272e+002, -3.299629e+001
3.625093e+002, -3.186613e+001
3.629914e+002, -3.109885e+001
3.634735e+002, -3.063005e+001
3.639557e+002, -3.021080e+001
3.644378e+002, -2.966106e+001
3.649199e+002, -2.912424e+001
3.654020e+002, -2.922727e+001
3.658841e+002, -3.040339e+001
3.663662e+002, -3.168003e+001
3.668484e+002, -3.309901e+001
3.673305e+002, -3.447510e+001
3.678126e+002, -3.581488e+001
3.682947e+002, -3.706555e+001
3.687768e+002, -3.782629e+001
3.692589e+002, -3.726936e+001
3.697411e+002, -3.465509e+001
3.702232e+002, -3.274278e+001
3.707053e+002, -3.170584e+001
3.711874e+002, -3.126347e+001
3.716695e+002, -3.161329e+001
3.721516e+002, -3.253041e+001
3.726338e+002, -3.332489e+001
3.731159e+002, -3.335761e+001
3.735980e+002, -3.265132e+001
3.740801e+002, -3.186809e+001
3.745622e+002, -3.008442e+001
3.750443e+002, -2.946832e+001
3.755265e+002, -3.177036e+001
3.760086e+002, -3.539585e+001
3.764907e+002, -3.792481e+001
3.769728e+002, -3.816813e+001
3.774549e+002, -3.672519e+001
3.779370e+002, -3.454978e+001
3.784192e+002, -3.091458e+001
3.789013e+002, -2.864821e+001
3.793834e+002, -2.949983e+001
3.798655e+002, -3.140980e+001
3.803476e+002, -3.282745e+001
3.808297e+002, -3.344760e+001
3.813119e+002, -3.406849e+001
3.817940e+002, -3.611730e+001
3.822761e+002, -3.953271e+001
3.827582e+002, -4.064143e+001
3.832403e+002, -3.710714e+001
3.837224e+002, -3.334311e+001
3.842046e+002, -3.248462e+001
3.846867e+002, -3.395745e+001
3.851688e+002, -3.557088e+001
3.856509e+002, -3.600320e+001
3.861330e+002, -3.578424e+001
3.866151e+002, -3.623294e+001
3.870973e+002, -3.757281e+001
3.875794e+002, -3.877132e+001
3.880615e+002, -3.926687e+001
3.885436e+002, -3.923457e+001
3.890257e+002, -3.883326e+001
3.895078e+002, -3.798262e+001
3.899900e+002, -3.696717e+001
3.904721e+002, -3.578570e+001
3.909542e+002, -3.452588e+001
3.914363e+002, -3.410259e+001
3.919184e+002, -3.545332e+001
3.924005e+002, -3.695813e+001
3.928827e+002, -3.588564e+001
3.933648e+002, -3.196775e+001
3.938469e+002, -2.920978e+001
3.943290e+002, -3.008586e+001
3.948111e+002, -3.280280e+001
3.952932e+002, -3.460517e+001
3.957754e+002, -3.509472e+001
3.962575e+002, -3.491144e+001
3.967396e+002, -3.443472e+001
3.972217e+002, -3.369818e+001
3.977038e+002, -3.312643e+001
3.981859e+002, -3.237879e+001
3.986681e+002, -3.210943e+001
3.991501e+002, -3.318411e+001
3.996323e+002, -3.520728e+001
4.001144e+002, -3.671061e+001
4.005965e+002, -3.687197e+001
4.010786e+002, -3.618294e+001
4.015607e+002, -3.607916e+001
4.020428e+002, -3.700948e+001
4.025250e+002, -3.764191e+001
4.030071e+002, -3.767902e+001
4.034892e+002, -3.733014e+001
4.039713e+002, -3.676713e+001
4.044534e+002, -3.604845e+001
4.049355e+002, -3.523602e+001
4.054177e+002, -3.431730e+001
4.058998e+002, -3.312055e+001
4.063819e+002, -3.284236e+001
4.068640e+002, -3.421331e+001
4.073461e+002, -3.568193e+001
4.078282e+002, -3.666587e+001
4.083104e+002, -3.712020e+001
4.087925e+002, -3.710712e+001
4.092746e+002, -3.663874e+001
4.097567e+002, -3.579639e+001
4.102388e+002, -3.493586e+001
4.107209e+002, -3.360054e+001
4.112031e+002, -3.288618e+001
4.116852e+002, -3.318639e+001
4.121673e+002, -3.396482e+001
4.126494e+002, -3.488375e+001
4.131315e+002, -3.578479e+001
4.136136e+002, -3.642264e+001
4.140958e+002, -3.642157e+001
4.145779e+002, -3.563178e+001
4.150600e+002, -3.479771e+001
4.155421e+002, -3.347081e+001
4.160242e+002, -3.252877e+001
4.165063e+002, -3.245152e+001
4.169885e+002, -3.305323e+001
4.174706e+002, -3.387761e+001
4.179527e+002, -3.469939e+001
4.184348e+002, -3.547282e+001
4.189169e+002, -3.609687e+001
4.193990e+002, -3.670192e+001
4.198812e+002, -3.683921e+001
4.203633e+002, -3.585958e+001
4.208454e+002, -3.465344e+001
4.213275e+002, -3.411122e+001
4.218096e+002, -3.445892e+001
4.222917e+002, -3.504720e+001
4.227739e+002, -3.526222e+001
4.232560e+002, -3.511499e+001
4.237381e+002, -3.482943e+001
4.242202e+002, -3.430132e+001
4.247023e+002, -3.383284e+001
4.251844e+002, -3.361234e+001
4.256666e+002, -3.362269e+001
4.261487e+002, -3.381504e+001
4.266308e+002, -3.425997e+001
4.271129e+002, -3.483483e+001
4.275950e+002, -3.550250e+001
4.280771e+002, -3.629768e+001
4.285593e+002, -3.661016e+001
4.290414e+002, -3.592914e+001
4.295235e+002, -3.461958e+001
4.300056e+002, -3.353732e+001
4.304877e+002, -3.265747e+001
4.309698e+002, -3.206581e+001
4.314520e+002, -3.201402e+001
4.319341e+002, -3.225186e+001
4.324162e+002, -3.211320e+001
4.328983e+002, -3.135160e+001
4.333804e+002, -3.083310e+001
4.338625e+002, -3.194504e+001
4.343447e+002, -3.506255e+001
4.348268e+002, -3.627503e+001
4.353089e+002, -3.330814e+001
4.357910e+002, -3.022592e+001
4.362731e+002, -3.018808e+001
4.367552e+002, -3.250673e+001
4.372374e+002, -3.431491e+001
4.377195e+002, -3.385225e+001
4.382016e+002, -3.182253e+001
4.386837e+002, -3.091587e+001
4.391658e+002, -3.242525e+001
4.396479e+002, -3.341410e+001
4.401301e+002, -3.340012e+001
4.406122e+002, -3.294495e+001
4.410943e+002, -3.251738e+001
4.415764e+002, -3.223981e+001
4.420585e+002, -3.203120e+001
4.425406e+002, -3.182487e+001
4.430227e+002, -3.164647e+001
4.435049e+002, -3.127868e+001
4.439870e+002, -3.023565e+001
4.444691e+002, -2.951047e+001
4.449512e+002, -2.933587e+001
4.454333e+002, -2.970630e+001
4.459154e+002, -3.081802e+001
4.463976e+002, -3.289798e+001
4.468797e+002, -3.509626e+001
4.473618e+002, -3.516739e+001
4.478439e+002, -3.198825e+001
4.483260e+002, -3.003851e+001
4.488081e+002, -3.119667e+001
4.492903e+002, -3.307656e+001
4.497724e+002, -3.445917e+001
4.502545e+002, -3.516957e+001
4.507366e+002, -3.534173e+001
4.512187e+002, -3.460774e+001
4.517008e+002, -3.332626e+001
4.521830e+002, -3.318098e+001
4.526651e+002, -3.457736e+001
4.531472e+002, -3.617072e+001
4.536293e+002, -3.734927e+001
4.541114e+002, -3.817991e+001
4.545935e+002, -3.862694e+001
4.550757e+002, -3.842059e+001
4.555578e+002, -3.833669e+001
4.560399e+002, -3.927543e+001
4.565220e+002, -4.096180e+001
4.570041e+002, -4.216657e+001
4.574862e+002, -4.244813e+001
4.579684e+002, -4.233813e+001
4.584505e+002, -4.272277e+001
4.589326e+002, -4.364218e+001
4.594147e+002, -4.362836e+001
4.598968e+002, -4.121440e+001
4.603789e+002, -3.862875e+001
4.608611e+002, -3.801758e+001
4.613432e+002, -3.920697e+001
4.618253e+002, -4.060453e+001
4.623074e+002, -4.129021e+001
4.627895e+002, -4.138977e+001
4.632716e+002, -4.142785e+001
4.637538e+002, -4.069055e+001
4.642359e+002, -4.082063e+001
