##NAMES=Eglestonite
##RRUFFID=R060612
##IDEAL CHEMISTRY=Hg^1+^_6_OCl_3_(OH)
##LOCALITY=Cahill mine, Poverty Peak District, Humboldt County, Nevada, USA
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown fragments
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060612
##MEASURED CHEMISTRY=Hg^1+^_6.00_OCl_3.00_(OH) ; O,H not measured but estimated by difference and stoichiometry
1.116064e+002, 1.136012e+001
1.120886e+002, 1.129834e+001
1.125707e+002, 1.128014e+001
1.130528e+002, 1.132891e+001
1.135349e+002, 1.145037e+001
1.140170e+002, 1.162322e+001
1.144991e+002, 1.180078e+001
1.149813e+002, 1.202176e+001
1.154634e+002, 1.219214e+001
1.159455e+002, 1.228004e+001
1.164276e+002, 1.232277e+001
1.169097e+002, 1.236169e+001
1.173918e+002, 1.241895e+001
1.178740e+002, 1.249080e+001
1.183561e+002, 1.255679e+001
1.188382e+002, 1.261979e+001
1.193203e+002, 1.267509e+001
1.198024e+002, 1.271136e+001
1.202845e+002, 1.273547e+001
1.207667e+002, 1.277368e+001
1.212488e+002, 1.285585e+001
1.217309e+002, 1.296852e+001
1.222130e+002, 1.302824e+001
1.226951e+002, 1.299708e+001
1.231772e+002, 1.293618e+001
1.236594e+002, 1.289005e+001
1.241415e+002, 1.285824e+001
1.246236e+002, 1.285175e+001
1.251057e+002, 1.292544e+001
1.255878e+002, 1.303231e+001
1.260699e+002, 1.308123e+001
1.265521e+002, 1.300828e+001
1.270342e+002, 1.285052e+001
1.275163e+002, 1.272062e+001
1.279984e+002, 1.265114e+001
1.284805e+002, 1.256312e+001
1.289626e+002, 1.238050e+001
1.294448e+002, 1.214401e+001
1.299269e+002, 1.195354e+001
1.304090e+002, 1.190908e+001
1.308911e+002, 1.202764e+001
1.313732e+002, 1.208842e+001
1.318553e+002, 1.206635e+001
1.323375e+002, 1.200336e+001
1.328196e+002, 1.187890e+001
1.333017e+002, 1.171237e+001
1.337838e+002, 1.156424e+001
1.342659e+002, 1.152314e+001
1.347480e+002, 1.168801e+001
1.352302e+002, 1.169621e+001
1.357123e+002, 1.148244e+001
1.361944e+002, 1.118775e+001
1.366765e+002, 1.087083e+001
1.371586e+002, 1.055695e+001
1.376407e+002, 1.028722e+001
1.381229e+002, 1.013294e+001
1.386050e+002, 1.016420e+001
1.390871e+002, 1.019771e+001
1.395692e+002, 1.025239e+001
1.400513e+002, 1.029669e+001
1.405334e+002, 1.027399e+001
1.410156e+002, 1.015036e+001
1.414977e+002, 9.988668e+000
1.419798e+002, 9.932807e+000
1.424619e+002, 1.000385e+001
1.429440e+002, 1.008394e+001
1.434261e+002, 1.014485e+001
1.439083e+002, 1.018162e+001
1.443904e+002, 1.016895e+001
1.448725e+002, 1.006652e+001
1.453546e+002, 9.931521e+000
1.458367e+002, 9.849869e+000
1.463188e+002, 9.831059e+000
1.468010e+002, 9.846385e+000
1.472831e+002, 9.882915e+000
1.477652e+002, 9.945526e+000
1.482473e+002, 9.989416e+000
1.487294e+002, 9.978614e+000
1.492115e+002, 9.948257e+000
1.496937e+002, 9.913261e+000
1.501758e+002, 9.869658e+000
1.506579e+002, 9.849330e+000
1.511400e+002, 9.929968e+000
1.516221e+002, 1.019464e+001
1.521042e+002, 1.038964e+001
1.525864e+002, 1.038428e+001
1.530685e+002, 1.031472e+001
1.535506e+002, 1.031994e+001
1.540327e+002, 1.047148e+001
1.545148e+002, 1.074538e+001
1.549969e+002, 1.104198e+001
1.554791e+002, 1.135767e+001
1.559612e+002, 1.170407e+001
1.564433e+002, 1.208189e+001
1.569254e+002, 1.249073e+001
1.574075e+002, 1.294001e+001
1.578896e+002, 1.344462e+001
1.583718e+002, 1.399690e+001
1.588539e+002, 1.442779e+001
1.593360e+002, 1.467684e+001
1.598181e+002, 1.488666e+001
1.603002e+002, 1.511014e+001
1.607823e+002, 1.533390e+001
1.612645e+002, 1.549805e+001
1.617466e+002, 1.553045e+001
1.622287e+002, 1.543442e+001
1.627108e+002, 1.553056e+001
1.631929e+002, 1.588721e+001
1.636750e+002, 1.635704e+001
1.641572e+002, 1.690411e+001
1.646393e+002, 1.751173e+001
1.651214e+002, 1.808137e+001
1.656035e+002, 1.854695e+001
1.660856e+002, 1.889757e+001
1.665677e+002, 1.910332e+001
1.670499e+002, 1.905028e+001
1.675320e+002, 1.889952e+001
1.680141e+002, 1.880276e+001
1.684962e+002, 1.875070e+001
1.689783e+002, 1.883794e+001
1.694604e+002, 1.920429e+001
1.699426e+002, 1.977041e+001
1.704247e+002, 2.039701e+001
1.709068e+002, 2.101173e+001
1.713889e+002, 2.164911e+001
1.718710e+002, 2.239655e+001
1.723531e+002, 2.323465e+001
1.728353e+002, 2.424298e+001
1.733174e+002, 2.532870e+001
1.737995e+002, 2.657310e+001
1.742816e+002, 2.816051e+001
1.747637e+002, 3.025865e+001
1.752458e+002, 3.285608e+001
1.757280e+002, 3.567506e+001
1.762101e+002, 3.907887e+001
1.766922e+002, 4.234937e+001
1.771743e+002, 4.572943e+001
1.776564e+002, 4.883999e+001
1.781385e+002, 5.085674e+001
1.786207e+002, 5.099557e+001
1.791028e+002, 4.915144e+001
1.795849e+002, 4.624013e+001
1.800670e+002, 4.118412e+001
1.805491e+002, 3.602771e+001
1.810313e+002, 3.135132e+001
1.815134e+002, 2.727524e+001
1.819955e+002, 2.379512e+001
1.824776e+002, 2.088201e+001
1.829597e+002, 1.856745e+001
1.834418e+002, 1.685669e+001
1.839240e+002, 1.587667e+001
1.844061e+002, 1.524935e+001
1.848882e+002, 1.483152e+001
1.853703e+002, 1.457137e+001
1.858524e+002, 1.442424e+001
1.863345e+002, 1.433852e+001
1.868167e+002, 1.431911e+001
1.872988e+002, 1.437782e+001
1.877809e+002, 1.456943e+001
1.882630e+002, 1.480130e+001
1.887451e+002, 1.503579e+001
1.892272e+002, 1.526060e+001
1.897094e+002, 1.540029e+001
1.901915e+002, 1.532262e+001
1.906736e+002, 1.496571e+001
1.911557e+002, 1.469551e+001
1.916378e+002, 1.457749e+001
1.921199e+002, 1.455391e+001
1.926021e+002, 1.453393e+001
1.930842e+002, 1.448474e+001
1.935663e+002, 1.450425e+001
1.940484e+002, 1.481356e+001
1.945305e+002, 1.538929e+001
1.950126e+002, 1.586204e+001
1.954948e+002, 1.599430e+001
1.959769e+002, 1.595725e+001
1.964590e+002, 1.611913e+001
1.969411e+002, 1.660481e+001
1.974232e+002, 1.720026e+001
1.979053e+002, 1.770028e+001
1.983875e+002, 1.811512e+001
1.988696e+002, 1.848875e+001
1.993517e+002, 1.886387e+001
1.998338e+002, 1.922123e+001
2.003159e+002, 1.949803e+001
2.007980e+002, 1.976199e+001
2.012802e+002, 1.981733e+001
2.017623e+002, 1.956845e+001
2.022444e+002, 1.902869e+001
2.027265e+002, 1.827438e+001
2.032086e+002, 1.731417e+001
2.036907e+002, 1.615713e+001
2.041729e+002, 1.495582e+001
2.046550e+002, 1.364511e+001
2.051371e+002, 1.237509e+001
2.056192e+002, 1.118115e+001
2.061013e+002, 1.008094e+001
2.065834e+002, 9.121413e+000
2.070656e+002, 8.387712e+000
2.075477e+002, 7.914963e+000
2.080298e+002, 7.428566e+000
2.085119e+002, 6.829099e+000
2.089940e+002, 6.297183e+000
2.094761e+002, 5.932556e+000
2.099583e+002, 5.720685e+000
2.104404e+002, 5.564247e+000
2.109225e+002, 5.354438e+000
2.114046e+002, 5.061744e+000
2.118867e+002, 4.843974e+000
2.123689e+002, 4.736427e+000
2.128510e+002, 4.664919e+000
2.133331e+002, 4.610424e+000
2.138152e+002, 4.563196e+000
2.142973e+002, 4.513160e+000
2.147794e+002, 4.451046e+000
2.152616e+002, 4.380047e+000
2.157437e+002, 4.280899e+000
2.162258e+002, 4.102224e+000
2.167079e+002, 3.942749e+000
2.171900e+002, 3.871420e+000
2.176721e+002, 3.885414e+000
2.181543e+002, 3.922219e+000
2.186364e+002, 3.911181e+000
2.191185e+002, 3.833156e+000
2.196006e+002, 3.780647e+000
2.200827e+002, 3.744286e+000
2.205648e+002, 3.736581e+000
2.210470e+002, 3.800153e+000
2.215291e+002, 3.924926e+000
2.220112e+002, 4.019968e+000
2.224933e+002, 3.980482e+000
2.229754e+002, 3.766711e+000
2.234575e+002, 3.597135e+000
2.239397e+002, 3.445171e+000
2.244218e+002, 3.354494e+000
2.249039e+002, 3.404536e+000
2.253860e+002, 3.595130e+000
2.258681e+002, 3.778848e+000
2.263502e+002, 3.793338e+000
2.268324e+002, 3.625279e+000
2.273145e+002, 3.511779e+000
2.277966e+002, 3.500462e+000
2.282787e+002, 3.529548e+000
2.287608e+002, 3.537354e+000
2.292429e+002, 3.515984e+000
2.297251e+002, 3.505022e+000
2.302072e+002, 3.564436e+000
2.306893e+002, 3.675363e+000
2.311714e+002, 3.722022e+000
2.316535e+002, 3.635695e+000
2.321356e+002, 3.500514e+000
2.326178e+002, 3.412811e+000
2.330999e+002, 3.381892e+000
2.335820e+002, 3.376356e+000
2.340641e+002, 3.397774e+000
2.345462e+002, 3.427741e+000
2.350283e+002, 3.418809e+000
2.355105e+002, 3.317892e+000
2.359926e+002, 3.187564e+000
2.364747e+002, 3.111618e+000
2.369568e+002, 3.091641e+000
2.374389e+002, 3.123126e+000
2.379210e+002, 3.270210e+000
2.384032e+002, 3.457911e+000
2.388853e+002, 3.567600e+000
2.393674e+002, 3.521780e+000
2.398495e+002, 3.401350e+000
2.403316e+002, 3.349366e+000
2.408137e+002, 3.395308e+000
2.412959e+002, 3.422521e+000
2.417780e+002, 3.335230e+000
2.422601e+002, 3.207190e+000
2.427422e+002, 3.135995e+000
2.432243e+002, 3.185544e+000
2.437064e+002, 3.275756e+000
2.441886e+002, 3.234047e+000
2.446707e+002, 2.987712e+000
2.451528e+002, 2.796927e+000
2.456349e+002, 2.783224e+000
2.461170e+002, 2.857518e+000
2.465991e+002, 2.935495e+000
2.470813e+002, 2.985950e+000
2.475634e+002, 3.024570e+000
2.480455e+002, 3.091660e+000
2.485276e+002, 3.220120e+000
2.490097e+002, 3.296652e+000
2.494918e+002, 3.250987e+000
2.499740e+002, 3.168301e+000
2.504561e+002, 3.131251e+000
2.509382e+002, 3.172417e+000
2.514203e+002, 3.242658e+000
2.519024e+002, 3.233819e+000
2.523845e+002, 3.072960e+000
2.528667e+002, 2.995726e+000
2.533488e+002, 3.078490e+000
2.538309e+002, 3.221006e+000
2.543130e+002, 3.357683e+000
2.547951e+002, 3.465033e+000
2.552772e+002, 3.537508e+000
2.557594e+002, 3.554404e+000
2.562415e+002, 3.466248e+000
2.567236e+002, 3.427229e+000
2.572057e+002, 3.495762e+000
2.576878e+002, 3.577853e+000
2.581699e+002, 3.600357e+000
2.586520e+002, 3.547411e+000
2.591342e+002, 3.458811e+000
2.596163e+002, 3.396646e+000
2.600984e+002, 3.374717e+000
2.605805e+002, 3.351355e+000
2.610626e+002, 3.313847e+000
2.615447e+002, 3.283500e+000
2.620269e+002, 3.278391e+000
2.625090e+002, 3.299461e+000
2.629911e+002, 3.331559e+000
2.634732e+002, 3.358697e+000
2.639553e+002, 3.394930e+000
2.644374e+002, 3.382805e+000
2.649196e+002, 3.245656e+000
2.654017e+002, 3.129323e+000
2.658838e+002, 3.153171e+000
2.663659e+002, 3.306963e+000
2.668480e+002, 3.468079e+000
2.673301e+002, 3.494506e+000
2.678123e+002, 3.333762e+000
2.682944e+002, 3.259181e+000
2.687765e+002, 3.321754e+000
2.692586e+002, 3.406996e+000
2.697407e+002, 3.464991e+000
2.702228e+002, 3.490356e+000
2.707050e+002, 3.496839e+000
2.711871e+002, 3.495156e+000
2.716692e+002, 3.483942e+000
2.721513e+002, 3.477465e+000
2.726334e+002, 3.468430e+000
2.731155e+002, 3.469515e+000
2.735977e+002, 3.499146e+000
2.740798e+002, 3.546739e+000
2.745619e+002, 3.582173e+000
2.750440e+002, 3.583926e+000
2.755261e+002, 3.552222e+000
2.760082e+002, 3.496552e+000
2.764904e+002, 3.378045e+000
2.769725e+002, 3.281336e+000
2.774546e+002, 3.243123e+000
2.779367e+002, 3.251904e+000
2.784188e+002, 3.280126e+000
2.789009e+002, 3.313187e+000
2.793831e+002, 3.349841e+000
2.798652e+002, 3.381749e+000
2.803473e+002, 3.443988e+000
2.808294e+002, 3.464358e+000
2.813115e+002, 3.384429e+000
2.817936e+002, 3.251599e+000
2.822758e+002, 3.157255e+000
2.827579e+002, 3.148470e+000
2.832400e+002, 3.197695e+000
2.837221e+002, 3.220669e+000
2.842042e+002, 3.199220e+000
2.846863e+002, 3.182354e+000
2.851685e+002, 3.176652e+000
2.856506e+002, 3.182314e+000
2.861327e+002, 3.199840e+000
2.866148e+002, 3.229463e+000
2.870969e+002, 3.271292e+000
2.875790e+002, 3.332517e+000
2.880612e+002, 3.441491e+000
2.885433e+002, 3.499230e+000
2.890254e+002, 3.444174e+000
2.895075e+002, 3.346963e+000
2.899896e+002, 3.301816e+000
2.904717e+002, 3.334685e+000
2.909539e+002, 3.394178e+000
2.914360e+002, 3.414471e+000
2.919181e+002, 3.392559e+000
2.924002e+002, 3.341425e+000
2.928823e+002, 3.216329e+000
2.933644e+002, 3.086693e+000
2.938466e+002, 3.031806e+000
2.943287e+002, 3.063227e+000
2.948108e+002, 3.119544e+000
2.952929e+002, 3.142808e+000
2.957750e+002, 3.129325e+000
2.962571e+002, 3.113683e+000
2.967393e+002, 3.119166e+000
2.972214e+002, 3.107126e+000
2.977035e+002, 3.011245e+000
2.981856e+002, 2.840428e+000
2.986677e+002, 2.721037e+000
2.991498e+002, 2.766349e+000
2.996320e+002, 2.963488e+000
3.001141e+002, 3.099575e+000
3.005962e+002, 3.155309e+000
3.010783e+002, 3.169957e+000
3.015604e+002, 3.169403e+000
3.020425e+002, 3.150055e+000
3.025247e+002, 3.081052e+000
3.030068e+002, 2.917944e+000
3.034889e+002, 2.709959e+000
3.039710e+002, 2.625139e+000
3.044531e+002, 2.737478e+000
3.049352e+002, 2.859195e+000
3.054174e+002, 2.905313e+000
3.058995e+002, 2.896584e+000
3.063816e+002, 2.886767e+000
3.068637e+002, 2.896850e+000
3.073458e+002, 2.918481e+000
3.078279e+002, 2.936282e+000
3.083101e+002, 2.954030e+000
3.087922e+002, 2.959589e+000
3.092743e+002, 2.949014e+000
3.097564e+002, 2.923689e+000
3.102385e+002, 2.873304e+000
3.107206e+002, 2.785407e+000
3.112028e+002, 2.710651e+000
3.116849e+002, 2.739523e+000
3.121670e+002, 2.881139e+000
3.126491e+002, 2.996993e+000
3.131312e+002, 3.058060e+000
3.136133e+002, 3.080881e+000
3.140955e+002, 3.077279e+000
3.145776e+002, 3.048376e+000
3.150597e+002, 3.015108e+000
3.155418e+002, 3.008145e+000
3.160239e+002, 3.024494e+000
3.165060e+002, 2.991029e+000
3.169882e+002, 2.842270e+000
3.174703e+002, 2.683372e+000
3.179524e+002, 2.597907e+000
3.184345e+002, 2.588340e+000
3.189166e+002, 2.627640e+000
3.193987e+002, 2.725164e+000
3.198809e+002, 2.855521e+000
3.203630e+002, 2.891272e+000
3.208451e+002, 2.716030e+000
3.213272e+002, 2.559278e+000
3.218093e+002, 2.584991e+000
3.222914e+002, 2.745476e+000
3.227736e+002, 2.860007e+000
3.232557e+002, 2.829553e+000
3.237378e+002, 2.712140e+000
3.242199e+002, 2.665900e+000
3.247020e+002, 2.718097e+000
3.251841e+002, 2.774017e+000
3.256663e+002, 2.801240e+000
3.261484e+002, 2.809398e+000
3.266305e+002, 2.814106e+000
3.271126e+002, 2.818943e+000
3.275947e+002, 2.827597e+000
3.280768e+002, 2.849960e+000
3.285590e+002, 2.890678e+000
3.290411e+002, 2.920001e+000
3.295232e+002, 2.922804e+000
3.300053e+002, 2.915961e+000
3.304874e+002, 2.929245e+000
3.309695e+002, 2.968137e+000
3.314517e+002, 2.987681e+000
3.319338e+002, 2.921133e+000
3.324159e+002, 2.756418e+000
3.328980e+002, 2.694802e+000
3.333801e+002, 2.855677e+000
3.338622e+002, 3.035924e+000
3.343444e+002, 3.064406e+000
3.348265e+002, 2.951285e+000
3.353086e+002, 2.838386e+000
3.357907e+002, 2.824879e+000
3.362729e+002, 2.899913e+000
3.367550e+002, 2.958171e+000
3.372371e+002, 3.004956e+000
3.377192e+002, 3.032108e+000
3.382013e+002, 3.022817e+000
3.386834e+002, 2.990697e+000
3.391656e+002, 2.969068e+000
3.396477e+002, 2.975519e+000
3.401298e+002, 2.997587e+000
3.406119e+002, 2.999348e+000
3.410940e+002, 2.961859e+000
3.415761e+002, 2.940761e+000
3.420583e+002, 2.959090e+000
3.425404e+002, 2.994793e+000
3.430225e+002, 3.021503e+000
3.435046e+002, 3.031754e+000
3.439867e+002, 3.029829e+000
3.444688e+002, 3.020608e+000
3.449510e+002, 3.000767e+000
3.454331e+002, 2.982441e+000
3.459152e+002, 2.960603e+000
3.463973e+002, 2.943830e+000
3.468794e+002, 2.937074e+000
3.473615e+002, 2.941483e+000
3.478437e+002, 2.960931e+000
3.483258e+002, 3.005034e+000
3.488079e+002, 3.076000e+000
3.492900e+002, 3.101033e+000
3.497721e+002, 3.040427e+000
3.502542e+002, 2.982355e+000
3.507364e+002, 2.961844e+000
3.512185e+002, 2.972671e+000
3.517006e+002, 2.997604e+000
3.521827e+002, 3.028815e+000
3.526648e+002, 3.061998e+000
3.531469e+002, 3.078875e+000
3.536291e+002, 3.051190e+000
3.541112e+002, 3.042519e+000
3.545933e+002, 3.101573e+000
3.550754e+002, 3.166641e+000
3.555575e+002, 3.143184e+000
3.560396e+002, 3.004899e+000
3.565218e+002, 2.838869e+000
3.570039e+002, 2.795527e+000
3.574860e+002, 2.951726e+000
3.579681e+002, 3.074705e+000
3.584502e+002, 3.160024e+000
3.589323e+002, 3.219324e+000
3.594145e+002, 3.256180e+000
3.598966e+002, 3.273306e+000
3.603787e+002, 3.276383e+000
3.608608e+002, 3.270726e+000
3.613429e+002, 3.256665e+000
3.618250e+002, 3.229158e+000
3.623072e+002, 3.176735e+000
3.627893e+002, 3.123913e+000
3.632714e+002, 3.060280e+000
3.637535e+002, 3.003966e+000
3.642356e+002, 2.994826e+000
3.647177e+002, 3.060976e+000
3.651999e+002, 3.173311e+000
3.656820e+002, 3.211826e+000
3.661641e+002, 3.107100e+000
3.666462e+002, 3.020963e+000
3.671283e+002, 2.951328e+000
3.676104e+002, 2.916726e+000
3.680926e+002, 2.959066e+000
3.685747e+002, 3.082610e+000
3.690568e+002, 3.214212e+000
3.695389e+002, 3.230701e+000
3.700210e+002, 3.075013e+000
3.705031e+002, 2.965094e+000
3.709853e+002, 2.922793e+000
3.714674e+002, 2.909414e+000
3.719495e+002, 2.904291e+000
3.724316e+002, 2.909678e+000
3.729137e+002, 2.944613e+000
3.733958e+002, 3.037498e+000
3.738780e+002, 3.183406e+000
3.743601e+002, 3.280636e+000
3.748422e+002, 3.318348e+000
3.753243e+002, 3.315132e+000
3.758064e+002, 3.229442e+000
3.762885e+002, 3.121652e+000
3.767707e+002, 3.089311e+000
3.772528e+002, 3.190608e+000
3.777349e+002, 3.349426e+000
3.782170e+002, 3.392798e+000
3.786991e+002, 3.270876e+000
3.791812e+002, 3.179697e+000
3.796634e+002, 3.196774e+000
3.801455e+002, 3.243280e+000
3.806276e+002, 3.259062e+000
3.811097e+002, 3.234493e+000
3.815918e+002, 3.212441e+000
3.820739e+002, 3.258189e+000
3.825561e+002, 3.368073e+000
3.830382e+002, 3.396342e+000
3.835203e+002, 3.254034e+000
3.840024e+002, 3.117305e+000
3.844845e+002, 3.100463e+000
3.849666e+002, 3.177928e+000
3.854488e+002, 3.272586e+000
3.859309e+002, 3.352684e+000
3.864130e+002, 3.420764e+000
3.868951e+002, 3.494143e+000
3.873772e+002, 3.587266e+000
3.878593e+002, 3.629132e+000
3.883415e+002, 3.521503e+000
3.888236e+002, 3.359152e+000
3.893057e+002, 3.262639e+000
3.897878e+002, 3.263438e+000
3.902699e+002, 3.309831e+000
3.907520e+002, 3.382964e+000
3.912342e+002, 3.474853e+000
3.917163e+002, 3.516195e+000
3.921984e+002, 3.466492e+000
3.926805e+002, 3.385778e+000
3.931626e+002, 3.350895e+000
3.936447e+002, 3.361352e+000
3.941269e+002, 3.372807e+000
3.946090e+002, 3.365297e+000
3.950911e+002, 3.349579e+000
3.955732e+002, 3.336143e+000
3.960553e+002, 3.324730e+000
3.965374e+002, 3.335721e+000
3.970196e+002, 3.400538e+000
3.975017e+002, 3.507399e+000
3.979838e+002, 3.577168e+000
3.984659e+002, 3.583051e+000
3.989480e+002, 3.571923e+000
3.994301e+002, 3.577395e+000
3.999123e+002, 3.590987e+000
4.003944e+002, 3.574311e+000
4.008765e+002, 3.498787e+000
4.013586e+002, 3.403862e+000
4.018407e+002, 3.391680e+000
4.023228e+002, 3.494853e+000
4.028050e+002, 3.592947e+000
4.032871e+002, 3.683542e+000
4.037692e+002, 3.749362e+000
4.042513e+002, 3.770266e+000
4.047334e+002, 3.743053e+000
4.052155e+002, 3.675364e+000
4.056977e+002, 3.561411e+000
4.061798e+002, 3.381506e+000
4.066619e+002, 3.316840e+000
4.071440e+002, 3.442182e+000
4.076261e+002, 3.591620e+000
4.081082e+002, 3.722849e+000
4.085904e+002, 3.817332e+000
4.090725e+002, 3.837424e+000
4.095546e+002, 3.756196e+000
4.100367e+002, 3.610521e+000
4.105188e+002, 3.535782e+000
4.110009e+002, 3.587039e+000
4.114831e+002, 3.641878e+000
4.119652e+002, 3.709602e+000
4.124473e+002, 3.769117e+000
4.129294e+002, 3.797286e+000
4.134115e+002, 3.791866e+000
4.138936e+002, 3.773082e+000
4.143758e+002, 3.760689e+000
4.148579e+002, 3.750131e+000
4.153400e+002, 3.771285e+000
4.158221e+002, 3.905215e+000
4.163042e+002, 3.991985e+000
4.167863e+002, 3.915002e+000
4.172685e+002, 3.752925e+000
4.177506e+002, 3.671733e+000
4.182327e+002, 3.787997e+000
4.187148e+002, 4.019471e+000
4.191969e+002, 4.107483e+000
4.196790e+002, 3.973302e+000
4.201612e+002, 3.878272e+000
4.206433e+002, 3.922776e+000
4.211254e+002, 4.008492e+000
4.216075e+002, 4.060062e+000
4.220896e+002, 4.062847e+000
4.225717e+002, 4.044793e+000
4.230539e+002, 4.028505e+000
4.235360e+002, 4.014042e+000
4.240181e+002, 4.004287e+000
4.245002e+002, 4.007853e+000
4.249823e+002, 4.003281e+000
4.254644e+002, 3.969010e+000
4.259466e+002, 3.916256e+000
4.264287e+002, 3.873960e+000
4.269108e+002, 3.860529e+000
4.273929e+002, 3.858525e+000
4.278750e+002, 3.834749e+000
4.283571e+002, 3.786817e+000
4.288393e+002, 3.767969e+000
4.293214e+002, 3.819648e+000
4.298035e+002, 3.902879e+000
4.302856e+002, 3.945490e+000
4.307677e+002, 3.935240e+000
4.312498e+002, 3.929592e+000
4.317320e+002, 3.968342e+000
4.322141e+002, 4.028735e+000
4.326962e+002, 4.062607e+000
4.331783e+002, 4.058157e+000
4.336604e+002, 4.048861e+000
4.341425e+002, 4.079372e+000
4.346247e+002, 4.149087e+000
4.351068e+002, 4.159377e+000
4.355889e+002, 4.030059e+000
4.360710e+002, 3.909515e+000
4.365531e+002, 3.905299e+000
4.370352e+002, 3.988908e+000
4.375174e+002, 4.068287e+000
4.379995e+002, 4.097453e+000
4.384816e+002, 4.091216e+000
4.389637e+002, 4.088656e+000
4.394458e+002, 4.087746e+000
4.399279e+002, 4.094039e+000
4.404101e+002, 4.120920e+000
4.408922e+002, 4.146803e+000
4.413743e+002, 4.143100e+000
4.418564e+002, 4.111850e+000
4.423385e+002, 4.090833e+000
4.428206e+002, 4.122354e+000
4.433028e+002, 4.211195e+000
4.437849e+002, 4.263886e+000
4.442670e+002, 4.239513e+000
4.447491e+002, 4.223254e+000
4.452312e+002, 4.238352e+000
4.457133e+002, 4.273696e+000
4.461955e+002, 4.312130e+000
4.466776e+002, 4.346145e+000
4.471597e+002, 4.379494e+000
4.476418e+002, 4.421832e+000
4.481239e+002, 4.480402e+000
4.486060e+002, 4.524753e+000
4.490882e+002, 4.566616e+000
4.495703e+002, 4.580473e+000
4.500524e+002, 4.520770e+000
4.505345e+002, 4.409063e+000
4.510166e+002, 4.332525e+000
4.514987e+002, 4.371462e+000
4.519809e+002, 4.492431e+000
4.524630e+002, 4.574466e+000
4.529451e+002, 4.609768e+000
4.534272e+002, 4.626866e+000
4.539093e+002, 4.607213e+000
4.543914e+002, 4.589427e+000
4.548736e+002, 4.631725e+000
4.553557e+002, 4.764317e+000
4.558378e+002, 4.884308e+000
4.563199e+002, 4.903404e+000
4.568020e+002, 4.839027e+000
4.572841e+002, 4.751912e+000
4.577663e+002, 4.639878e+000
4.582484e+002, 4.543353e+000
4.587305e+002, 4.522053e+000
4.592126e+002, 4.563526e+000
4.596947e+002, 4.586250e+000
4.601768e+002, 4.559367e+000
4.606590e+002, 4.521497e+000
4.611411e+002, 4.499475e+000
4.616232e+002, 4.493905e+000
4.621053e+002, 4.502243e+000
4.625874e+002, 4.524975e+000
4.630695e+002, 4.558033e+000
4.635517e+002, 4.592261e+000
4.640338e+002, 4.642093e+000
4.645159e+002, 4.666311e+000
4.649980e+002, 4.654601e+000
4.654801e+002, 4.618918e+000
4.659622e+002, 4.553817e+000
4.664444e+002, 4.468269e+000
4.669265e+002, 4.403996e+000
4.674086e+002, 4.406400e+000
4.678907e+002, 4.475747e+000
4.683728e+002, 4.497177e+000
4.688549e+002, 4.455564e+000
4.693371e+002, 4.380870e+000
4.698192e+002, 4.209154e+000
