##NAMES=Furutobeite
##RRUFFID=R060937
##IDEAL CHEMISTRY=(Cu^1+^,Ag^1+^)_6_Pb^2+^S^2-^_4_
##LOCALITY=Tsumeb mine, Tsumeb, Otavi District, Oshikoto, Namibia
##OWNER=RRUFF
##SOURCE=William W. Pinch
##DESCRIPTION=Steel gray metallic elongated prisms, associated with quartz, tennantite, and djurleite.
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060937
##MEASURED CHEMISTRY=(Cu_4.97_Ag_1.07_)Pb_1.03_S_4_ ; (Dark areas are djurleite, Cu_1.89_Ag_0.02_S)
362.9216, 347.0487
363.4037, 346.7036
363.8858, 346.8982
364.3680, 347.3147
364.8501, 347.6202
365.3322, 347.5125
365.8143, 347.5301
366.2964, 347.9064
366.7785, 348.6360
367.2607, 349.1748
367.7428, 349.5591
368.2249, 349.6928
368.7070, 349.5083
369.1891, 348.7287
369.6712, 347.9951
370.1534, 347.0882
370.6355, 346.2231
371.1176, 346.1389
371.5997, 347.4993
372.0818, 348.7710
372.5639, 349.3148
373.0461, 348.8835
373.5282, 348.4768
374.0103, 348.0300
374.4924, 347.6472
374.9745, 347.5127
375.4566, 347.6841
375.9388, 347.9122
376.4209, 348.0822
376.9030, 348.2212
377.3851, 348.7383
377.8672, 349.7586
378.3493, 350.8109
378.8315, 351.4614
379.3136, 351.7186
379.7957, 351.7096
380.2778, 351.3199
380.7599, 350.8272
381.2420, 351.0420
381.7242, 351.9598
382.2063, 352.8039
382.6884, 352.9681
383.1705, 352.6206
383.6526, 352.3467
384.1347, 352.2110
384.6169, 352.0813
385.0990, 351.8468
385.5811, 351.4894
386.0632, 350.9705
386.5453, 350.0212
387.0274, 349.0096
387.5096, 348.4947
387.9917, 348.4815
388.4738, 348.5909
388.9559, 348.4888
389.4380, 348.3513
389.9201, 348.4306
390.4023, 349.0567
390.8844, 349.6426
391.3665, 349.6691
391.8486, 349.2925
392.3307, 349.0793
392.8128, 349.7282
393.2950, 350.3488
393.7771, 350.2187
394.2592, 348.8246
394.7413, 347.7397
395.2234, 347.7115
395.7055, 348.2579
396.1877, 348.6356
396.6698, 348.6353
397.1519, 348.4825
397.6340, 348.1676
398.1161, 347.6559
398.5982, 347.3414
399.0804, 347.3752
399.5625, 347.5491
400.0446, 347.7272
400.5267, 348.0809
401.0088, 348.2042
401.4909, 348.0115
401.9731, 347.5679
402.4552, 347.0650
402.9373, 346.2661
403.4194, 345.7997
403.9015, 346.0944
404.3836, 347.4601
404.8658, 348.3089
405.3479, 348.4820
405.8300, 348.3325
406.3121, 348.3770
406.7942, 348.6364
407.2763, 348.9082
407.7585, 349.1371
408.2406, 349.3190
408.7227, 349.3907
409.2048, 349.3225
409.6869, 349.3493
410.1690, 349.8029
410.6512, 350.5729
411.1333, 351.1554
411.6154, 351.4633
412.0975, 351.5332
412.5796, 351.3321
413.0617, 350.9090
413.5439, 350.5005
414.0260, 350.3923
414.5081, 350.3228
414.9902, 349.7718
415.4723, 348.6386
415.9544, 347.7189
416.4366, 347.8504
416.9187, 348.5797
417.4008, 349.2238
417.8829, 349.4626
418.3650, 349.5998
418.8471, 349.8338
419.3293, 350.1354
419.8114, 350.3455
420.2935, 350.3893
420.7756, 350.3188
421.2577, 350.1536
421.7398, 349.8192
422.2220, 349.5434
422.7041, 349.3207
423.1862, 349.1958
423.6683, 349.2440
424.1504, 349.5778
424.6325, 349.9887
425.1147, 350.5521
425.5968, 351.3565
426.0789, 351.5320
426.5610, 350.3971
427.0431, 349.2512
427.5252, 349.2925
428.0074, 351.3456
428.4895, 352.6205
428.9716, 352.5686
429.4537, 351.6053
429.9358, 351.0307
430.4179, 350.9189
430.9001, 350.9263
431.3822, 350.9169
431.8643, 350.8914
432.3464, 350.7590
432.8285, 350.4754
433.3106, 350.2315
433.7928, 350.2377
434.2749, 350.4901
434.7570, 351.0037
435.2391, 352.0349
435.7212, 353.1327
436.2033, 353.2675
436.6855, 352.5202
437.1676, 351.6974
437.6497, 351.3434
438.1318, 351.2950
438.6139, 351.2850
439.0960, 351.2408
439.5782, 351.3459
440.0603, 352.0038
440.5424, 352.8995
441.0245, 353.4353
441.5066, 352.9244
441.9887, 352.3402
442.4709, 352.3959
442.9530, 353.0750
443.4351, 353.4585
443.9172, 352.6567
444.3993, 351.7391
444.8814, 351.5083
445.3636, 352.8019
445.8457, 353.8278
446.3278, 354.3286
446.8099, 354.3879
447.2920, 354.2171
447.7741, 353.3604
448.2563, 352.8064
448.7384, 353.0270
449.2205, 354.2147
449.7026, 354.6353
450.1847, 353.9313
450.6668, 352.9157
451.1490, 352.2630
451.6311, 351.9442
452.1132, 352.1997
452.5953, 353.3408
453.0774, 354.8775
453.5595, 355.3987
454.0417, 354.7996
454.5238, 354.1597
455.0059, 354.1764
455.4880, 354.6893
455.9701, 354.7759
456.4522, 354.3420
456.9344, 353.9160
457.4165, 354.1660
457.8986, 354.8916
458.3807, 355.5137
458.8628, 355.7493
459.3449, 355.9167
459.8271, 356.5455
460.3092, 357.4904
460.7913, 358.1397
461.2734, 357.9420
461.7555, 357.4128
462.2376, 356.1331
462.7198, 357.4150
463.2019, 358.1786
463.6840, 358.4518
464.1661, 356.7660
464.6482, 357.6099
465.1303, 357.4400
465.6125, 357.2286
466.0946, 358.4285
466.5767, 357.0277
467.0588, 358.2052
467.5409, 358.3535
468.0230, 358.9729
468.5052, 358.5722
468.9873, 358.4866
469.4694, 359.4214
469.9515, 359.7911
470.4336, 359.2730
470.9157, 359.9223
471.3979, 358.4858
471.8800, 358.8797
472.3621, 360.0632
472.8442, 359.5964
473.3263, 360.2643
473.8084, 360.5001
474.2906, 359.2148
474.7727, 359.8632
475.2548, 361.0378
475.7369, 361.8161
476.2190, 362.0677
476.7011, 362.0563
477.1833, 362.0630
477.6654, 362.0646
478.1475, 361.9968
478.6296, 361.6376
479.1117, 361.3328
479.5938, 361.5839
480.0760, 362.2986
480.5581, 362.8473
481.0402, 362.7665
481.5223, 362.4388
482.0044, 361.5120
482.4865, 362.7702
482.9687, 363.5102
483.4508, 363.7598
483.9329, 362.0504
484.4150, 362.8707
484.8971, 362.6772
485.3792, 362.4421
485.8614, 363.6184
486.3435, 362.1940
486.8256, 363.3479
487.3077, 363.4726
487.7898, 364.0684
488.2719, 363.6441
488.7541, 364.2886
489.2362, 364.9257
489.7183, 364.8789
490.2004, 364.4712
490.6825, 364.1066
491.1646, 363.7670
491.6468, 363.6358
492.1289, 363.7544
492.6110, 364.1216
493.0931, 364.9124
493.5752, 366.1212
494.0573, 367.1246
494.5395, 367.3698
495.0216, 367.1115
495.5037, 366.7993
495.9858, 366.4430
496.4679, 366.3117
496.9500, 366.8843
497.4322, 367.8176
497.9143, 368.5320
498.3964, 368.8004
498.8785, 368.7918
499.3606, 368.4726
499.8427, 367.9099
500.3249, 367.4279
500.8070, 367.0430
501.2891, 366.8395
501.7712, 366.9309
502.2533, 367.5221
502.7354, 367.8501
503.2176, 367.5916
503.6997, 367.1772
504.1818, 367.0255
504.6639, 367.1402
505.1460, 367.5248
505.6281, 368.3128
506.1103, 369.3477
506.5924, 369.9781
507.0745, 370.1214
507.5566, 370.1335
508.0387, 370.2660
508.5208, 370.4935
509.0030, 370.1355
509.4851, 369.0582
509.9672, 368.1512
510.4493, 368.7689
510.9314, 370.4166
511.4135, 371.3412
511.8957, 370.8385
512.3778, 369.9001
512.8599, 369.6409
513.3420, 369.8988
513.8242, 370.1888
514.3063, 370.1370
514.7884, 370.1168
515.2705, 370.5590
515.7526, 371.4944
516.2347, 372.1332
516.7169, 371.7846
517.1990, 371.2311
517.6811, 371.0760
518.1632, 371.9080
518.6453, 372.4619
519.1274, 372.2717
519.6096, 371.7803
520.0917, 371.8418
520.5738, 372.9223
521.0559, 373.7653
521.5380, 373.9600
522.0201, 373.5565
522.5023, 373.4407
522.9844, 373.6718
523.4665, 374.0338
523.9486, 374.5046
524.4307, 375.0648
524.9128, 375.1008
525.3950, 374.4561
525.8771, 373.6702
526.3592, 373.4334
526.8413, 373.6595
527.3234, 374.0285
527.8055, 374.3802
528.2877, 374.8498
528.7698, 375.8907
529.2519, 377.2866
529.7340, 378.1657
530.2161, 377.5240
530.6982, 376.5224
531.1804, 376.0385
531.6625, 376.2613
532.1446, 376.5595
532.6267, 376.9537
533.1088, 377.2255
533.5909, 377.1684
534.0731, 376.2212
534.5552, 375.6277
535.0373, 375.7314
535.5194, 376.2115
536.0015, 376.1669
536.4836, 375.1297
536.9658, 374.5226
537.4479, 374.9128
537.9300, 376.2522
538.4121, 377.8230
538.8942, 379.7896
539.3763, 381.2292
539.8585, 380.9431
540.3406, 379.2793
540.8227, 378.2428
541.3048, 378.1027
541.7869, 378.5418
542.2690, 379.4748
542.7512, 380.6873
543.2333, 381.6437
543.7154, 382.0712
544.1975, 382.1964
544.6796, 382.1355
545.1617, 381.9119
545.6439, 381.6264
546.1260, 381.2834
546.6081, 380.9269
547.0902, 380.4868
547.5723, 379.8249
548.0544, 379.6682
548.5366, 380.6430
549.0187, 381.8712
549.5008, 382.5693
549.9829, 382.3743
550.4650, 382.3387
550.9471, 382.7152
551.4293, 383.2149
551.9114, 382.9653
552.3935, 381.7016
552.8756, 381.0160
553.3577, 381.9056
553.8398, 383.8648
554.3220, 384.2622
554.8041, 383.0440
555.2862, 381.9020
555.7683, 382.3312
556.2504, 383.7462
556.7325, 385.1927
557.2147, 386.6830
557.6968, 387.4266
558.1789, 385.8572
558.6610, 383.3268
559.1431, 381.8462
559.6252, 383.3312
560.1074, 384.7659
560.5895, 384.7269
561.0716, 383.6417
561.5537, 382.9520
562.0358, 383.3460
562.5179, 383.7794
563.0001, 383.7338
563.4822, 383.0910
563.9643, 383.3160
564.4464, 385.0455
564.9285, 386.7508
565.4106, 387.1531
565.8928, 385.9966
566.3749, 385.2609
566.8570, 385.1557
567.3391, 385.3716
567.8212, 385.3940
568.3033, 385.2749
568.7855, 385.4145
569.2676, 386.1097
569.7497, 386.9729
570.2318, 387.3219
570.7139, 387.2840
571.1960, 387.4483
571.6782, 388.6492
572.1603, 389.8605
572.6424, 390.0608
573.1245, 389.0955
573.6066, 388.3286
574.0887, 388.5207
574.5709, 388.9750
575.0530, 389.1397
575.5351, 388.5093
576.0172, 388.2298
576.4993, 388.4876
576.9814, 389.0372
577.4636, 389.4958
577.9457, 389.8639
578.4278, 390.1319
578.9099, 390.2458
579.3920, 390.2687
579.8741, 390.4135
580.3563, 390.6750
580.8384, 391.1148
581.3205, 392.0406
581.8026, 393.1633
582.2847, 393.4854
582.7668, 392.9669
583.2490, 392.3506
583.7311, 392.2061
584.2132, 392.3550
584.6953, 392.6020
585.1774, 392.9860
585.6595, 393.2587
586.1416, 393.2365
586.6237, 393.0363
587.1058, 392.8340
587.5880, 392.5828
588.0701, 392.4337
588.5522, 392.3658
589.0343, 392.4116
589.5164, 392.8028
589.9985, 393.8980
590.4807, 394.7267
590.9628, 394.8051
591.4449, 394.1129
591.9270, 393.5529
592.4091, 393.0743
592.8912, 392.9290
593.3734, 393.7784
593.8555, 395.2773
594.3376, 395.5483
594.8197, 394.0504
595.3018, 392.4732
595.7839, 393.1118
596.2661, 394.9726
596.7482, 396.1292
597.2303, 394.9489
597.7124, 393.7855
598.1945, 394.2465
598.6766, 395.8585
599.1588, 397.2421
599.6409, 397.9524
600.1230, 398.3941
600.6051, 398.7188
601.0872, 398.9388
601.5693, 398.9046
602.0515, 398.6413
602.5336, 398.0834
603.0157, 396.9427
603.4978, 394.9345
603.9799, 394.1706
604.4620, 394.8983
604.9442, 396.2993
605.4263, 397.5167
605.9084, 398.5482
606.3905, 399.2913
606.8726, 399.7137
607.3547, 399.8888
607.8369, 399.8621
608.3190, 399.6632
608.8011, 399.3655
609.2832, 398.5814
609.7653, 398.0722
610.2474, 398.5646
610.7296, 399.9120
611.2117, 400.9007
611.6938, 400.8751
612.1759, 400.6855
612.6580, 400.7918
613.1401, 401.3437
613.6223, 401.5431
614.1044, 401.2509
614.5865, 400.7939
615.0686, 400.3796
615.5507, 399.9750
616.0328, 400.0529
616.5150, 400.8610
616.9971, 401.6948
617.4792, 401.2498
617.9613, 399.8163
618.4434, 398.7341
618.9255, 398.6003
619.4077, 398.8618
619.8898, 398.8875
620.3719, 398.7778
620.8540, 398.8432
621.3361, 399.3615
621.8182, 399.9938
622.3004, 400.6896
622.7825, 401.4305
623.2646, 401.7482
623.7467, 400.9469
624.2288, 400.1940
624.7109, 400.0849
625.1931, 400.8054
625.6752, 401.5482
626.1573, 402.3681
626.6394, 403.1135
627.1215, 403.5813
627.6036, 403.7633
628.0858, 404.0147
628.5679, 404.4313
629.0500, 404.8221
629.5321, 404.8950
630.0142, 404.7003
630.4963, 404.3804
630.9785, 403.7086
631.4606, 403.2209
631.9427, 403.6327
632.4248, 404.6637
632.9069, 405.4132
633.3890, 405.2343
633.8712, 404.9370
634.3533, 404.9229
634.8354, 405.2427
635.3175, 405.3352
635.7996, 404.7823
636.2817, 404.4484
636.7639, 404.9415
637.2460, 406.5541
637.7281, 407.3990
638.2102, 407.3220
638.6923, 406.9080
639.1744, 406.7103
639.6566, 406.7182
640.1387, 406.9406
640.6208, 407.4670
641.1029, 407.9216
641.5850, 407.6161
642.0671, 406.9406
642.5493, 406.6701
643.0314, 407.6453
643.5135, 408.6124
643.9956, 408.8712
644.4777, 408.6040
644.9598, 408.3797
645.4420, 408.4830
645.9241, 408.4915
646.4062, 408.1399
646.8883, 407.4690
647.3704, 407.4181
647.8525, 408.2164
648.3347, 409.1362
648.8168, 409.8483
649.2989, 410.3529
649.7810, 410.1755
650.2631, 409.2137
650.7452, 408.3999
651.2274, 408.9062
651.7095, 410.1769
652.1916, 411.0724
652.6737, 411.3112
653.1558, 411.3565
653.6379, 411.4102
654.1201, 411.5151
654.6022, 411.7288
655.0843, 412.3522
655.5664, 412.7545
656.0485, 412.5010
656.5306, 411.9571
657.0128, 411.9601
657.4949, 412.7599
657.9770, 413.6752
658.4591, 414.7467
658.9412, 415.7723
659.4233, 415.6441
659.9055, 414.2519
660.3876, 412.9228
660.8697, 412.3612
661.3518, 412.3971
661.8339, 412.7905
662.3160, 413.5067
662.7982, 414.0397
663.2803, 413.8543
663.7624, 413.4172
664.2445, 413.1264
664.7266, 413.0140
665.2087, 413.1729
665.6909, 413.6887
666.1730, 414.4564
666.6551, 415.4340
667.1372, 417.2662
667.6193, 418.0937
668.1014, 417.4013
668.5836, 416.2133
669.0657, 416.0291
669.5478, 416.9516
670.0299, 417.6561
670.5120, 417.8384
670.9941, 417.7360
671.4763, 417.7152
671.9584, 417.7646
672.4405, 417.8355
672.9226, 417.9630
673.4047, 418.0594
673.8868, 417.9975
674.3690, 417.8298
674.8511, 417.7382
675.3332, 417.9581
