##NAMES=Salammoniac
##RRUFFID=R061022
##IDEAL CHEMISTRY=N^3-^H_4_Cl
##LOCALITY=Schoeller mine, Kladno, Bohemia, Czech Republic
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=A crust of colorless tabular crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R061022
##MEASURED CHEMISTRY=NH_4_Cl_1.00_ ; N, H not measured but estimated by stoichiometry
151.6888, 5609.503
152.1710, 5578.935
152.6531, 5547.877
153.1352, 5512.642
153.6173, 5479.023
154.0994, 5450.170
154.5815, 5428.807
155.0637, 5409.660
155.5458, 5392.538
156.0279, 5377.329
156.5100, 5363.149
156.9921, 5349.028
157.4742, 5336.371
157.9564, 5326.208
158.4385, 5317.925
158.9206, 5313.103
159.4027, 5313.023
159.8848, 5317.569
160.3669, 5323.654
160.8491, 5329.985
161.3312, 5337.389
161.8133, 5346.772
162.2954, 5360.010
162.7775, 5373.805
163.2596, 5387.022
163.7418, 5399.570
164.2239, 5410.801
164.7060, 5419.924
165.1881, 5427.610
165.6702, 5434.584
166.1523, 5444.519
166.6345, 5451.479
167.1166, 5451.006
167.5987, 5442.729
168.0808, 5430.633
168.5629, 5418.936
169.0450, 5404.903
169.5272, 5384.374
170.0093, 5353.398
170.4914, 5316.116
170.9735, 5277.624
171.4556, 5238.625
171.9377, 5193.748
172.4199, 5136.937
172.9020, 5070.350
173.3841, 5001.095
173.8662, 4929.538
174.3483, 4857.189
174.8304, 4785.696
175.3126, 4715.975
175.7947, 4646.569
176.2768, 4575.696
176.7589, 4503.747
177.2410, 4433.154
177.7231, 4364.354
178.2053, 4297.577
178.6874, 4234.885
179.1695, 4176.035
179.6516, 4120.744
180.1337, 4068.063
180.6158, 4017.768
181.0980, 3970.152
181.5801, 3924.395
182.0622, 3881.451
182.5443, 3841.276
183.0264, 3804.407
183.5085, 3769.890
183.9907, 3737.170
184.4728, 3705.982
184.9549, 3676.860
185.4370, 3650.048
185.9191, 3625.348
186.4012, 3601.729
186.8834, 3579.268
187.3655, 3557.463
187.8476, 3535.820
188.3297, 3514.163
188.8118, 3493.401
189.2939, 3474.770
189.7761, 3457.660
190.2582, 3439.647
190.7403, 3420.224
191.2224, 3399.979
191.7045, 3380.452
192.1866, 3361.741
192.6688, 3343.333
193.1509, 3325.273
193.6330, 3307.518
194.1151, 3289.429
194.5972, 3270.947
195.0793, 3252.059
195.5615, 3233.066
196.0436, 3214.115
196.5257, 3193.973
197.0078, 3170.984
197.4899, 3145.150
197.9720, 3119.825
198.4542, 3095.716
198.9363, 3072.426
199.4184, 3049.473
199.9005, 3026.836
200.3826, 3003.753
200.8647, 2979.387
201.3469, 2953.584
201.8290, 2928.240
202.3111, 2904.156
202.7932, 2880.607
203.2753, 2855.527
203.7574, 2828.661
204.2396, 2801.037
204.7217, 2773.102
205.2038, 2744.685
205.6859, 2716.912
206.1680, 2689.860
206.6501, 2663.638
207.1323, 2637.707
207.6144, 2612.109
208.0965, 2586.629
208.5786, 2561.339
209.0607, 2536.032
209.5428, 2511.398
210.0250, 2487.532
210.5071, 2464.518
210.9892, 2441.649
211.4713, 2418.677
211.9534, 2396.287
212.4355, 2374.699
212.9176, 2353.959
213.3998, 2333.655
213.8819, 2313.794
214.3640, 2294.284
214.8461, 2275.922
215.3282, 2259.025
215.8103, 2242.270
216.2925, 2224.401
216.7746, 2204.591
217.2567, 2185.870
217.7388, 2168.548
218.2209, 2152.313
218.7030, 2136.661
219.1852, 2121.701
219.6673, 2106.774
220.1494, 2091.500
220.6315, 2075.241
221.1136, 2060.146
221.5957, 2046.612
222.0779, 2034.412
222.5600, 2021.663
223.0421, 2008.010
223.5242, 1994.840
224.0063, 1983.227
224.4884, 1974.259
224.9706, 1964.368
225.4527, 1952.940
225.9348, 1940.374
226.4169, 1927.737
226.8990, 1915.021
227.3811, 1902.581
227.8633, 1890.843
228.3454, 1880.248
228.8275, 1869.344
229.3096, 1857.879
229.7917, 1846.066
230.2738, 1835.094
230.7560, 1825.236
231.2381, 1816.074
231.7202, 1807.659
232.2023, 1800.662
232.6844, 1792.961
233.1665, 1783.969
233.6487, 1774.237
234.1308, 1765.608
234.6129, 1758.756
235.0950, 1752.039
235.5771, 1744.606
236.0592, 1736.023
236.5414, 1727.579
237.0235, 1719.084
237.5056, 1710.711
237.9877, 1703.318
238.4698, 1697.228
238.9520, 1691.563
239.4341, 1685.975
239.9162, 1680.838
240.3983, 1674.825
240.8804, 1667.587
241.3625, 1659.582
241.8447, 1651.742
242.3268, 1643.711
242.8089, 1636.440
243.2910, 1630.584
243.7731, 1626.956
244.2552, 1622.572
244.7374, 1617.174
245.2195, 1611.127
245.7016, 1605.331
246.1837, 1599.977
246.6658, 1594.514
247.1479, 1588.696
247.6301, 1582.185
248.1122, 1576.400
248.5943, 1571.508
249.0764, 1567.285
249.5585, 1563.327
250.0406, 1559.677
250.5228, 1556.256
251.0049, 1553.024
251.4870, 1550.044
251.9691, 1547.082
252.4512, 1543.713
252.9333, 1540.679
253.4155, 1539.427
253.8976, 1541.443
254.3797, 1542.250
254.8618, 1539.953
255.3439, 1533.831
255.8260, 1529.496
256.3082, 1527.709
256.7903, 1526.969
257.2724, 1525.182
257.7545, 1521.723
258.2366, 1518.621
258.7188, 1516.509
259.2009, 1515.492
259.6830, 1514.260
260.1651, 1512.662
260.6472, 1511.064
261.1293, 1509.948
261.6115, 1509.539
262.0936, 1509.123
262.5757, 1508.698
263.0578, 1508.273
263.5399, 1507.057
264.0220, 1504.716
264.5042, 1502.168
264.9863, 1500.292
265.4684, 1499.278
265.9505, 1498.405
266.4326, 1497.469
266.9147, 1496.523
267.3969, 1496.064
267.8790, 1496.189
268.3611, 1496.567
268.8432, 1496.966
269.3253, 1497.407
269.8074, 1497.607
270.2896, 1497.279
270.7717, 1496.646
271.2538, 1497.145
271.7359, 1499.258
272.2180, 1501.091
272.7001, 1501.055
273.1823, 1498.817
273.6644, 1496.717
274.1465, 1494.760
274.6286, 1493.283
275.1107, 1493.660
275.5928, 1496.346
276.0750, 1499.130
276.5571, 1500.859
277.0392, 1501.556
277.5213, 1500.754
278.0034, 1497.942
278.4855, 1494.195
278.9677, 1492.110
279.4498, 1491.890
279.9319, 1492.035
280.4140, 1491.666
280.8961, 1490.800
281.3782, 1490.465
281.8604, 1490.849
282.3425, 1491.480
282.8246, 1491.555
283.3067, 1491.051
283.7888, 1490.402
284.2709, 1489.521
284.7531, 1488.514
285.2352, 1488.610
285.7173, 1490.077
286.1994, 1491.771
286.6815, 1492.029
287.1636, 1490.909
287.6458, 1489.664
288.1279, 1488.715
288.6100, 1488.027
289.0921, 1487.640
289.5742, 1487.602
290.0563, 1487.513
290.5385, 1486.682
291.0206, 1485.287
291.5027, 1484.405
291.9848, 1484.785
292.4669, 1485.730
292.9490, 1485.374
293.4312, 1483.697
293.9133, 1482.005
294.3954, 1481.391
294.8775, 1481.706
295.3596, 1482.489
295.8417, 1483.784
296.3239, 1485.303
296.8060, 1487.080
297.2881, 1489.003
297.7702, 1489.811
298.2523, 1487.494
298.7344, 1483.477
299.2166, 1480.922
299.6987, 1480.715
300.1808, 1481.618
300.6629, 1482.415
301.1450, 1483.121
301.6271, 1483.798
302.1093, 1484.675
302.5914, 1485.490
303.0735, 1485.677
303.5556, 1484.959
304.0377, 1484.370
304.5198, 1485.210
305.0020, 1486.939
305.4841, 1488.277
305.9662, 1488.100
306.4483, 1487.396
306.9304, 1487.110
307.4125, 1487.305
307.8947, 1487.794
308.3768, 1488.732
308.8589, 1489.802
309.3410, 1490.528
309.8231, 1490.652
310.3052, 1490.378
310.7874, 1489.634
311.2695, 1488.439
311.7516, 1487.522
312.2337, 1487.913
312.7158, 1488.586
313.1979, 1488.445
313.6801, 1485.891
314.1622, 1483.601
314.6443, 1483.138
315.1264, 1484.246
315.6085, 1485.249
316.0906, 1485.687
316.5728, 1485.607
317.0549, 1485.020
317.5370, 1483.731
318.0191, 1482.232
318.5012, 1480.241
318.9833, 1478.100
319.4655, 1476.776
319.9476, 1477.585
320.4297, 1478.495
320.9118, 1478.322
321.3939, 1476.054
321.8760, 1474.613
322.3582, 1474.825
322.8403, 1476.143
323.3224, 1477.669
323.8045, 1480.308
324.2866, 1482.140
324.7687, 1482.345
325.2509, 1480.433
325.7330, 1478.769
326.2151, 1477.750
326.6972, 1476.976
327.1793, 1476.001
327.6614, 1474.336
328.1436, 1473.065
328.6257, 1472.455
329.1078, 1472.533
329.5899, 1472.633
330.0720, 1472.746
330.5541, 1472.901
331.0363, 1473.140
331.5184, 1473.687
332.0005, 1473.896
332.4826, 1473.502
332.9647, 1472.683
333.4468, 1472.399
333.9290, 1473.018
334.4111, 1473.566
334.8932, 1473.447
335.3753, 1472.346
335.8574, 1471.544
336.3395, 1471.225
336.8216, 1471.114
337.3037, 1470.703
337.7859, 1470.054
338.2680, 1468.927
338.7501, 1466.921
339.2322, 1463.956
339.7143, 1462.047
340.1964, 1461.350
340.6786, 1461.447
341.1607, 1462.197
341.6428, 1463.708
342.1249, 1464.354
342.6070, 1463.366
343.0891, 1461.133
343.5713, 1459.341
344.0534, 1458.008
344.5355, 1457.040
345.0176, 1456.581
345.4997, 1456.524
345.9818, 1456.132
346.4640, 1455.263
346.9461, 1454.000
347.4282, 1452.403
347.9103, 1450.508
348.3924, 1448.631
348.8745, 1447.011
349.3567, 1445.585
349.8388, 1444.099
350.3209, 1442.418
350.8030, 1441.042
351.2851, 1440.884
351.7672, 1441.568
352.2494, 1441.954
352.7315, 1441.500
353.2136, 1440.410
353.6957, 1438.787
354.1778, 1436.601
354.6599, 1434.341
355.1421, 1432.211
355.6242, 1430.270
356.1063, 1428.642
356.5884, 1427.729
357.0705, 1426.822
357.5526, 1425.264
358.0348, 1423.176
358.5169, 1421.368
358.9990, 1420.175
359.4811, 1419.493
359.9632, 1419.302
360.4453, 1419.920
360.9275, 1420.455
361.4096, 1420.922
361.8917, 1421.036
362.3738, 1420.160
362.8559, 1416.982
363.3380, 1413.626
363.8202, 1411.082
364.3023, 1409.696
364.7844, 1408.444
365.2665, 1407.183
365.7486, 1405.955
366.2307, 1404.808
366.7129, 1404.836
367.1950, 1403.860
367.6771, 1400.929
368.1592, 1395.988
368.6413, 1391.906
369.1234, 1389.202
369.6056, 1387.002
370.0877, 1384.715
370.5698, 1382.143
371.0519, 1379.898
371.5340, 1378.084
372.0161, 1376.628
372.4983, 1375.311
372.9804, 1374.300
373.4625, 1373.071
373.9446, 1371.259
374.4267, 1368.572
374.9088, 1366.427
375.3910, 1364.849
375.8731, 1363.775
376.3552, 1363.335
376.8373, 1363.665
377.3194, 1363.747
377.8015, 1363.319
378.2837, 1362.372
378.7658, 1360.696
379.2479, 1358.143
379.7300, 1355.542
380.2121, 1353.951
380.6942, 1353.202
381.1764, 1351.674
381.6585, 1348.727
382.1406, 1345.260
382.6227, 1343.254
383.1048, 1342.547
383.5869, 1341.757
384.0691, 1339.905
384.5512, 1337.342
385.0333, 1334.700
385.5154, 1331.930
385.9975, 1329.528
386.4796, 1328.131
386.9618, 1327.482
387.4439, 1327.023
387.9260, 1326.906
388.4081, 1326.626
388.8902, 1325.872
389.3723, 1324.629
389.8545, 1322.643
390.3366, 1319.029
390.8187, 1314.910
391.3008, 1311.438
391.7829, 1309.036
392.2650, 1307.232
392.7472, 1305.878
393.2293, 1304.945
393.7114, 1304.313
394.1935, 1304.254
394.6756, 1304.241
395.1577, 1304.057
395.6399, 1303.732
396.1220, 1303.041
396.6041, 1301.219
397.0862, 1299.226
397.5683, 1298.249
398.0504, 1300.062
398.5326, 1301.092
399.0147, 1300.179
399.4968, 1297.323
399.9789, 1295.526
400.4610, 1295.421
400.9431, 1295.747
401.4253, 1295.681
401.9074, 1294.851
402.3895, 1294.459
402.8716, 1294.892
403.3537, 1295.651
403.8358, 1295.330
404.3180, 1293.500
404.8001, 1291.887
405.2822, 1291.269
405.7643, 1291.685
406.2464, 1292.066
406.7285, 1292.339
407.2107, 1292.846
407.6928, 1294.615
408.1749, 1297.608
408.6570, 1298.753
409.1391, 1296.593
409.6212, 1292.671
410.1034, 1290.659
410.5855, 1290.518
411.0676, 1290.833
411.5497, 1290.447
412.0318, 1289.773
412.5139, 1289.806
412.9961, 1290.726
413.4782, 1292.111
413.9603, 1293.661
414.4424, 1295.308
414.9245, 1296.862
415.4066, 1298.305
415.8888, 1299.543
416.3709, 1300.265
416.8530, 1300.490
417.3351, 1301.038
417.8172, 1302.703
418.2993, 1304.745
418.7815, 1306.508
419.2636, 1307.883
419.7457, 1308.827
420.2278, 1309.063
420.7099, 1308.837
421.1920, 1308.750
421.6742, 1309.160
422.1563, 1309.612
422.6384, 1309.924
423.1205, 1310.066
423.6026, 1310.252
424.0847, 1309.987
424.5669, 1310.069
425.0490, 1311.365
425.5311, 1315.523
426.0132, 1318.517
426.4953, 1319.439
426.9774, 1318.613
427.4596, 1318.113
427.9417, 1317.946
428.4238, 1318.078
428.9059, 1318.600
429.3880, 1319.654
429.8701, 1320.123
430.3523, 1319.586
430.8344, 1319.063
431.3165, 1320.584
431.7986, 1324.320
432.2807, 1327.515
432.7628, 1329.060
433.2450, 1329.395
433.7271, 1330.015
434.2092, 1330.943
434.6913, 1331.890
435.1734, 1332.458
435.6555, 1332.873
436.1377, 1333.785
436.6198, 1335.422
437.1019, 1337.329
437.5840, 1339.039
438.0661, 1340.601
438.5482, 1342.152
439.0304, 1343.828
439.5125, 1345.465
439.9946, 1346.693
440.4767, 1347.486
440.9588, 1348.687
441.4409, 1351.384
441.9231, 1354.400
442.4052, 1356.596
442.8873, 1357.153
443.3694, 1357.436
443.8515, 1357.389
444.3336, 1357.321
444.8158, 1358.127
445.2979, 1361.254
445.7800, 1364.187
446.2621, 1365.862
446.7442, 1365.737
447.2263, 1366.170
447.7085, 1367.743
448.1906, 1369.536
448.6727, 1370.538
449.1548, 1369.898
449.6369, 1370.382
450.1190, 1372.979
450.6012, 1376.971
451.0833, 1379.156
451.5654, 1378.944
452.0475, 1378.682
452.5296, 1379.702
453.0117, 1382.011
453.4939, 1384.299
453.9760, 1386.602
454.4581, 1388.623
454.9402, 1389.637
455.4223, 1389.834
455.9044, 1390.748
456.3866, 1393.235
456.8687, 1396.397
457.3508, 1398.803
457.8329, 1400.495
458.3150, 1401.551
458.7971, 1401.473
459.2793, 1401.054
459.7614, 1401.403
460.2435, 1402.799
460.7256, 1404.429
461.2077, 1405.812
461.6898, 1407.034
462.1720, 1408.234
462.6541, 1409.530
463.1362, 1410.726
463.6183, 1411.543
464.1004, 1412.054
464.5826, 1413.012
465.0647, 1415.454
465.5468, 1417.768
466.0289, 1418.974
466.5110, 1417.985
466.9931, 1417.729
467.4753, 1418.388
467.9574, 1419.742
468.4395, 1421.615
468.9216, 1424.748
469.4037, 1427.022
469.8858, 1427.597
470.3680, 1426.726
470.8501, 1427.078
471.3322, 1429.094
471.8143, 1431.081
472.2964, 1431.702
472.7785, 1430.938
473.2607, 1430.716
473.7428, 1431.222
474.2249, 1432.237
474.7070, 1433.826
475.1891, 1435.837
475.6712, 1437.167
476.1534, 1436.760
476.6355, 1435.805
477.1176, 1436.446
477.5997, 1438.549
478.0818, 1440.788
478.5639, 1442.348
479.0461, 1443.476
479.5282, 1444.294
480.0103, 1444.587
480.4924, 1445.345
480.9745, 1447.515
481.4566, 1450.406
481.9388, 1453.008
482.4209, 1454.008
482.9030, 1455.576
483.3851, 1459.441
483.8672, 1465.271
484.3493, 1468.797
484.8315, 1468.329
485.3136, 1466.204
485.7957, 1463.350
486.2778, 1458.192
486.7599, 1455.793
487.2420, 1457.671
487.7242, 1461.208
488.2063, 1462.611
488.6884, 1461.112
489.1705, 1459.836
489.6526, 1459.582
490.1347, 1460.123
490.6169, 1460.420
491.0990, 1460.458
491.5811, 1460.362
492.0632, 1460.457
492.5453, 1460.561
493.0274, 1459.547
493.5096, 1457.121
493.9917, 1454.677
494.4738, 1453.678
494.9559, 1453.901
495.4380, 1454.788
495.9201, 1456.852
496.4023, 1458.820
496.8844, 1459.197
497.3665, 1458.335
497.8486, 1457.578
498.3307, 1457.757
498.8128, 1458.210
499.2950, 1458.529
499.7771, 1458.687
500.2592, 1458.587
500.7413, 1457.995
501.2234, 1457.207
501.7055, 1456.523
502.1877, 1455.762
502.6698, 1455.360
503.1519, 1455.672
503.6340, 1456.391
504.1161, 1456.380
504.5982, 1455.068
505.0804, 1454.031
505.5625, 1454.114
506.0446, 1455.455
506.5267, 1455.852
507.0088, 1455.073
507.4909, 1453.995
507.9731, 1453.376
508.4552, 1453.216
508.9373, 1453.733
509.4194, 1455.378
509.9015, 1456.928
510.3836, 1455.626
510.8658, 1452.078
511.3479, 1449.263
511.8300, 1449.253
512.3121, 1450.502
512.7943, 1451.403
513.2764, 1451.896
513.7585, 1451.890
514.2406, 1451.108
514.7227, 1449.916
515.2048, 1448.672
515.6870, 1447.494
516.1691, 1446.203
516.6512, 1444.387
517.1333, 1442.509
517.6154, 1441.319
518.0975, 1442.018
518.5797, 1442.253
519.0618, 1441.327
519.5439, 1439.334
520.0260, 1437.606
520.5081, 1436.173
520.9902, 1434.925
521.4724, 1433.803
521.9545, 1432.777
522.4366, 1431.958
522.9187, 1431.373
523.4008, 1430.917
523.8829, 1430.531
524.3651, 1430.204
524.8472, 1429.753
525.3293, 1429.316
525.8114, 1428.546
526.2935, 1426.369
526.7756, 1423.074
527.2578, 1420.211
527.7399, 1419.122
528.2220, 1418.733
528.7041, 1417.804
529.1862, 1416.225
529.6683, 1414.525
530.1505, 1412.789
530.6326, 1411.161
531.1147, 1409.779
531.5968, 1408.742
532.0789, 1407.816
532.5610, 1407.228
533.0432, 1406.675
533.5253, 1405.546
534.0074, 1403.394
534.4895, 1401.089
534.9716, 1398.671
535.4537, 1396.177
535.9359, 1394.346
536.4180, 1393.433
536.9001, 1392.780
537.3822, 1392.098
537.8643, 1391.446
538.3464, 1390.106
538.8286, 1387.829
539.3107, 1385.511
539.7928, 1384.622
540.2749, 1384.858
540.7570, 1384.395
541.2391, 1382.211
541.7213, 1379.556
542.2034, 1378.430
542.6855, 1378.494
543.1676, 1378.379
543.6497, 1376.926
544.1318, 1375.204
544.6140, 1374.178
545.0961, 1373.957
545.5782, 1373.659
546.0603, 1373.050
546.5424, 1372.118
547.0245, 1370.851
547.5067, 1368.766
547.9888, 1366.979
548.4709, 1365.710
548.9530, 1364.734
549.4351, 1363.671
549.9172, 1362.429
550.3994, 1361.301
550.8815, 1360.532
551.3636, 1359.984
551.8457, 1358.630
552.3278, 1356.347
552.8099, 1353.955
553.2921, 1352.019
553.7742, 1350.482
554.2563, 1348.871
554.7384, 1347.144
555.2205, 1345.585
555.7026, 1344.668
556.1848, 1344.114
556.6669, 1343.309
557.1490, 1341.969
557.6311, 1340.485
558.1132, 1338.846
558.5953, 1337.266
559.0775, 1336.216
559.5596, 1336.663
560.0417, 1336.918
560.5238, 1335.822
561.0059, 1333.301
561.4880, 1331.733
561.9702, 1332.376
562.4523, 1333.280
562.9344, 1333.513
563.4165, 1332.859
563.8986, 1332.121
564.3807, 1331.415
564.8629, 1330.510
565.3450, 1328.976
565.8271, 1326.723
566.3092, 1324.830
566.7913, 1323.607
567.2734, 1322.833
567.7556, 1321.953
568.2377, 1321.030
568.7198, 1320.531
569.2019, 1321.412
569.6840, 1322.543
570.1661, 1321.924
570.6483, 1319.647
571.1304, 1317.652
571.6125, 1317.286
572.0946, 1317.711
572.5767, 1318.301
573.0588, 1319.136
573.5410, 1319.562
574.0231, 1318.934
574.5052, 1317.933
574.9873, 1317.430
575.4694, 1318.319
575.9515, 1318.553
576.4337, 1317.554
576.9158, 1315.761
577.3979, 1314.725
577.8800, 1314.578
578.3621, 1314.842
578.8442, 1315.599
579.3264, 1316.703
579.8085, 1316.645
580.2906, 1315.325
580.7727, 1314.039
581.2548, 1314.306
581.7369, 1315.417
582.2190, 1315.370
582.7011, 1313.678
583.1832, 1312.076
583.6653, 1312.115
584.1475, 1313.247
584.6296, 1314.673
585.1117, 1317.235
585.5938, 1318.810
586.0759, 1317.407
586.5580, 1314.232
587.0402, 1312.652
587.5223, 1315.312
588.0044, 1317.582
588.4865, 1317.854
588.9686, 1316.077
589.4507, 1315.098
589.9329, 1315.364
590.4150, 1315.631
590.8971, 1314.825
591.3792, 1312.798
591.8613, 1312.117
592.3434, 1313.148
592.8256, 1314.506
593.3077, 1314.257
593.7898, 1312.848
594.2719, 1311.966
594.7540, 1312.023
595.2361, 1312.825
595.7183, 1314.780
596.2004, 1317.324
596.6825, 1319.104
597.1646, 1318.904
597.6467, 1318.287
598.1288, 1317.908
598.6110, 1317.813
599.0931, 1318.157
599.5752, 1319.754
600.0573, 1321.116
600.5394, 1321.404
601.0215, 1320.158
601.5037, 1319.647
601.9858, 1320.137
602.4679, 1320.978
602.9500, 1321.592
603.4321, 1321.971
603.9142, 1322.245
604.3964, 1322.355
604.8785, 1322.560
605.3606, 1323.580
605.8427, 1325.171
606.3248, 1326.122
606.8069, 1325.347
607.2891, 1324.353
607.7712, 1324.935
608.2533, 1326.805
608.7354, 1328.966
609.2175, 1331.779
609.6996, 1333.980
610.1818, 1334.416
610.6639, 1332.904
611.1460, 1331.914
611.6281, 1332.117
612.1102, 1332.854
612.5923, 1333.763
613.0745, 1335.004
613.5566, 1336.073
614.0387, 1336.938
614.5208, 1337.706
615.0029, 1338.563
615.4850, 1339.542
615.9672, 1340.152
616.4493, 1340.152
616.9314, 1340.035
617.4135, 1340.721
617.8956, 1342.079
618.3777, 1343.580
618.8599, 1345.285
619.3420, 1346.782
619.8241, 1347.555
620.3062, 1347.699
620.7883, 1347.714
621.2704, 1347.328
621.7526, 1347.281
622.2347, 1348.258
622.7168, 1350.632
623.1989, 1352.172
623.6810, 1351.842
624.1631, 1351.293
624.6453, 1351.680
625.1274, 1353.482
625.6095, 1354.693
626.0916, 1355.052
626.5737, 1355.128
627.0558, 1355.602
627.5380, 1356.477
628.0201, 1357.972
628.5022, 1360.572
628.9843, 1363.122
629.4664, 1363.022
629.9485, 1361.168
630.4307, 1360.401
630.9128, 1363.543
631.3949, 1367.245
631.8770, 1368.715
632.3591, 1368.255
632.8412, 1368.033
633.3234, 1369.019
633.8055, 1370.253
634.2876, 1371.213
634.7697, 1371.778
635.2518, 1372.598
635.7339, 1373.703
636.2161, 1375.021
636.6982, 1376.600
637.1803, 1378.530
637.6624, 1379.915
638.1445, 1380.541
638.6266, 1381.009
639.1088, 1382.320
639.5909, 1384.219
640.0730, 1385.561
640.5551, 1385.702
641.0372, 1385.752
641.5193, 1387.221
642.0015, 1389.535
642.4836, 1391.420
642.9657, 1391.539
643.4478, 1391.832
643.9299, 1393.599
644.4120, 1396.560
644.8942, 1398.727
645.3763, 1398.893
645.8584, 1399.149
646.3405, 1400.353
646.8226, 1402.588
647.3047, 1403.889
647.7869, 1403.862
648.2690, 1403.848
648.7511, 1405.044
649.2332, 1407.267
649.7153, 1408.913
650.1974, 1409.747
650.6796, 1410.674
651.1617, 1413.313
651.6438, 1416.610
652.1259, 1418.412
652.6080, 1417.651
653.0901, 1416.598
653.5723, 1416.692
654.0544, 1417.436
654.5365, 1418.064
655.0186, 1417.792
655.5007, 1418.104
655.9828, 1419.954
656.4650, 1422.661
656.9471, 1424.024
657.4292, 1423.300
657.9113, 1422.965
658.3934, 1423.911
658.8755, 1425.944
659.3577, 1428.141
659.8398, 1430.547
660.3219, 1432.459
660.8040, 1432.706
661.2861, 1432.324
661.7682, 1433.797
662.2504, 1437.219
662.7325, 1440.148
663.2146, 1440.403
663.6967, 1439.593
664.1788, 1439.070
664.6609, 1438.846
665.1431, 1439.573
665.6252, 1442.219
666.1073, 1445.496
666.5894, 1448.108
667.0715, 1449.795
667.5536, 1451.377
668.0358, 1453.018
668.5179, 1454.466
669.0000, 1455.191
669.4821, 1455.181
669.9642, 1454.874
670.4464, 1454.061
670.9285, 1453.446
671.4106, 1454.556
671.8927, 1457.000
672.3748, 1459.426
672.8569, 1461.483
673.3391, 1462.943
673.8212, 1463.603
674.3033, 1463.493
674.7854, 1462.844
675.2675, 1460.426
675.7496, 1458.704
676.2318, 1458.970
676.7139, 1461.428
677.1960, 1463.716
677.6781, 1465.884
678.1602, 1467.834
678.6423, 1469.396
679.1245, 1470.578
679.6066, 1471.894
680.0887, 1473.407
680.5708, 1474.779
681.0529, 1475.581
681.5350, 1475.997
682.0172, 1476.428
682.4993, 1476.945
682.9814, 1477.504
683.4635, 1477.947
683.9456, 1478.455
684.4277, 1479.246
684.9099, 1481.071
685.3920, 1482.387
685.8741, 1482.451
686.3562, 1481.973
686.8383, 1482.228
687.3204, 1483.431
687.8026, 1484.776
688.2847, 1486.042
688.7668, 1487.310
689.2489, 1489.158
689.7310, 1491.520
690.2131, 1493.103
690.6953, 1492.574
691.1774, 1491.203
691.6595, 1491.210
692.1416, 1492.313
692.6237, 1492.943
693.1058, 1491.378
693.5880, 1489.747
694.0701, 1489.487
694.5522, 1490.811
695.0343, 1492.399
695.5164, 1494.296
695.9985, 1496.244
696.4807, 1498.234
696.9628, 1500.408
697.4449, 1501.984
697.9270, 1502.992
