##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01072
##ORIENTATION=Laser parallel to -c* (0 0 -1). Fiducial mark perpendicular to laser is parallel to -a [-1 0 0]
1462.606, 3859.000
1463.646, 3795.738
1464.685, 3833.128
1465.725, 3854.210
1466.764, 3859.859
1467.803, 3803.856
1468.842, 3827.464
1469.881, 3819.168
1470.920, 3809.564
1471.958, 3844.377
1472.997, 3797.341
1474.035, 3831.450
1475.073, 3833.167
1476.111, 3849.710
1477.148, 3834.150
1478.186, 3828.506
1479.223, 3874.000
1480.260, 3896.000
1481.297, 3840.000
1482.334, 3793.000
1483.370, 3825.000
1484.407, 3819.000
1485.443, 3743.000
1486.479, 3811.000
1487.515, 3849.000
1488.550, 3832.000
1489.586, 3873.000
1490.621, 3841.000
1491.656, 3867.000
1492.691, 3813.000
1493.726, 3812.993
1494.761, 3825.000
1495.795, 3789.000
1496.829, 3826.000
1497.863, 3825.000
1498.897, 3846.000
1499.931, 3835.000
1500.965, 3842.000
1501.998, 3855.000
1503.031, 3902.000
1504.064, 3903.000
1505.097, 3881.000
1506.130, 3843.000
1507.162, 3913.000
1508.195, 3835.000
1509.227, 3862.000
1510.259, 3850.000
1511.291, 3902.000
1512.322, 3831.000
1513.354, 3890.000
1514.385, 3849.000
1515.416, 3892.000
1516.447, 3884.000
1517.478, 3914.000
1518.508, 3900.000
1519.539, 3910.000
1520.569, 3932.000
1521.599, 3862.000
1522.629, 3859.000
1523.658, 3917.000
1524.688, 3863.000
1525.717, 3912.000
1526.746, 3892.000
1527.775, 3843.229
1528.804, 3880.541
1529.833, 3901.544
1530.861, 3907.116
1531.890, 3851.035
1532.918, 3874.565
1533.946, 3866.191
1534.973, 3856.509
1536.001, 3891.244
1537.028, 3844.130
1538.055, 3878.162
1539.082, 3879.801
1540.109, 3896.266
1541.136, 3880.628
1542.163, 3874.906
1543.189, 3901.296
1544.215, 3909.905
1545.241, 3890.572
1546.267, 3907.979
1547.292, 3859.743
1548.318, 3930.000
1549.343, 3959.000
1550.368, 4022.000
1551.393, 3989.000
1552.418, 4036.286
1553.442, 4024.167
1554.467, 4053.000
1555.491, 4006.000
1556.515, 3954.000
1557.539, 3953.000
1558.562, 3943.000
1559.586, 3898.000
1560.609, 3936.000
1561.632, 3955.000
1562.655, 3962.000
1563.678, 3988.000
1564.701, 3994.000
1565.723, 4000.000
1566.745, 3973.000
1567.768, 3970.000
1568.789, 3934.000
1569.811, 3961.000
1570.833, 3884.000
1571.854, 3908.000
1572.875, 3975.000
1573.896, 3941.000
1574.917, 3985.000
1575.938, 3977.000
1576.958, 4045.000
##END=



