##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01673
##ORIENTATION=Laser parallel to (1 0 1). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
272.1750, 2115.734
273.3890, 1727.154
274.6020, 1367.742
275.8150, 1192.074
277.0280, 1007.932
278.2410, 865.4551
279.4540, 824.2441
280.6660, 666.6191
281.8790, 597.5684
283.0910, 529.9805
284.3030, 405.3340
285.5140, 377.3730
286.7260, 202.7773
287.9380, 263.2324
289.1490, 127.4883
290.3600, 15.88672
291.5710, 248.4219
292.7820, 51.08789
293.9920, 168.0020
295.2030, 339.6328
296.4130, 413.8438
297.6230, 650.0020
298.8330, 1066.275
300.0430, 1085.660
301.2520, 1550.525
302.4620, 1852.121
303.6710, 2540.826
304.8800, 2895.791
306.0890, 3387.352
307.2980, 4239.246
308.5070, 5005.811
309.7150, 5811.566
310.9230, 6743.859
312.1310, 7345.766
313.3390, 8139.547
314.5470, 8565.180
315.7550, 8432.514
316.9620, 8466.703
318.1690, 8041.000
319.3760, 7791.254
320.5830, 7327.143
321.7900, 7371.408
322.9960, 6321.783
324.2030, 4752.426
325.4090, 4288.719
326.6150, 3766.338
327.8210, 3232.086
329.0270, 3006.363
330.2320, 2750.873
331.4380, 2789.793
332.6430, 2609.982
333.8480, 2550.242
335.0530, 2650.766
336.2580, 2402.553
337.4620, 2369.439
338.6670, 2296.254
339.8710, 2371.461
341.0750, 2384.744
342.2790, 2463.838
343.4820, 2270.572
344.6860, 2312.855
345.8890, 2017.447
347.0920, 2292.832
348.2960, 2148.248
349.4980, 2219.969
350.7010, 2175.824
351.9040, 2363.021
353.1060, 2301.633
354.3080, 2474.250
355.5100, 2579.865
356.7120, 2866.477
357.9140, 3034.078
359.1150, 2977.666
360.3170, 3000.238
361.5180, 3346.789
362.7190, 3418.314
363.9200, 3475.814
365.1200, 3779.283
366.3210, 4093.717
367.5210, 4387.109
368.7210, 4470.465
369.9210, 4814.777
371.1210, 5125.047
372.3210, 5520.273
373.5200, 5611.457
374.7200, 5817.600
375.9190, 5810.699
377.1180, 5814.754
378.3170, 5782.770
379.5150, 5610.740
380.7140, 5544.668
381.9120, 5597.553
383.1110, 5273.395
384.3090, 5426.193
385.5060, 5338.949
386.7040, 5374.658
387.9020, 5496.324
389.0990, 5556.945
390.2960, 5783.520
391.4930, 6191.051
392.6900, 6522.535
393.8860, 6805.971
395.0830, 6625.373
396.2790, 6947.729
397.4750, 6832.043
398.6710, 6838.312
399.8670, 6879.539
401.0630, 6711.721
402.2580, 6879.861
403.4540, 6863.957
404.6490, 6843.018
405.8440, 6892.037
407.0390, 7151.020
408.2330, 7653.967
409.4280, 7911.881
410.6220, 8700.766
411.8160, 9125.629
413.0100, 10154.47
414.2040, 10782.28
415.3980, 11708.07
416.5910, 12696.83
417.7850, 13588.56
418.9780, 14402.26
420.1710, 14539.93
421.3640, 14559.57
422.5560, 13886.21
423.7490, 13110.89
424.9410, 11844.66
426.1330, 10218.39
427.3250, 8532.236
428.5170, 7083.078
429.7090, 5829.891
430.9000, 4867.664
432.0910, 3849.395
433.2820, 3012.078
434.4730, 2639.668
435.6640, 2205.250
436.8550, 3019.777
438.0450, 1732.256
439.2360, 1411.682
440.4260, 2260.051
441.6160, 1136.363
442.8060, 954.6152
443.9950, 774.8105
445.1850, 929.9434
446.3740, 900.0137
447.5630, 845.0234
448.7520, 732.9668
449.9410, 682.8379
451.1300, 550.6387
452.3180, 532.3613
453.5060, 231.0039
454.6950, 309.5488
455.8830, 204.0020
457.0700, 52.35742
458.2580, 78.58789
459.4450, 52.30078
460.6330, 416.3711
461.8200, 204.8223
463.0070, 354.5410
464.1940, 277.3086
465.3800, 562.4160
466.5670, 563.4277
467.7530, 363.6094
468.9390, 140.0684
470.1250, 141.9648
471.3110, 83.88281
472.4970, 228.2793
473.6820, 423.3066
474.8680, 425.1719
476.0530, 503.6250
477.2380, 410.0352
478.4230, 396.2656
479.6070, 332.2520
480.7920, 185.8457
481.9760, 238.3574
483.1600, 222.1152
484.3440, 185.9277
485.5280, 94.80078
486.7120, 277.5547
487.8950, 218.8730
489.0780, 259.7070
490.2620, 421.8047
491.4450, 491.4277
492.6270, 992.3633
493.8100, 913.0703
494.9920, 1276.270
496.1750, 1135.180
497.3570, 1383.867
498.5390, 1693.443
499.7210, 1880.961
500.9020, 1958.389
502.0840, 2022.783
503.2650, 2117.105
504.4460, 2268.375
505.6270, 2299.596
506.8080, 2470.764
507.9890, 2572.898
509.1690, 2630.012
510.3500, 2802.121
511.5300, 2771.244
512.7100, 2904.416
513.8900, 3017.633
515.0690, 2903.875
516.2490, 2841.201
517.4280, 3020.570
518.6070, 3349.945
519.7860, 3312.928
520.9650, 3229.723
522.1440, 3574.117
523.3220, 3526.529
524.5010, 3898.918
525.6790, 4083.254
526.8570, 4351.547
528.0350, 4655.770
529.2130, 4985.936
530.3900, 5169.037
531.5670, 5418.043
532.7450, 5983.957
533.9220, 6449.768
535.0980, 6963.473
536.2750, 7600.072
537.4520, 8207.566
538.6280, 8815.953
539.8040, 9802.234
540.9800, 10505.41
542.1560, 11398.48
543.3320, 12579.46
544.5070, 13847.33
545.6830, 14941.15
546.8580, 15990.91
548.0330, 17082.59
549.2080, 18381.19
550.3830, 19648.69
551.5570, 20353.09
552.7310, 21335.37
553.9060, 21871.55
555.0800, 21994.61
556.2540, 22097.57
557.4270, 21755.42
558.6010, 21214.38
559.7740, 20414.84
560.9470, 19360.38
562.1210, 18046.82
563.2930, 16506.14
564.4660, 15036.35
565.6390, 13427.44
566.8110, 12205.41
567.9830, 10867.27
569.1550, 9641.961
570.3270, 8648.633
571.4990, 7617.137
572.6710, 6648.520
573.8420, 6195.783
575.0130, 5164.928
576.1840, 4917.951
577.3550, 4323.855
578.5260, 4055.637
579.6970, 3716.303
580.8670, 3415.844
582.0370, 3140.984
583.2070, 2893.613
584.3770, 2632.738
585.5470, 2466.420
586.7170, 2315.354
587.8860, 2128.162
589.0550, 1885.684
590.2240, 1830.586
591.3930, 1775.125
592.5620, 1559.961
593.7310, 1642.568
594.8990, 1573.598
596.0670, 1623.967
597.2350, 1595.051
598.4030, 1523.967
599.5710, 1515.762
600.7390, 1289.643
601.9060, 1169.361
603.0740, 1303.055
604.2410, 1000.057
605.4080, 984.6113
606.5740, 810.9883
607.7410, 702.0254
608.9080, 620.3398
610.0740, 521.2539
611.2400, 574.9590
612.4060, 549.0547
613.5720, 304.8359
614.7370, 358.1250
615.9030, 370.0547
617.0680, 114.8379
618.2330, 126.2617
619.3980, 140.3340
620.5630, 39.22266
621.7280, 261.0938
622.8920, 221.4902
624.0570, 378.7363
625.2210, 160.0938
626.3850, 114.7285
627.5490, 186.8398
628.7120, 270.3379
629.8760, 174.0762
631.0390, 258.9043
632.2020, 393.9238
633.3650, 423.9355
634.5280, 519.8223
635.6910, 325.9688
636.8530, 593.7910
638.0160, 712.0449
639.1780, 623.0820
640.3400, 843.1660
641.5020, 840.0918
642.6640, 1156.402
643.8250, 1128.572
644.9870, 1360.605
646.1480, 1395.566
647.3090, 1572.391
648.4700, 1666.828
649.6300, 1720.844
650.7910, 2036.834
651.9510, 2043.018
653.1120, 2629.859
654.2720, 2851.607
655.4320, 3027.166
656.5910, 2845.660
657.7510, 3205.236
658.9100, 3457.164
660.0690, 4052.697
661.2290, 4191.645
662.3880, 4774.297
663.5460, 5005.035
664.7050, 5875.262
665.8630, 6303.457
667.0220, 7111.457
668.1800, 7842.754
669.3380, 8853.824
670.4950, 9848.920
671.6530, 11220.26
672.8100, 12874.23
673.9680, 15059.08
675.1250, 17379.84
676.2820, 20890.47
677.4390, 24628.01
678.5950, 29326.04
679.7520, 34968.75
680.9080, 41197.05
682.0640, 48957.23
683.2200, 57697.99
684.3760, 66881.70
685.5320, 76468.74
686.6870, 84945.70
687.8420, 91090.20
688.9980, 93789.36
690.1530, 91969.70
691.3070, 85198.54
692.4620, 75830.72
693.6170, 64773.73
694.7710, 54116.45
695.9250, 44870.25
697.0790, 37018.13
698.2330, 30898.90
699.3870, 25986.37
700.5400, 21957.39
701.6940, 18954.66
702.8470, 16762.82
704.0000, 14845.88
705.1530, 14470.83
706.3050, 12396.68
707.4580, 12256.43
708.6100, 11270.56
709.7630, 10755.61
710.9150, 10046.05
712.0660, 9971.391
713.2180, 9782.625
714.3700, 9618.760
715.5210, 9814.797
716.6720, 9739.734
717.8240, 9667.572
718.9740, 9381.312
720.1250, 9260.953
721.2760, 8594.496
722.4260, 8225.945
723.5770, 7677.297
724.7270, 6725.555
725.8770, 6350.719
727.0260, 5479.785
728.1760, 4582.762
729.3250, 3892.645
730.4750, 3502.441
731.6240, 2745.152
732.7730, 2491.779
733.9220, 2393.328
735.0700, 1895.797
736.2190, 1769.189
737.3670, 1554.521
738.5150, 1479.789
739.6630, 1317.023
740.8110, 1119.322
741.9590, 1289.633
743.1060, 997.6934
744.2540, 1148.814
745.4010, 988.4805
746.5480, 1088.967
747.6950, 1236.283
748.8410, 1153.135
749.9880, 1336.275
751.1340, 1199.346
752.2800, 1355.434
753.4260, 1530.037
754.5720, 1337.904
755.7180, 1560.381
756.8640, 1683.359
758.0090, 2032.771
759.1540, 1671.492
760.2990, 1870.865
761.4440, 1643.205
762.5890, 1738.328
763.7340, 1625.645
764.8780, 1580.744
766.0220, 1442.100
767.1660, 1106.758
768.3100, 1043.971
769.4540, 999.4883
770.5980, 715.8477
771.7410, 665.4785
772.8840, 407.0449
774.0280, 290.6074
775.1700, 399.2246
776.3130, 3.787109
777.4560, 149.2109
778.5980, 96.44336
779.7410, 39.71289
780.8830, 27.24805
782.0250, 60.35352
783.1670, 46.62891
784.3080, 111.7188
785.4500, 172.8262
786.5910, 233.5137
787.7320, 300.5977
788.8730, 450.9629
790.0140, 433.6875
791.1550, 356.7617
792.2950, 597.1406
793.4360, 441.3906
794.5760, 288.1055
795.7160, 314.5215
796.8560, 329.2129
797.9960, 293.1797
799.1350, 373.4043
800.2750, 204.9238
801.4140, 106.6504
802.5530, 143.5957
803.6920, 50.56445
804.8310, 108.7168
805.9690, 79.01172
807.1080, 41.57227
808.2460, 3.097656
809.3840, 365.5527
810.5220, 433.9668
811.6600, 482.3418
812.7970, 509.6777
813.9350, 462.9746
815.0720, 182.2363
816.2090, 286.4629
817.3460, 139.6562
818.4830, 24.18945
819.6200, 41.09375
820.7560, 133.0605
821.8930, 208.1387
823.0290, 80.35938
824.1650, 113.6562
825.3010, 35.04297
826.4360, 109.5234
827.5720, 7.933594
828.7070, 43.47266
829.8420, 131.0547
830.9770, 52.48047
832.1120, 24.93555
833.2470, 67.66602
834.3820, 93.54492
835.5160, 98.98242
836.6500, 29.73438
837.7840, 108.5176
838.9180, 353.7578
840.0520, 331.9863
841.1860, 228.1973
842.3190, 299.4023
843.4520, 324.5918
844.5850, 404.4844
845.7180, 490.7949
846.8510, 674.1074
847.9840, 746.2656
849.1160, 930.4180
850.2490, 1188.566
851.3810, 1527.707
852.5130, 1492.844
853.6450, 1812.980
854.7760, 1947.117
855.9080, 2078.250
857.0390, 2223.387
858.1700, 2209.523
859.3010, 2370.664
860.4320, 2156.205
861.5630, 2095.951
862.6930, 1815.104
863.8240, 1674.262
864.9540, 1757.428
866.0840, 1441.600
867.2140, 1283.779
868.3440, 1175.971
869.4730, 1005.172
870.6030, 986.3867
871.7320, 851.6133
872.8610, 943.8496
873.9900, 746.1035
875.1190, 1039.369
876.2470, 999.6523
877.3760, 996.9512
878.5040, 984.2656
879.6320, 1160.596
880.7600, 1086.945
881.8880, 1444.314
883.0150, 1287.707
884.1430, 1741.121
885.2700, 1788.561
886.3970, 1937.023
887.5240, 2301.514
888.6510, 2334.029
889.7780, 2746.578
890.9040, 3070.152
892.0310, 3390.762
893.1570, 3776.965
894.2830, 4075.076
895.4090, 4584.785
896.5350, 4916.523
897.6600, 5491.289
898.7860, 5926.084
899.9110, 6429.906
901.0360, 6683.758
902.1610, 7480.641
903.2860, 8151.555
904.4100, 8408.502
905.5350, 9294.479
906.6590, 9763.484
907.7830, 10486.52
908.9070, 11267.22
910.0310, 12128.49
911.1540, 12786.27
912.2780, 13166.22
913.4010, 14230.08
914.5240, 14635.04
915.6470, 15179.57
916.7700, 15265.19
917.8930, 15650.89
919.0150, 15365.62
920.1380, 15355.45
921.2600, 15051.63
922.3820, 14404.19
923.5040, 14025.73
924.6260, 13055.04
925.7470, 12242.65
926.8690, 11691.34
927.9900, 10695.20
929.1110, 9859.129
930.2320, 9201.979
931.3530, 8295.482
932.4730, 7529.398
933.5940, 6620.881
934.7140, 5782.740
935.8340, 5090.496
936.9540, 4541.795
938.0740, 3954.695
939.1930, 3491.621
940.3130, 3049.166
941.4320, 2700.818
942.5510, 2357.523
943.6700, 2092.059
944.7890, 1626.045
945.9080, 1546.023
947.0260, 1440.695
948.1450, 1372.688
949.2630, 1485.105
950.3810, 1497.648
951.4990, 1548.305
952.6170, 1791.949
953.7340, 2018.758
954.8520, 2217.025
955.9690, 2491.365
957.0860, 2980.389
958.2030, 3430.543
959.3200, 3980.080
960.4360, 4606.207
961.5530, 5325.074
962.6690, 5964.451
963.7850, 6876.504
964.9010, 7497.695
966.0170, 8187.170
967.1330, 8104.551
968.2480, 8414.848
969.3630, 8912.242
970.4790, 7438.916
971.5940, 7308.049
972.7080, 6948.912
973.8230, 6473.873
974.9380, 5920.930
976.0520, 5592.084
977.1660, 5570.332
978.2800, 5326.680
979.3940, 5245.127
980.5080, 5206.668
981.6220, 5345.309
982.7350, 5563.047
983.8480, 5740.885
984.9610, 5692.820
986.0740, 6034.855
987.1870, 5956.988
988.3000, 6157.225
989.4120, 6607.557
990.5250, 6567.988
991.6370, 6505.520
992.7490, 6598.156
993.8610, 6579.887
994.9720, 6597.723
996.0840, 6795.654
997.1950, 6691.691
998.3060, 6785.826
999.4170, 6595.066
1000.528, 6735.404
1001.639, 6689.844
1002.750, 6486.385
1003.860, 6300.027
1004.970, 6195.773
1006.080, 6030.621
1007.190, 5991.570
1008.300, 5749.619
1009.410, 5528.773
1010.519, 5648.027
1011.628, 5568.383
1012.738, 5929.840
1013.846, 5840.402
1014.955, 5755.068
1016.064, 5755.834
1017.172, 5476.701
1018.281, 5424.672
1019.389, 5231.326
1020.497, 5094.918
1021.605, 4883.197
1022.713, 4571.578
1023.820, 4463.061
1024.928, 4137.643
1026.035, 4222.328
1027.142, 3894.115
1028.249, 3853.004
1029.356, 3820.994
1030.462, 3704.518
1031.569, 3590.285
1032.675, 3628.584
1033.781, 3550.982
1034.887, 3461.484
1035.993, 3495.086
1037.098, 3372.787
1038.204, 3640.594
1039.309, 3447.496
1040.415, 3487.502
1041.520, 3481.609
1042.624, 3211.822
1043.729, 3478.135
1044.834, 3363.164
1045.938, 3215.717
1047.042, 3150.375
1048.146, 3008.420
1049.250, 2973.096
1050.354, 2919.812
1051.458, 2953.049
1052.561, 3050.297
1053.664, 3150.742
1054.767, 3202.682
1055.870, 3296.594
1056.973, 3110.711
1058.076, 3171.273
1059.178, 3222.965
1060.281, 3422.188
1061.383, 3319.213
1062.485, 3537.617
1063.587, 3532.271
1064.688, 3858.305
1065.790, 4078.389
1066.891, 4329.344
1067.993, 4718.590
1069.094, 5018.359
1070.195, 5352.129
1071.295, 5663.062
1072.396, 6338.486
1073.496, 7003.742
1074.597, 7917.689
1075.697, 8838.953
1076.797, 9929.229
1077.897, 11171.65
1078.996, 12485.47
1080.096, 13802.03
1081.195, 15405.39
1082.294, 16954.24
1083.393, 18589.25
1084.492, 19848.10
1085.591, 21074.83
1086.689, 21580.92
1087.788, 21229.44
1088.886, 20403.36
1089.984, 18859.55
1091.082, 16856.03
1092.180, 15213.78
1093.277, 13526.88
1094.375, 11906.53
1095.472, 10300.20
1096.569, 9512.578
1097.666, 8485.369
1098.763, 7703.225
1099.860, 7460.219
1100.956, 6755.246
1102.053, 6543.480
1103.149, 6282.623
1104.245, 5942.785
1105.341, 5721.004
1106.436, 5558.268
1107.532, 5578.584
1108.627, 5692.949
1109.723, 5452.365
1110.818, 5692.826
1111.913, 5610.336
1113.007, 5545.891
1114.102, 5643.492
1115.197, 5489.141
1116.291, 5379.893
1117.385, 5352.570
1118.479, 4958.350
1119.573, 4788.172
1120.666, 4423.039
1121.760, 4259.357
1122.853, 4104.008
1123.947, 3944.887
1125.040, 3868.916
1126.132, 3731.982
1127.225, 3620.088
1128.318, 3433.230
1129.410, 3214.410
1130.502, 2988.627
1131.595, 3003.879
1132.687, 2861.166
1133.778, 3102.486
1134.870, 2663.842
1135.961, 2687.230
1137.053, 2508.648
1138.144, 2273.100
1139.235, 2537.580
1140.326, 2278.092
1141.416, 2026.633
1142.507, 2063.201
1143.597, 2025.801
1144.688, 1760.424
1145.778, 1650.074
1146.868, 1551.750
1147.957, 1517.451
1149.047, 1554.174
1150.136, 1590.924
1151.226, 1515.693
1152.315, 1358.488
1153.404, 1472.301
1154.493, 1322.141
1155.581, 1204.000
1156.670, 1293.877
1157.758, 1140.773
1158.846, 1091.256
1159.934, 1057.617
1161.022, 887.5664
1162.110, 784.5293
1163.198, 620.9434
1164.285, 589.4961
1165.372, 472.5000
1166.459, 479.5195
1167.546, 366.6289
1168.633, 345.5898
1169.720, 195.6406
1170.806, 182.7012
1171.892, 144.7695
1172.979, 172.8477
1174.065, 23.93359
1175.150, 94.97656
1176.236, 142.0898
1177.322, 195.1641
1178.407, 8.759766
1179.492, 10.68359
1180.577, 2.388672
1181.662, 107.4590
1182.747, 31.47070
1183.832, 56.41406
1184.916, 60.38281
1186.000, 74.62109
1187.084, 29.62109
1188.168, 0.6113280
1189.252, 119.4062
1190.336, 103.1738
1191.419, 189.6445
1192.503, 123.9043
1193.586, 168.2480
1194.669, 198.6992
1195.752, 62.27734
1196.835, 421.9141
1197.917, 32.80078
1199.000, 229.7363
1200.082, 287.3789
1201.164, 268.0195
1202.246, 265.1113
1203.328, 277.8066
1204.409, 352.2344
1205.491, 347.4180
1206.572, 374.6738
1207.653, 53.99219
1208.734, 135.6309
1209.815, 106.6016
1210.896, 8.193359
1211.976, 123.4238
1213.057, 10.41211
1214.137, 349.5273
1215.217, 172.9023
1216.297, 127.0332
1217.377, 97.58008
1218.456, 83.67383
1219.536, 131.4355
1220.615, 99.86719
1221.694, 100.2871
1222.773, 102.1445
1223.852, 59.78516
1224.931, 162.4355
1226.009, 106.1016
1227.088, 171.7246
1228.166, 170.3145
1229.244, 102.8691
1230.322, 159.3750
1231.400, 149.5859
1232.477, 168.7969
1233.555, 192.9609
1234.632, 221.3164
1235.709, 245.6348
1236.786, 249.9141
1237.863, 275.1582
1238.939, 442.3633
1240.016, 385.2891
1241.092, 548.6934
1242.168, 376.7988
1243.245, 384.8691
1244.320, 397.9219
1245.396, 429.9316
1246.472, 535.9238
1247.547, 338.8750
1248.622, 545.7832
1249.697, 346.6484
1250.772, 475.4766
1251.847, 444.2598
1252.922, 448.0020
1253.996, 476.7012
1255.071, 426.3574
1256.145, 514.9883
1257.219, 538.5762
1258.293, 693.1230
1259.366, 646.6250
1260.440, 656.6152
1261.513, 665.5020
1262.587, 611.8750
1263.660, 635.1992
1264.733, 689.4785
1265.805, 586.7109
1266.878, 646.3398
1267.951, 777.1367
1269.023, 727.2344
1270.095, 694.2832
1271.167, 850.2871
1272.239, 812.2441
1273.311, 792.1523
1274.382, 786.0137
1275.454, 708.8262
1276.525, 621.5938
1277.596, 696.3125
1278.667, 585.9824
1279.738, 705.6055
1280.808, 752.1797
1281.879, 635.8066
1282.949, 471.9941
1284.019, 554.4336
1285.089, 556.8262
1286.159, 729.1680
1287.229, 561.4629
1288.298, 539.8301
1289.368, 714.0312
1290.437, 532.1816
1291.506, 673.2793
1292.575, 784.3281
1293.644, 789.3242
1294.712, 616.2676
1295.781, 779.9414
1296.849, 750.0078
1297.917, 891.8066
1298.985, 958.5508
1300.053, 899.2441
1301.121, 725.8828
1302.188, 782.4707
1303.255, 778.0059
1304.323, 640.8750
1305.390, 785.3047
1306.457, 848.6836
1307.523, 673.7852
1308.590, 736.7871
1309.656, 720.9160
1310.723, 860.0801
1311.789, 790.3262
1312.855, 948.4844
1313.921, 1468.268
1314.986, 1078.600
1316.052, 1074.113
1317.117, 641.7617
1318.182, 679.4668
1319.248, 611.8047
1320.312, 707.5762
1321.377, 766.1504
1322.442, 710.6211
1323.506, 492.8613
1324.571, 522.2051
1325.635, 563.8145
1326.699, 579.2930
1327.762, 587.3613
1328.826, 437.5215
1329.890, 517.6094
1330.953, 463.5996
1332.016, 328.5273
1333.079, 312.5195
1334.142, 276.3613
1335.205, 499.6426
1336.268, 337.6133
1337.330, 206.2305
1338.392, 354.1406
1339.454, 128.3027
1340.516, 299.0059
1341.578, 246.5801
1342.640, 267.3652
1343.701, 303.3145
1344.763, 340.9297
1345.824, 267.1914
1346.885, 190.1289
1347.946, 162.8691
1349.007, 269.4004
1350.067, 222.7148
1351.128, 295.7324
1352.188, 238.2305
1353.248, 231.9258
1354.308, 212.5762
1355.368, 163.0332
1356.428, 147.4648
1357.487, 82.79102
1358.547, 60.44531
1359.606, 120.2988
1360.665, 68.59570
1361.724, 103.9023
1362.783, 258.1855
1363.841, 441.4434
1364.900, 226.6797
1365.958, 233.8926
1367.016, 130.2109
1368.074, 233.3770
1369.132, 161.8184
1370.190, 175.9336
1371.247, 331.6895
1372.304, 295.7578
1373.362, 344.2949
1374.419, 305.3242
1375.476, 232.3281
1376.532, 292.3125
1377.589, 183.4297
1378.645, 290.3730
1379.702, 223.2949
1380.758, 228.1973
1381.814, 228.0801
1382.870, 405.4180
1383.925, 315.4727
1384.981, 324.7832
1386.036, 241.5918
1387.092, 222.9180
1388.147, 247.6934
1389.202, 268.4746
1390.256, 222.2188
1391.311, 106.9492
1392.365, 103.0234
1393.420, 250.4980
1394.474, 76.18555
1395.528, 278.8594
1396.582, 427.5215
1397.636, 180.3242
1398.689, 776.9629
1399.742, 474.0977
1400.796, 302.2031
1401.849, 204.9395
1402.902, 288.5312
1403.955, 150.1172
1405.007, 251.6895
1406.060, 298.5801
1407.112, 240.1348
1408.164, 69.68164
1409.216, 28.22070
1410.268, 288.5469
1411.320, 216.0137
1412.371, 308.7109
1413.423, 302.3184
1414.474, 67.39453
1415.525, 118.7402
1416.576, 191.0156
1417.627, 429.3457
1418.678, 265.5332
1419.728, 255.6992
1420.778, 229.8418
1421.829, 397.9727
1422.879, 219.8086
1423.928, 248.9102
1424.978, 400.0000
1426.028, 337.0742
1427.077, 494.1328
1428.126, 573.1719
1429.176, 569.1973
1430.225, 756.1992
1431.273, 603.1953
1432.322, 629.4570
1433.371, 887.3320
1434.419, 1064.205
1435.467, 858.9883
1436.515, 1133.879
1437.563, 1130.621
1438.611, 1046.471
1439.658, 1258.117
1440.706, 1433.773
1441.753, 1484.369
1442.800, 1630.150
1443.847, 1435.912
1444.894, 1661.416
1445.941, 1620.631
1446.987, 1555.121
1448.034, 1909.607
1449.080, 1470.186
1450.126, 1867.527
1451.172, 1609.795
1452.218, 1698.020
1453.263, 1701.125
1454.309, 1615.668
1455.354, 1704.482
1456.399, 1590.609
1457.444, 1508.131
1458.489, 1399.848
1459.534, 1325.398
1460.579, 1177.807
1461.623, 1171.740
