##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01673
##ORIENTATION=Laser parallel to (1 0 1). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
1463.711, 25505.00
1464.755, 25667.46
1465.799, 25457.00
1466.843, 25727.00
1467.886, 25662.00
1468.930, 25551.00
1469.973, 25405.00
1471.016, 25375.00
1472.059, 25521.00
1473.101, 25474.32
1474.144, 25430.00
1475.186, 25580.00
1476.229, 25605.00
1477.271, 25646.00
1478.313, 25638.25
1479.355, 25519.00
1480.396, 25561.00
1481.438, 25511.00
1482.479, 25510.78
1483.520, 25653.00
1484.561, 25469.00
1485.602, 25430.00
1486.643, 25549.00
1487.684, 25750.00
1488.724, 25559.00
1489.765, 25504.00
1490.805, 25726.00
1491.845, 25607.00
1492.885, 25676.00
1493.924, 25594.00
1494.964, 25907.00
1496.003, 25639.00
1497.042, 25949.00
1498.082, 25894.00
1499.120, 25807.00
1500.159, 25838.00
1501.198, 25868.00
1502.236, 25716.00
1503.275, 25950.00
1504.313, 25842.00
1505.351, 25790.00
1506.389, 25891.00
1507.427, 25842.48
1508.464, 25991.00
1509.502, 25873.00
1510.539, 25876.00
1511.576, 25838.00
1512.613, 25968.00
1513.650, 26082.00
1514.687, 26073.96
1515.723, 25994.00
1516.759, 26073.00
1517.796, 26154.00
1518.832, 26051.00
1519.868, 26064.00
1520.903, 26119.00
1521.939, 25945.00
1522.975, 26244.00
1524.010, 26392.00
1525.045, 26168.00
1526.080, 26186.00
1527.115, 26308.00
1528.150, 26059.00
1529.184, 26125.00
1530.219, 26082.00
1531.253, 26051.00
1532.287, 26327.00
1533.321, 26305.00
1534.355, 26222.00
1535.388, 26506.00
1536.422, 26353.00
1537.455, 26232.00
1538.488, 26512.00
1539.522, 26328.00
1540.554, 26435.00
1541.587, 26400.00
1542.620, 26261.00
1543.652, 26567.00
1544.685, 26379.00
1545.717, 26490.00
1546.749, 26557.00
1547.781, 26481.00
1548.812, 26577.00
1549.844, 26461.00
1550.875, 26799.00
1551.906, 26732.00
1552.938, 26868.00
1553.968, 26964.00
1554.999, 26818.00
1556.030, 26775.00
1557.060, 26605.00
1558.091, 26587.00
1559.121, 26450.00
1560.151, 26617.00
1561.181, 26645.00
1562.211, 26781.00
1563.240, 26812.00
1564.270, 26911.00
1565.299, 26756.00
1566.328, 26701.00
1567.357, 26720.00
1568.386, 26783.00
1569.415, 26761.00
1570.443, 26705.00
1571.472, 26940.00
1572.500, 26865.00
1573.528, 26939.00
1574.556, 27206.00
1575.584, 26822.00
1576.611, 26900.00
##END=



