##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00373
##ORIENTATION=Laser parallel to (1 0 1). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
1000.417, 13590.000
1001.670, 13719.000
1002.922, 13736.000
1004.174, 14103.000
1005.426, 13834.000
1006.678, 13838.000
1007.930, 14007.000
1009.181, 13753.000
1010.432, 13967.000
1011.683, 13928.000
1012.934, 13834.000
1014.185, 14212.000
1015.435, 13833.000
1016.685, 14017.000
1017.935, 14294.000
1019.185, 14115.000
1020.435, 14471.000
1021.684, 14253.000
1022.934, 14284.000
1024.183, 14654.000
1025.432, 14371.000
1026.680, 14546.000
1027.929, 14580.000
1029.177, 14308.000
1030.425, 14520.000
1031.673, 14206.000
1032.921, 14339.000
1034.169, 14245.000
1035.416, 13926.000
1036.663, 14121.000
1037.911, 13971.000
1039.157, 13912.000
1040.404, 14260.000
1041.650, 13912.000
1042.897, 14277.000
1044.143, 14298.000
1045.389, 14134.000
1046.634, 14616.000
1047.880, 14514.000
1049.125, 14755.000
1050.371, 15088.000
1051.615, 14925.000
1052.860, 15186.000
1054.105, 15365.000
1055.349, 15303.000
1056.593, 15697.000
1057.837, 15382.000
1059.081, 15730.000
1060.325, 15519.000
1061.568, 15172.000
1062.812, 15462.000
1064.055, 14987.000
1065.298, 15000.000
1066.540, 14871.000
1067.783, 14280.000
1069.025, 14452.000
1070.267, 14215.000
1071.509, 13994.000
1072.751, 14103.000
1073.993, 13696.000
1075.234, 13818.000
1076.475, 13718.000
1077.716, 13358.000
1078.957, 14068.000
1080.198, 13468.000
1081.438, 13340.000
1082.679, 13552.000
1083.919, 13177.000
1085.159, 13482.000
1086.398, 13434.000
1087.638, 13322.000
1088.877, 13584.000
1090.116, 13142.000
1091.355, 13257.000
1092.594, 13527.000
1093.833, 13417.000
1095.071, 13304.000
1096.309, 13385.000
1097.547, 13248.000
1098.785, 13510.000
1100.023, 13280.000
1101.260, 13451.000
1102.498, 13586.000
1103.735, 13278.000
1104.972, 13656.000
1106.208, 13683.000
1107.445, 13623.000
1108.681, 14040.000
1109.918, 13744.000
1111.154, 14107.000
1112.389, 14176.000
1113.625, 13914.000
1114.860, 14521.000
1116.096, 14464.000
1117.331, 14686.000
1118.566, 15159.000
1119.800, 14824.000
1121.035, 15531.000
1122.269, 15906.000
1123.503, 15864.000
1124.737, 16702.000
1125.971, 16592.000
1127.205, 16924.000
1128.438, 17353.000
1129.671, 17357.000
1130.904, 17922.000
1132.137, 18389.000
1133.370, 18142.000
1134.602, 19114.000
1135.834, 18809.000
1137.066, 19267.000
1138.298, 19538.000
1139.530, 19420.000
1140.762, 19584.000
1141.993, 19226.000
1143.224, 19382.000
1144.455, 19409.000
1145.686, 19120.000
1146.917, 18930.000
1148.147, 18922.000
1149.377, 18735.781
1150.607, 18690.000
1151.837, 18540.000
1153.067, 18720.000
1154.296, 18591.000
1155.526, 18120.000
1156.755, 18276.000
1157.984, 18360.000
1159.213, 17923.000
1160.441, 18730.000
1161.670, 18385.000
1162.898, 18427.000
1164.126, 18762.000
1165.354, 18665.000
1166.581, 18878.000
1167.809, 19246.000
1169.036, 18682.000
1170.263, 19348.000
1171.490, 19015.000
1172.717, 18987.000
1173.943, 19511.000
1175.170, 18819.000
1176.396, 19107.000
1177.622, 19082.000
1178.848, 18378.000
1180.073, 18957.000
1181.299, 18351.000
1182.524, 18193.000
1183.749, 18277.000
1184.974, 17619.000
1186.199, 17740.000
1187.423, 17860.000
1188.648, 17175.000
1189.872, 17341.000
1191.096, 17070.000
1192.320, 16731.000
1193.543, 17167.000
1194.767, 16433.000
1195.990, 16598.000
1197.213, 16713.000
1198.436, 16065.000
1199.659, 16508.000
1200.881, 16041.000
1202.104, 16058.000
1203.326, 16188.000
1204.548, 15399.000
1205.770, 15673.000
1206.991, 15584.000
1208.213, 15010.000
1209.434, 15434.000
1210.655, 14966.000
1211.876, 14867.000
1213.096, 15056.000
1214.317, 14590.000
1215.537, 14680.000
1216.757, 14739.000
1217.977, 14304.000
1219.197, 14757.000
1220.417, 14294.000
1221.636, 14258.000
1222.855, 14548.000
1224.074, 14192.000
1225.293, 14343.000
1226.512, 14362.000
1227.731, 14144.000
1228.949, 14407.000
1230.167, 14170.000
1231.385, 14190.000
1232.603, 14537.000
1233.820, 14160.000
1235.038, 14500.000
1236.255, 14529.000
1237.472, 14353.000
1238.689, 14526.000
1239.906, 14461.000
1241.122, 14384.000
1242.338, 14658.000
1243.555, 14458.000
1244.771, 14494.000
1245.986, 14632.000
1247.202, 14368.000
1248.417, 14704.000
1249.633, 14830.000
1250.848, 14290.000
1252.063, 14871.000
1253.277, 14545.000
1254.492, 14689.000
1255.706, 14930.000
1256.920, 14573.000
1258.134, 14767.000
1259.348, 14800.975
1260.562, 14802.000
1261.775, 15048.000
1262.988, 14561.000
1264.201, 14788.000
1265.414, 15078.000
1266.627, 14460.000
1267.839, 14748.000
1269.052, 14936.000
1270.264, 14656.000
1271.476, 14942.000
1272.688, 14705.000
1273.899, 14702.000
1275.111, 14980.000
1276.322, 14641.000
1277.533, 14757.000
1278.744, 15067.000
1279.955, 14468.000
1281.165, 15040.000
1282.376, 14664.000
1283.586, 14572.000
1284.796, 14934.000
1286.006, 14577.000
1287.215, 14696.000
1288.425, 14780.000
1289.634, 14226.000
1290.843, 14657.000
1292.052, 14485.000
1293.261, 14289.000
1294.469, 14603.000
1295.678, 14272.000
1296.886, 14400.000
1298.094, 14499.000
1299.302, 14012.000
1300.509, 14200.000
1301.717, 14411.000
1302.924, 13901.000
1304.131, 14511.000
1305.338, 14040.000
1306.545, 14006.000
1307.752, 14386.000
1308.958, 13768.000
1310.164, 14330.000
1311.370, 14238.000
1312.576, 13881.000
1313.782, 14296.000
1314.987, 13981.000
1316.193, 13892.000
1317.398, 14490.000
1318.603, 13947.000
1319.807, 14083.000
1321.012, 14298.000
1322.216, 13832.000
1323.421, 14206.000
1324.625, 14066.000
1325.829, 13927.000
1327.032, 14433.000
1328.236, 14146.000
1329.439, 14068.000
1330.642, 14420.000
1331.845, 13982.000
1333.048, 14416.000
1334.251, 14396.000
1335.453, 14261.000
1336.656, 14612.000
1337.858, 14449.000
1339.060, 14420.000
1340.261, 14761.000
1341.463, 14577.000
1342.664, 14806.000
1343.866, 14997.000
1345.067, 14641.000
1346.267, 15275.000
1347.468, 15193.000
1348.669, 14969.000
1349.869, 15611.000
1351.069, 15294.000
1352.269, 15352.000
1353.469, 15616.000
1354.668, 15122.000
1355.868, 15316.000
1357.067, 15422.000
1358.266, 14961.000
1359.465, 15347.000
1360.664, 15003.000
1361.862, 14709.000
1363.061, 15088.000
1364.259, 14656.000
1365.457, 14675.000
1366.655, 15081.000
1367.852, 14438.000
1369.050, 14834.000
1370.247, 14710.000
1371.444, 14511.000
1372.641, 14920.000
1373.838, 14550.000
1375.035, 14534.000
1376.231, 14926.000
1377.427, 14485.000
1378.623, 14695.000
1379.819, 15016.000
1381.015, 14568.000
1382.211, 14820.000
1383.406, 14974.000
1384.601, 14588.000
1385.796, 15147.000
1386.991, 14793.000
1388.185, 14726.000
1389.380, 15284.000
1390.574, 14753.000
##END=



