##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01072
##ORIENTATION=Laser parallel to -c* (0 0 -1). Fiducial mark perpendicular to laser is parallel to -a [-1 0 0]
1461.566, 23.57764
1462.606, 81.69824
1463.646, 17.64893
1464.685, 54.20532
1465.725, 74.50928
1466.764, 79.39600
1467.803, 22.65332
1468.842, 45.53223
1469.881, 36.53223
1470.920, 26.14648
1471.958, 60.27930
1472.997, 12.55200
1474.035, 46.01953
1475.073, 47.08789
1476.111, 62.96802
1477.148, 46.72510
1478.186, 40.37500
1479.223, 84.93799
1480.260, 106.1104
1481.297, 49.43652
1482.334, 1.586426
1483.370, 32.82910
1484.407, 25.89062
1485.443, 51.09888
1486.479, 16.16284
1487.515, 53.29663
1488.550, 35.48413
1489.586, 75.71289
1490.621, 42.99097
1491.656, 68.26025
1492.691, 13.58447
1493.726, 12.70874
1494.761, 23.93286
1495.795, 12.73706
1496.829, 23.59204
1497.863, 21.92773
1498.897, 41.99194
1499.931, 28.20898
1500.965, 34.53052
1501.998, 46.85669
1503.031, 93.18921
1504.064, 93.27319
1505.097, 70.20093
1506.130, 31.54565
1507.162, 100.8999
1508.195, 21.94824
1509.227, 48.31543
1510.259, 35.45776
1511.291, 86.84473
1512.322, 14.97363
1513.354, 73.37109
1514.385, 31.33423
1515.416, 73.50562
1516.447, 64.72217
1517.478, 92.52466
1518.508, 77.93896
1519.539, 86.91919
1520.569, 108.1724
1521.599, 37.37476
1522.629, 33.80981
1523.658, 91.06030
1524.688, 36.28882
1525.717, 84.43262
1526.746, 63.86060
1527.775, 14.51685
1528.804, 51.24463
1529.833, 71.68433
1530.861, 76.11060
1531.890, 11.09985
1532.918, 33.59131
1533.946, 24.39038
1534.973, 13.94751
1536.001, 47.20679
1537.028, 2.916992
1538.055, 29.75562
1539.082, 30.37695
1540.109, 45.91797
1541.136, 29.42432
1542.163, 22.70874
1543.189, 47.93604
1544.215, 55.55493
1545.241, 34.87817
1546.267, 51.16040
1547.292, 1.957764
1548.318, 71.27832
1549.343, 99.32764
1550.368, 161.0745
1551.393, 126.9133
1552.418, 173.1462
1553.442, 159.2839
1554.467, 186.9397
1555.491, 138.3459
1556.515, 84.49341
1557.539, 81.19092
1558.562, 69.87207
1559.586, 23.71167
1560.609, 60.30640
1561.632, 78.21533
1562.655, 82.71875
1563.678, 107.6843
1564.701, 112.6484
1565.723, 117.6265
1566.745, 89.65381
1567.768, 85.84766
1568.789, 47.86963
1569.811, 74.13428
1570.833, 3.337158
1571.854, 20.31836
1572.875, 87.13525
1573.896, 52.39551
1574.917, 47.58765
1575.938, 2.767090
1576.958, 0.0000000E+00
##END=



