##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00488
##ORIENTATION=Laser parallel to a* (1 0 0). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
740.876, 46116.000
742.168, 47784.000
743.460, 49464.000
744.752, 49563.000
746.043, 48407.000
747.334, 46816.000
748.626, 44872.000
749.916, 42844.000
751.207, 41376.000
752.498, 39416.000
753.788, 38253.000
755.078, 37278.000
756.368, 36243.000
757.658, 35835.000
758.947, 35008.000
760.237, 34732.000
761.526, 34642.000
762.815, 33992.000
764.104, 33992.000
765.392, 33932.000
766.680, 33700.000
767.969, 33429.000
769.257, 33384.000
770.544, 33321.000
771.832, 33078.000
773.119, 33056.000
774.406, 33098.000
775.693, 32444.000
776.980, 32478.000
778.267, 32547.000
779.553, 32156.000
780.839, 32467.000
782.125, 32105.000
783.411, 32116.000
784.697, 32314.000
785.982, 31922.000
787.267, 32414.000
788.552, 31957.000
789.837, 32020.000
791.122, 32320.000
792.406, 31884.000
793.690, 32229.000
794.974, 32046.000
796.258, 32032.000
797.542, 32014.000
798.825, 31854.000
800.108, 32338.000
801.391, 32200.000
802.674, 32226.000
803.957, 32530.000
805.239, 32122.000
806.522, 32494.000
807.804, 32473.000
809.085, 32398.000
810.367, 32719.000
811.649, 32514.000
812.930, 32759.000
814.211, 32667.000
815.492, 32839.000
816.772, 33240.000
818.053, 32785.000
819.333, 32634.000
820.613, 32932.000
821.893, 32473.000
823.173, 32874.000
824.452, 32688.000
825.732, 32584.000
827.011, 32874.000
828.290, 32672.000
829.568, 32832.000
830.847, 32628.000
832.125, 32375.000
833.403, 32648.000
834.681, 32409.000
835.959, 32656.000
837.236, 32363.000
838.514, 32305.000
839.791, 32742.000
841.068, 32460.000
842.345, 32568.000
843.621, 32618.000
844.898, 32416.000
846.174, 32889.000
847.450, 32658.000
848.726, 32623.000
850.001, 32925.000
851.277, 32870.000
852.552, 33140.000
853.827, 33061.000
855.102, 33086.000
856.376, 33348.000
857.651, 33259.000
858.925, 33865.000
860.199, 33852.000
861.473, 33827.000
862.746, 33924.000
864.020, 33970.000
865.293, 34137.000
866.566, 34250.000
867.839, 34229.000
869.112, 34460.000
870.384, 34413.000
871.656, 34848.000
872.928, 35062.000
874.200, 34752.000
875.472, 35820.000
876.744, 35444.000
878.015, 35733.000
879.286, 36187.000
880.557, 36006.000
881.828, 36387.000
883.098, 36398.000
884.369, 36680.000
885.639, 36711.000
886.909, 36526.000
888.178, 36837.000
889.448, 36736.000
890.717, 36362.000
891.987, 36657.000
893.256, 36392.000
894.524, 36416.000
895.793, 36417.000
897.061, 36096.000
898.330, 36092.000
899.598, 35958.000
900.865, 35913.000
902.133, 35925.000
903.401, 35776.000
904.668, 35776.000
905.935, 35436.000
907.202, 35339.000
908.468, 35482.000
909.735, 35254.000
911.001, 35323.000
912.267, 35397.000
913.533, 34976.000
914.799, 35253.000
916.064, 34870.000
917.330, 34984.000
918.595, 35057.000
919.860, 34708.000
921.124, 35176.000
922.389, 34881.000
923.653, 34990.000
924.918, 35146.000
926.182, 34781.000
927.445, 35091.000
928.709, 35123.000
929.972, 34952.000
931.236, 35302.000
932.499, 34898.000
933.761, 35536.000
935.024, 35492.000
936.286, 35390.000
937.549, 35793.000
938.811, 35607.000
940.073, 35971.000
941.334, 36420.000
942.596, 35981.000
943.857, 36662.000
945.118, 36379.000
946.379, 37036.000
947.640, 37198.000
948.900, 37200.000
950.161, 37249.000
951.421, 37333.000
952.681, 36910.000
953.940, 37224.000
955.200, 36665.000
956.459, 36828.000
957.719, 36558.000
958.978, 36184.000
960.236, 36626.000
961.495, 36161.000
962.753, 36018.000
964.012, 36329.000
965.270, 35707.000
966.527, 36522.000
967.785, 36112.000
969.043, 35546.000
970.300, 36177.000
971.557, 35699.000
972.814, 35814.000
974.071, 36066.000
975.327, 35659.000
976.583, 36097.000
977.840, 35633.000
979.095, 35889.000
980.351, 36016.000
981.607, 35793.000
982.862, 35838.000
984.117, 36099.000
985.372, 35689.000
986.627, 36368.000
987.882, 35963.000
989.136, 36144.000
990.390, 36302.000
991.644, 35870.000
992.898, 36552.000
994.152, 36136.000
995.405, 36197.000
996.659, 36683.000
997.912, 36138.000
999.165, 36871.000
1000.417, 37176.000
1001.670, 36995.000
1002.922, 37726.000
1004.174, 36948.000
1005.426, 37411.000
1006.678, 37608.000
1007.930, 37197.000
1009.181, 37808.000
1010.432, 37386.000
1011.683, 37549.000
1012.934, 38160.000
1014.185, 37722.000
1015.435, 38440.000
1016.685, 38003.000
1017.935, 38032.000
1019.185, 38571.000
1020.435, 38336.000
1021.684, 38522.000
1022.934, 38854.000
1024.183, 38300.000
1025.432, 39011.000
1026.680, 38500.000
1027.929, 38668.000
1029.177, 38755.000
1030.425, 38432.000
1031.673, 38678.000
1032.921, 39018.000
1034.169, 38208.000
1035.416, 38939.000
1036.663, 38529.000
1037.911, 38768.000
1039.157, 38964.000
1040.404, 38907.000
1041.650, 39456.000
1042.897, 39306.000
1044.143, 39230.000
1045.389, 39706.000
1046.634, 39457.000
1047.880, 39810.000
1049.125, 40170.000
1050.371, 39928.000
1051.615, 40942.000
1052.860, 40553.000
1054.105, 40917.000
1055.349, 41421.000
1056.593, 41245.000
1057.837, 41644.000
1059.081, 41952.000
1060.325, 41392.000
1061.568, 41953.000
1062.812, 41380.000
1064.055, 41189.000
1065.298, 41704.000
1066.540, 40709.000
1067.783, 41072.000
1069.025, 40544.000
1070.267, 40262.000
1071.509, 40610.000
1072.751, 40000.000
1073.993, 40210.000
1075.234, 40177.000
1076.475, 39629.000
1077.716, 40133.000
1078.957, 39748.000
1080.198, 39589.000
1081.438, 40104.000
1082.679, 39521.000
1083.919, 39945.000
1085.159, 39960.000
1086.398, 39392.000
1087.638, 40076.000
1088.877, 39644.000
1090.116, 39702.000
1091.355, 40059.000
1092.594, 39587.000
1093.833, 40091.000
1095.071, 39745.000
1096.309, 39350.000
1097.547, 40090.000
1098.785, 39523.000
1100.023, 39789.000
1101.260, 40177.000
1102.498, 39312.000
1103.735, 40224.000
1104.972, 40128.000
1106.208, 39960.000
1107.445, 40584.000
1108.681, 39924.000
1109.918, 40337.000
1111.154, 40789.000
1112.389, 40314.000
1113.625, 41038.000
1114.860, 40944.000
1116.096, 40824.000
1117.331, 41832.000
1118.566, 41560.000
1119.800, 41932.000
1121.035, 42390.000
1122.269, 42342.000
1123.503, 43217.000
1124.737, 43380.000
1125.971, 43448.000
1127.205, 44299.000
1128.438, 43848.000
1129.671, 44893.000
1130.904, 45355.000
1132.137, 45114.000
1133.370, 46240.000
1134.602, 46245.000
1135.834, 45892.000
1137.066, 47200.000
1138.298, 46283.000
1139.530, 47040.000
1140.762, 46907.000
1141.993, 46200.000
1143.224, 46971.000
1144.455, 45724.000
1145.686, 46266.000
1146.917, 46312.000
1148.147, 45136.000
1149.377, 45755.000
1150.607, 45235.000
1151.837, 44696.000
1153.067, 45570.000
1154.296, 44563.000
1155.526, 44585.000
1156.755, 45001.000
1157.984, 44115.000
1159.213, 44724.000
1160.441, 44792.000
1161.670, 43914.000
1162.898, 44830.000
1164.126, 44030.000
1165.354, 44288.000
1166.581, 44786.000
1167.809, 43933.000
1169.036, 44577.000
1170.263, 44515.000
1171.490, 43905.000
1172.717, 44946.000
1173.943, 44000.000
1175.170, 43952.000
1176.396, 44545.000
1177.622, 43488.000
1178.848, 44185.000
1180.073, 43626.000
1181.299, 43166.000
1182.524, 43894.000
1183.749, 43033.000
1184.974, 43216.000
1186.199, 43660.000
1187.423, 42326.000
1188.648, 43096.000
1189.872, 42572.000
1191.096, 42036.000
1192.320, 43170.000
1193.543, 42230.000
1194.767, 42288.000
1195.990, 42432.000
1197.213, 41818.000
1198.436, 42496.000
1199.659, 42284.000
1200.881, 41632.000
1202.104, 42867.000
1203.326, 41672.000
1204.548, 42144.000
1205.770, 42400.000
1206.991, 41508.000
1208.213, 42381.000
1209.434, 42036.000
1210.655, 41612.000
1211.876, 42432.000
1213.096, 41776.000
1214.317, 41864.000
1215.537, 42449.000
1216.757, 41536.000
1217.977, 42256.000
1219.197, 42155.000
1220.417, 41619.000
1221.636, 42709.000
1222.855, 42166.000
1224.074, 42213.000
1225.293, 42565.000
1226.512, 41753.000
1227.731, 42690.000
1228.949, 42224.000
1230.167, 42032.000
1231.385, 43118.000
1232.603, 42616.000
1233.820, 42420.000
1235.038, 43421.000
1236.255, 42309.000
1237.472, 43232.000
1238.689, 43176.000
1239.906, 42416.000
1241.122, 43716.000
1242.338, 42912.000
1243.555, 43006.000
1244.771, 43736.000
1245.986, 42702.000
1247.202, 43200.000
1248.417, 43380.000
1249.633, 43264.000
1250.848, 43760.000
1252.063, 43315.000
1253.277, 43157.000
1254.492, 44064.000
1255.706, 43302.000
1256.920, 43796.000
1258.134, 43856.000
1259.348, 42873.000
1260.562, 44240.000
1261.775, 43533.000
1262.988, 43261.000
1264.201, 44172.000
1265.414, 43432.000
1266.627, 43768.000
1267.839, 44154.000
1269.052, 43357.000
1270.264, 44308.000
1271.476, 44048.000
1272.688, 43416.000
1273.899, 44377.000
1275.111, 43486.000
1276.322, 44018.000
1277.533, 44053.000
1278.744, 43305.000
1279.955, 44149.000
1281.165, 44144.000
1282.376, 42931.000
1283.586, 44136.000
1284.796, 43502.000
1286.006, 43163.000
1287.215, 44427.000
1288.425, 42954.000
1289.634, 43618.000
1290.843, 44050.000
1292.052, 42992.000
1293.261, 43885.000
1294.469, 43528.000
1295.678, 43097.000
1296.886, 44098.000
1298.094, 43046.000
1299.302, 43234.000
1300.509, 43818.000
1301.717, 42757.000
1302.924, 44168.000
1304.131, 43494.000
1305.338, 42913.000
1306.545, 44176.000
1307.752, 43218.000
1308.958, 43050.000
1310.164, 44280.000
1311.370, 42864.000
1312.576, 43789.000
1313.782, 43932.000
1314.987, 42863.000
1316.193, 44354.000
1317.398, 43840.000
1318.603, 43328.000
1319.807, 44308.000
1321.012, 43300.000
1322.216, 43696.000
1323.421, 44364.000
1324.625, 42816.000
1325.829, 44124.000
1327.032, 44123.000
1328.236, 43241.000
1329.439, 44302.000
1330.642, 43482.000
##END=



